domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Ideational,Security,Ideational + Security,29621,4911,178,158.71302821773386,0.16496567947784924,0.01203947161627802,0.3084757270185827,0.07736983112690109,0.030484757621189407,0.0362451639177357,-2.9006761055496058,0.0871442654271452,-3.07147886578681,-2.7298733453124013,6.174798192880105e-243,0.046776611694152925,1.8524394578640315e-242,associated,Canada,1900-2020
Economic,Security,Economic + Security,29621,4911,75,113.5502881237489,-0.5951215417658833,-0.9306578759270606,-0.3280015173459595,0.1495781636341197,0.0004997501249375312,0.015271838729383017,-0.34796922278031733,0.12249192033728228,-0.5880533866413906,-0.10788505891924408,0.0045007234429135096,0.0014992503748125937,0.005400868131496211,dissociated,Canada,1900-2020
Political,Ideational,Political + Ideational,9244,2642,1127,1152.5573947036485,-0.03233689303330096,-0.05230923233915633,-0.013123810011922863,0.010149807062716221,0.001999000499750125,0.42657077971233914,-10.412568573327041,1.4147118821494002,-13.185403862339866,-7.639733284314216,1.8362887972340777e-13,0.0023988005997001498,2.7544331958511166e-13,dissociated,Spain,1800-1899
Political,Economic,Political + Economic,9244,2642,352,430.32626946103477,-0.28948296281104546,-0.3690299262681175,-0.213317903343047,0.040443567848935304,0.0004997501249375312,0.1332323996971991,-0.5957943313878257,0.06699300160332533,-0.7271006145303434,-0.46448804824530804,5.927678797053133e-19,0.0007496251874062968,1.1855357594106268e-18,dissociated,Spain,1800-1899
Political,Security,Political + Security,9244,2642,395,291.11633568969444,0.4396061562458285,0.3606551967135221,0.5190683474531153,0.041304642334450734,0.0004997501249375312,0.14950794852384558,-0.10497359780992793,0.06776606955911867,-0.23779509414580052,0.02784789852594466,0.12136768715702793,0.0007496251874062968,0.12136768715702793,associated,Spain,1800-1899
Ideational,Economic,Ideational + Economic,9244,2642,502,398.1163358327062,0.3341227613230474,0.27048209066257706,0.39862604315383965,0.033114724293673826,0.0004997501249375312,0.19000757002271007,-4.096318805424912,0.0937945344715381,-4.2801560929891265,-3.912481517860697,0.0,0.0007496251874062968,0.0,associated,Spain,1800-1899
Ideational,Security,Ideational + Security,9244,2642,191,269.3262696023246,-0.4946864201094966,-0.6444940920449079,-0.3637181489192012,0.07160720626464323,0.0004997501249375312,0.07229371688115065,-6.2337888167312645,0.14391641377699582,-6.515864987734176,-5.951712645728353,0.0,0.0007496251874062968,0.0,dissociated,Spain,1800-1899
Economic,Security,Economic + Security,9244,2642,75,100.55739471059103,-0.42062634289436734,-0.7409007008048449,-0.1591058554285901,0.1493341478832062,0.0069965017491254375,0.02838758516275549,-0.7343635475151931,0.1236648860373097,-0.9767467241483201,-0.49198037088206603,2.879308571113213e-09,0.0069965017491254375,3.4551702853358557e-09,dissociated,Spain,1800-1899
Political,Ideational,Political + Ideational,26375,5211,2356,2390.815270896238,-0.02115866608406086,-0.03045921145527179,-0.011830532487547472,0.004875624098049895,0.0004997501249375312,0.4521205142966801,-11.61321781797734,1.4144437117985458,-14.38552749310249,-8.84090814285219,2.2036307516339189e-16,0.0005997001499250374,4.4072615032678377e-16,dissociated,Spain,1900-2020
Political,Economic,Political + Economic,26375,5211,694,795.8742752508685,-0.19747192518498308,-0.24662737899167905,-0.1531720038587733,0.0240402949671532,0.0004997501249375312,0.1331798119362886,-0.5258625700565094,0.04495077218741333,-0.6139660835438395,-0.43775905656917924,1.2952373584733053e-31,0.0005997001499250374,7.771424150839831e-31,dissociated,Spain,1900-2020
Political,Security,Political + Security,26375,5211,317,180.31045406717058,0.8122784982309805,0.7045894066233032,0.9138318771565912,0.053443426407744576,0.0004997501249375312,0.06083285357896757,0.41289767978431874,0.07276191211435741,0.2702843320401782,0.5555110275284593,1.3898036125115546e-08,0.0005997001499250374,1.6677643350138652e-08,associated,Spain,1900-2020
Ideational,Economic,Ideational + Economic,26375,5211,1553,1416.310453840324,0.1328754793900147,0.10997137328521132,0.15799064294597187,0.012172123600684998,0.0004997501249375312,0.2980234120130493,-10.962720314882933,1.414651955053645,-13.735438146788077,-8.190002482977789,9.231929907607478e-15,0.0005997001499250374,1.3847894861411218e-14,associated,Spain,1900-2020
Ideational,Security,Ideational + Security,26375,5211,219,320.8742749619995,-0.5500335105027857,-0.6976176784917079,-0.42111234564829636,0.07093457141634706,0.0004997501249375312,0.042026482440990214,-11.890255085007142,1.4164161033225888,-14.666430647519416,-9.114079522494869,4.674592227539854e-17,0.0005997001499250374,1.402377668261956e-16,dissociated,Spain,1900-2020
Economic,Security,Economic + Security,26375,5211,72,106.81527098339863,-0.5658024862401536,-0.8896098034721038,-0.28541568502947234,0.15479981530686557,0.0014992503748125937,0.013816925734024179,-0.4292839428008692,0.12435796121666823,-0.6730255467855389,-0.18554233881619944,0.0005564434036237246,0.0014992503748125937,0.0005564434036237246,dissociated,Spain,1900-2020
Political,Ideational,Political + Ideational,4828,1374,741,737.708345613949,0.00641864500725041,-0.01016187766716564,0.024165029889974012,0.008997895419481613,0.49075462268865566,0.5393013100436681,-9.671231170629518,1.414984698675332,-12.44460118003317,-6.897861161225867,8.208156983160019e-12,0.49075462268865566,9.849788379792024e-12,not distinguishable,Brazil,1800-1899
Political,Economic,Political + Economic,4828,1374,257,286.12630680337224,-0.15459859514456675,-0.22008456648742303,-0.10038752701849331,0.02996177866320503,0.0004997501249375312,0.18704512372634644,-1.786082427369916,0.08793914048704064,-1.9584431427245157,-1.6137217120153164,1.0397386174688798e-91,0.0009995002498750624,6.238431704813279e-91,dissociated,Brazil,1800-1899
Political,Security,Political + Security,4828,1374,148,122.16534749253572,0.2757351804883629,0.15702359394571774,0.3861377161014031,0.05777503650373504,0.0004997501249375312,0.10771470160116449,-1.2028693348894544,0.11813067746048794,-1.4344054627120106,-0.971333207066898,2.3730633370364902e-24,0.0009995002498750624,3.5595950055547355e-24,associated,Brazil,1800-1899
Ideational,Economic,Ideational + Economic,4828,1374,169,143.16534757687046,0.23857315107729293,0.13816303090148768,0.3375875761630853,0.051337328253374226,0.0004997501249375312,0.12299854439592431,-1.6802954565934765,0.09454629594424284,-1.8656061966441924,-1.4949847165427605,1.160538591085661e-70,0.0009995002498750624,3.4816157732569826e-70,associated,Brazil,1800-1899
Ideational,Security,Ideational + Security,4828,1374,32,61.12630687830169,-0.9231066181868298,-1.3844308343299552,-0.5540007738270493,0.21271524938340156,0.0009995002498750624,0.023289665211062592,-2.6631098984914763,0.18778942375120056,-3.031177169043829,-2.2950426279391234,1.1950350542515138e-45,0.0014992503748125937,2.3900701085030277e-45,dissociated,Brazil,1800-1899
Economic,Security,Economic + Security,4828,1374,27,23.70834563497085,0.18392712772568218,-0.364562754131034,0.5981256365107331,0.24899479436795677,0.46526736631684157,0.019650655021834062,-0.5506300460347324,0.2041174317820994,-0.9507002123276472,-0.15055987974181761,0.006983836331503056,0.49075462268865566,0.006983836331503057,not distinguishable,Brazil,1800-1899
Political,Ideational,Political + Ideational,21247,4125,2316,2329.552165082105,-0.008415571848635062,-0.01306180351798996,-0.0037487866961628162,0.002402269720860391,0.0024987506246876563,0.5614545454545454,-11.341268707425177,1.4144485248809995,-14.113587816191936,-8.568949598658419,1.0734455918877395e-15,0.004997501249375313,2.146891183775479e-15,dissociated,Brazil,1900-2020
Political,Economic,Political + Economic,21247,4125,827,839.9602043056071,-0.02242019771389122,-0.0445476978530203,-0.0011393374473348456,0.0110984016341448,0.04397801099450275,0.2004848484848485,-0.007355018295244841,0.0465317192251817,-0.09855718797660097,0.08384715138611128,0.8744058829984229,0.052773613193403304,0.8744058829984228,not distinguishable,Brazil,1900-2020
Political,Security,Political + Security,21247,4125,118,91.4876303322902,0.36537528042896666,0.201043316458973,0.5207086238517511,0.08038706847743965,0.0004997501249375312,0.028606060606060607,-0.3689730738627823,0.11060217115780174,-0.5857533293320737,-0.15219281839349086,0.0008498146957793718,0.0014992503748125937,0.0010197776349352462,associated,Brazil,1900-2020
Ideational,Economic,Ideational + Economic,21247,4125,779,752.4876306113007,0.04992285709930582,0.0255803660720593,0.07520877487892459,0.01262881390603523,0.0004997501249375312,0.18884848484848485,-4.123276261988673,0.06236317781225208,-4.245508090500687,-4.001044433476659,0.0,0.0014992503748125937,0.0,associated,Brazil,1900-2020
Ideational,Security,Ideational + Security,21247,4125,69,81.9602045740967,-0.2466850625514709,-0.5310747309704147,-0.011575337942603216,0.13268861190311357,0.06546726636681659,0.016727272727272726,-4.0206353774978,0.13457017200782564,-4.284392914633138,-3.756877840362461,3.8451507458671905e-196,0.06546726636681659,1.153545223760157e-195,not distinguishable,Brazil,1900-2020
Economic,Security,Economic + Security,21247,4125,16,29.552165094599303,-0.865002908519301,-1.6382424307472123,-0.3288700511533291,0.3422338111572361,0.01899050474762619,0.0038787878787878787,-0.9870914380512864,0.25248327945798305,-1.4819586657889332,-0.49222421031363967,9.247513930827359e-05,0.028485757121439283,0.00013871270896241038,dissociated,Brazil,1900-2020
Political,Ideational,Political + Ideational,10216,2143,721,761.1603798345692,-0.07814845661195453,-0.10371784207513066,-0.05361965622030135,0.012891800516659661,0.0004997501249375312,0.3364442370508633,-10.877921960775412,1.4148962768744338,-13.651118663449303,-8.10472525810152,1.492883319139209e-14,0.0014992503748125937,2.985766638278418e-14,dissociated,Austria,1800-1899
Political,Economic,Political + Economic,10216,2143,494,472.69034722912767,0.06354987703345565,0.016007281612672168,0.11041135014194003,0.024486816366412662,0.01249375312343828,0.23051796546896874,-0.05686213652439521,0.05842350738841931,-0.17137221100569705,0.05764793795690664,0.3304166664589768,0.014492753623188406,0.3304166664589768,associated,Austria,1800-1899
Political,Security,Political + Security,10216,2143,123,104.14927301188901,0.23894875244075084,0.0624192710121403,0.42019577087603777,0.09142244159753453,0.0079960019990005,0.05739617358842744,-0.6150267263248633,0.10272024001650629,-0.8163583967572157,-0.413695055892511,2.132275516457315e-09,0.01199400299850075,2.5587306197487784e-09,associated,Austria,1800-1899
Ideational,Economic,Ideational + Economic,10216,2143,612,593.1492729337107,0.04509900339138297,0.011408299487310624,0.08378462811566718,0.01865614872296124,0.014492753623188406,0.2855809612692487,-3.6664217625284157,0.07357623660440449,-3.8106311862730484,-3.522212338783783,0.0,0.014492753623188406,0.0,associated,Austria,1800-1899
Ideational,Security,Ideational + Security,10216,2143,152,130.6903471283109,0.21714767106130076,0.055504269375287345,0.3595626283448873,0.07823216925022744,0.006496751624187906,0.07092860475968268,-3.3382915458455424,0.09898386747145282,-3.53229992608959,-3.144283165601495,2.4358527609549147e-249,0.01199400299850075,7.307558282864744e-249,associated,Austria,1800-1899
Economic,Security,Economic + Security,10216,2143,41,81.16037986239238,-0.9765249421531593,-1.410862809638519,-0.6239014087749485,0.20100917138980842,0.0004997501249375312,0.019132057862809144,-1.0820777302510314,0.1628593475414741,-1.4012820514323205,-0.7628734090697422,3.0477113180648596e-11,0.0014992503748125937,4.5715669770972894e-11,dissociated,Austria,1800-1899
Political,Ideational,Political + Ideational,18387,2981,949,994.0644110021093,-0.06689680700821893,-0.08673716861901656,-0.04941219233622528,0.009804520851606446,0.0004997501249375312,0.31834954713183494,-11.94174645906821,1.4146837225996047,-14.714526555363435,-9.168966362772984,3.1387166660993594e-17,0.0009995002498750624,6.277433332198719e-17,dissociated,Austria,1900-2020
Political,Economic,Political + Economic,18387,2981,920,933.4575567270768,-0.020939267234819384,-0.04312317018675378,0.0013446639738830266,0.011155169233050398,0.06746626686656672,0.30862126803086215,0.33972132464395133,0.045097040478709716,0.2513311253056803,0.42811152398222235,4.9542824821197095e-14,0.07946026986506746,7.431423723179565e-14,not distinguishable,Austria,1900-2020
Political,Security,Political + Security,18387,2981,165,106.47803214534629,0.6295166462827316,0.487328390485376,0.7640249232529495,0.0698679280828863,0.0004997501249375312,0.055350553505535055,0.535210483048542,0.10411213111060505,0.3311507060717561,0.7392702600253279,2.736992907193017e-07,0.0009995002498750624,3.2843914886316207e-07,associated,Austria,1900-2020
Ideational,Economic,Ideational + Economic,18387,2981,834,775.4780322694472,0.10489623890811327,0.07627805053103122,0.13425880000739154,0.01483543713225782,0.0004997501249375312,0.2797718886279772,-4.496916367111431,0.06943294440961091,-4.633004938154268,-4.360827796068594,0.0,0.0009995002498750624,0.0,associated,Austria,1900-2020
Ideational,Security,Ideational + Security,18387,2981,75,88.45755680366536,-0.23664052092092566,-0.5238885380875852,0.013025868554852334,0.13621680842279463,0.07946026986506746,0.025159342502515933,-3.7007015597886377,0.13087804789855956,-3.9572225336698144,-3.444180585907461,6.82888361492813e-176,0.07946026986506746,2.0486650844784387e-175,not distinguishable,Austria,1900-2020
Economic,Security,Economic + Security,18387,2981,38,83.06441105235471,-1.1180302030765825,-1.6071733706493838,-0.763594938559096,0.21799126898218618,0.0009995002498750624,0.01274740020127474,-0.341269178007484,0.17125382815888862,-0.6769266811989056,-0.00561167481606234,0.04628683854313868,0.0014992503748125937,0.04628683854313868,dissociated,Austria,1900-2020
Political,Ideational,Political + Ideational,7919,2197,526,555.6193951669861,-0.07896112206368343,-0.12308052179850971,-0.0368983767819552,0.0216082085823073,0.0014992503748125937,0.23941738734638143,-4.330469144924437,0.0763571848603684,-4.4801292272507585,-4.180809062598115,0.0,0.0029985007496251873,0.0,dissociated,Australia,1800-1899
Political,Economic,Political + Economic,7919,2197,926,877.2007852304108,0.07806177821926553,0.05055238461045673,0.10681327373577619,0.01414346387992157,0.0004997501249375312,0.42148384160218477,-1.0061156172351673,0.0519654661252115,-1.1079679308405819,-0.9042633036297527,1.6390751462029721e-83,0.0014992503748125937,3.2781502924059442e-83,associated,Australia,1800-1899
Political,Security,Political + Security,7919,2197,174,193.1798194848351,-0.1504466033818944,-0.2898824063206549,-0.02081056471295067,0.06988636668862204,0.033483258370814596,0.07919890760127446,-1.7247550676266774,0.09066363730204255,-1.9024557967386808,-1.547054338514674,1.0860942383392506e-80,0.03648175912043978,1.629141357508876e-80,dissociated,Australia,1800-1899
Ideational,Economic,Ideational + Economic,7919,2197,345,364.1798195960226,-0.077944656391787,-0.15214755624326537,-0.011425796403197934,0.03588187442433661,0.03648175912043978,0.1570323167956304,-1.6814988958967416,0.06438581161541522,-1.8076950866629555,-1.5553027051305277,2.4003766554972972e-150,0.03648175912043978,7.201129966491892e-150,dissociated,Australia,1800-1899
Ideational,Security,Ideational + Security,7919,2197,129,80.20078526388953,0.6822974809961689,0.48747070531153797,0.865547675532976,0.09579495221617058,0.0004997501249375312,0.058716431497496585,-1.248137685213025,0.10009688098296557,-1.4443275719396376,-1.0519477984864125,1.0979106737006946e-35,0.0014992503748125937,1.3174928084408336e-35,associated,Australia,1800-1899
Economic,Security,Economic + Security,7919,2197,97,126.6193952578559,-0.38271004254092705,-0.6141287481994497,-0.17257493174304595,0.11375185767225482,0.0024987506246876563,0.044151115157032315,-0.8958083911467876,0.11218089368157451,-1.1156829427626735,-0.6759338395309016,1.4007665547917586e-15,0.0037481259370314842,1.4007665547917586e-15,dissociated,Australia,1800-1899
Political,Ideational,Political + Ideational,19721,3276,1184,1221.3640644482707,-0.04480559193445033,-0.06343986506494938,-0.026341063822711255,0.009625885841644932,0.0004997501249375312,0.3614163614163614,-11.901797138635956,1.4145942650693961,-14.674401898171972,-9.12919237909994,3.976945228952864e-17,0.0009995002498750624,5.965417843429296e-17,dissociated,Australia,1900-2020
Political,Economic,Political + Economic,19721,3276,773,782.862266313441,-0.018278345277144104,-0.05198268220022935,0.01576581902633979,0.017730013687578056,0.2983508245877061,0.23595848595848595,-0.500922301049976,0.04515478869305939,-0.5894256868883725,-0.41241891521157964,1.349825251017254e-28,0.3073463268365817,2.699650502034508e-28,not distinguishable,Australia,1900-2020
Political,Security,Political + Security,19721,3276,218,170.77366936989606,0.35132990290572336,0.21880437591849544,0.4683249199192498,0.06488410595748191,0.0004997501249375312,0.06654456654456654,-0.57026040327166,0.07984731412169442,-0.7267611389501811,-0.413759667593139,9.205903378466083e-13,0.0009995002498750624,1.1047084054159299e-12,associated,Australia,1900-2020
Ideational,Economic,Ideational + Economic,19721,3276,858,810.7736692377051,0.0816294692897837,0.04920726140139748,0.11430553800921223,0.01684261840942393,0.0004997501249375312,0.2619047619047619,-2.583889941582443,0.04649055419017572,-2.6750114277951873,-2.4927684553696983,0.0,0.0009995002498750624,0.0,associated,Australia,1900-2020
Ideational,Security,Ideational + Security,19721,3276,167,176.86226617643803,-0.08253801333237146,-0.24759773088551404,0.07019506605108759,0.08168666184494068,0.3073463268365817,0.050976800976800976,-2.8250777597752177,0.08811203806291257,-2.997777354378526,-2.652378165171909,1.47773571051829e-225,0.3073463268365817,4.43320713155487e-225,not distinguishable,Australia,1900-2020
Economic,Security,Economic + Security,19721,3276,76,113.364064454249,-0.5737808508112822,-0.8733048008231662,-0.3147442096698532,0.14359152241848946,0.0009995002498750624,0.0231990231990232,-0.5317554463778186,0.12161176568917001,-0.7701145071285918,-0.2933963856270454,1.2279479551849405e-05,0.0014992503748125937,1.2279479551849405e-05,dissociated,Australia,1900-2020
Political,Ideational,Political + Ideational,3154,779,406,404.75484126115845,0.004425931710488601,-0.021673006678043092,0.03166387933608178,0.013660357845917707,0.7561219390304847,0.521181001283697,-9.334135420844515,1.415565577167046,-12.108643952091924,-6.559626889597105,4.283437301591095e-11,0.7561219390304847,5.140124761909313e-11,not distinguishable,India,1800-1899
Political,Economic,Political + Economic,3154,779,97,115.96829750915938,-0.2564631849773833,-0.40666516112067136,-0.12472062151302715,0.07213584128935718,0.0014992503748125937,0.1245186136071887,-1.1611622904132763,0.12370578884570659,-1.4036256365508613,-0.9186989442756914,6.20371477726339e-21,0.0029985007496251873,1.2407429554526782e-20,dissociated,India,1800-1899
Political,Security,Political + Security,3154,779,79,61.27686127530308,0.3638882872233934,0.17679805618740918,0.5409746851633036,0.09259321372972286,0.0004997501249375312,0.10141206675224647,-1.0621365667953873,0.1366869574298964,-1.3300430033579842,-0.7942301302327903,7.81292240723737e-15,0.0029985007496251873,1.1719383610856056e-14,associated,India,1800-1899
Ideational,Economic,Ideational + Economic,3154,779,135,117.27686122960891,0.20223672046051633,0.09155477136490488,0.31046101577892443,0.05503047449449423,0.0009995002498750624,0.17329910141206675,-2.0170005512313796,0.11784804460527772,-2.247982718657724,-1.7860183838050352,1.1419419459371988e-65,0.0029985007496251873,3.4258258378115964e-65,associated,India,1800-1899
Ideational,Security,Ideational + Security,3154,779,43,61.96829746338324,-0.5221088096751273,-0.8625413730047298,-0.23733792273733192,0.15520904864081442,0.001999000499750125,0.055198973042362,-3.247292836749782,0.17134932852483017,-3.5831375206584495,-2.911448152841115,4.307933989104462e-80,0.0029985007496251873,2.5847603934626773e-79,dissociated,India,1800-1899
Economic,Security,Economic + Security,3154,779,19,17.754841261386886,0.09519500039001737,-0.5832457384055073,0.5684364274158111,0.2977854071165852,0.7406296851574213,0.024390243902439025,-0.6833091538525855,0.24117081121650158,-1.1560039438369287,-0.2106143638682424,0.004607019001946984,0.7561219390304847,0.004607019001946984,not distinguishable,India,1800-1899
Political,Ideational,Political + Ideational,24803,3812,1669,1699.7790722966547,-0.02635546659446328,-0.0382670236400931,-0.014279857059100814,0.00609092802906788,0.0004997501249375312,0.43782791185729275,-12.054277109460571,1.414490584193866,-14.82667865448055,-9.281875564440593,1.5683254457114928e-17,0.0005997001499250374,2.352488168567239e-17,dissociated,India,1900-2020
Political,Economic,Political + Economic,24803,3812,576,665.6894882013355,-0.2086119820411758,-0.25821509553977634,-0.16206586838575354,0.024319980584379893,0.0004997501249375312,0.15110178384050368,-0.8624203910926715,0.04896714105438284,-0.9583959875592619,-0.7664447946260812,1.984809764365529e-69,0.0005997001499250374,3.969619528731058e-69,dissociated,India,1900-2020
Political,Security,Political + Security,24803,3812,275,154.53143967728317,0.829491501574293,0.7252587590740399,0.9298016086453512,0.053093095630864055,0.0004997501249375312,0.07214060860440713,0.019690500250978345,0.07753951906792307,-0.13228695712215086,0.17166795762410755,0.7995407682740812,0.0005997001499250374,0.7995407682740812,associated,India,1900-2020
Ideational,Economic,Ideational + Economic,24803,3812,1097,976.5314394947588,0.16774404781421548,0.13853297637319772,0.19796751794731135,0.015240537286658005,0.0004997501249375312,0.28777544596012594,-2.3628187603390014,0.044360514543883706,-2.4497653688450134,-2.2758721518329894,0.0,0.0005997001499250374,0.0,associated,India,1900-2020
Ideational,Security,Ideational + Security,24803,3812,137,226.68948798184144,-0.7244644645005558,-0.9174101073432122,-0.5484493982346739,0.0948262822390888,0.0004997501249375312,0.035939139559286466,-3.1796667488068744,0.0963636217230941,-3.368539447384139,-2.99079405022961,9.103673485013372e-239,0.0005997001499250374,2.7311020455040118e-238,dissociated,India,1900-2020
Economic,Security,Economic + Security,24803,3812,58,88.77907234812578,-0.6098854122637167,-0.9657223324489181,-0.3016333411475871,0.16986323400085168,0.0024987506246876563,0.015215110178384051,-0.34022920063402773,0.13788534910004382,-0.6104844848701136,-0.06997391639794182,0.013606820977357475,0.0024987506246876563,0.01632818517282897,dissociated,India,1900-2020
Political,Ideational,Political + Ideational,7007,1636,497,515.9098107729964,-0.05381988362378922,-0.10081564288773688,-0.01247582640937511,0.022552772925317346,0.01999000499750125,0.30378973105134477,-10.238181144415295,1.415273177365551,-13.012116572051774,-7.464245716778815,4.68739955506222e-13,0.0239880059970015,7.03109933259333e-13,dissociated,Russia,1800-1899
Political,Economic,Political + Economic,7007,1636,116,220.9571421810448,-0.9266975712351456,-1.132200941518329,-0.7473925233664964,0.09812566620361114,0.0004997501249375312,0.07090464547677261,-0.9522480669858623,0.10310489610390916,-1.1543336633495243,-0.7501624706222003,2.5655199654770842e-20,0.0007496251874062968,7.696559896431253e-20,dissociated,Russia,1800-1899
Political,Security,Political + Security,7007,1636,263,139.13304708713906,0.9161625358849742,0.8020958901223372,1.0227871231393575,0.056857443088500645,0.0004997501249375312,0.16075794621026895,-0.05341270278583357,0.07675687283032026,-0.20385617353326127,0.09703076796159413,0.4865110812628085,0.0007496251874062968,0.48651108126280845,associated,Russia,1800-1899
Ideational,Economic,Ideational + Economic,7007,1636,524,400.1330470347304,0.38866134309798117,0.32461916529767326,0.45660182806442157,0.03318605484263329,0.0004997501249375312,0.3202933985330073,-2.3057495813837363,0.0816147119927745,-2.465714416889574,-2.1457847458778985,1.358765646449771e-175,0.0007496251874062968,8.152593878698625e-175,associated,Russia,1800-1899
Ideational,Security,Ideational + Security,7007,1636,147,251.95714211667368,-0.7753235379296095,-0.9407469291078463,-0.6297050261728562,0.07960152662289552,0.0004997501249375312,0.08985330073349633,-11.259862006817277,1.4170364080839961,-14.03725336666191,-8.482470646972645,1.9253096290137363e-15,0.0007496251874062968,3.850619258027473e-15,dissociated,Russia,1800-1899
Economic,Security,Economic + Security,7007,1636,89,107.90981080741551,-0.2765357352791515,-0.5416422460669897,-0.06515846684919582,0.12459935117353421,0.027486256871564217,0.054400977995110025,-0.6566490016436757,0.11628358055069712,-0.884564819523042,-0.42873318376430936,1.633075737689568e-08,0.027486256871564214,1.9596908852274814e-08,dissociated,Russia,1800-1899
Political,Ideational,Political + Ideational,12226,2262,671,720.2040509661468,-0.10201955488199428,-0.13773221196085553,-0.06888152927145424,0.01697161789004726,0.0004997501249375312,0.29664014146772766,-10.877221256915693,1.4149813879087338,-13.65058477721681,-8.103857736614575,1.504096046656251e-14,0.0004997501249375312,2.2561440699843764e-14,dissociated,Russia,1900-2020
Political,Economic,Political + Economic,12226,2262,228,299.6910518622987,-0.39368680825657526,-0.510669873212722,-0.2872649507107753,0.05752606384355385,0.0004997501249375312,0.10079575596816977,-0.38405618947202835,0.07556638611106717,-0.53216630624972,-0.2359460726943367,3.727581660662767e-07,0.0004997501249375312,4.4730979927953205e-07,dissociated,Russia,1900-2020
Political,Security,Political + Security,12226,2262,257,136.104897223596,0.9145632277780105,0.7956327692651112,1.0276171891053572,0.0594867441585062,0.0004997501249375312,0.11361626878868258,-0.01218742225293801,0.07345372928620267,-0.15615673165389524,0.13178188714801922,0.8682201276705475,0.0004997501249375312,0.8682201276705475,associated,Russia,1900-2020
Ideational,Economic,Ideational + Economic,12226,2262,794,673.1048971571432,0.23814459263230744,0.1979293346524142,0.28272990649253416,0.02191544587297122,0.0004997501249375312,0.3510167992926614,-3.3581263811794524,0.0744726936464399,-3.5040928607264745,-3.2121599016324303,0.0,0.0004997501249375312,0.0,associated,Russia,1900-2020
Ideational,Security,Ideational + Security,12226,2262,234,305.69105176475597,-0.3848441988846178,-0.5016161762833886,-0.2779175648376936,0.05703189640037508,0.0004997501249375312,0.10344827586206896,-8.59222231444031,0.3324540047606087,-9.243832163771103,-7.940612465109517,2.78041704283921e-147,0.0004997501249375312,8.34125112851763e-147,dissociated,Russia,1900-2020
Economic,Security,Economic + Security,12226,2262,78,127.20405102605898,-0.7020397318008442,-0.9980535853516178,-0.45188538453991284,0.1371497072190875,0.0004997501249375312,0.034482758620689655,-0.9275940794085903,0.11963968315460036,-1.162087858391607,-0.6931003004255736,8.958356487244714e-15,0.0004997501249375312,1.7916712974489427e-14,dissociated,Russia,1900-2020
Political,Ideational,Political + Ideational,5606,1163,447,449.45330391549385,-0.007887604165071066,-0.03647431156976372,0.018064794583566374,0.014313784981891313,0.5912043978010995,0.38435081685296646,-10.370334844052776,1.41529492440623,-13.144312895888987,-7.5963567922165645,2.3478086947416596e-13,0.6096951524237881,3.5217130421124894e-13,not distinguishable,Switzerland,1800-1899
Political,Economic,Political + Economic,5606,1163,220,228.84620601882474,-0.05674838591612763,-0.12472149159917086,0.008543115893107585,0.03460321441835884,0.10494752623688156,0.18916595012897677,-1.1749798539743301,0.08076084200955612,-1.33327110431306,-1.0166886036356002,5.936648447247987e-48,0.18815592203898052,1.1873296894495974e-47,not distinguishable,Switzerland,1800-1899
Political,Security,Political + Security,5606,1163,48,36.70049010455548,0.38266311879565307,0.055345792110798465,0.6509207171974161,0.15481967456405815,0.01699150424787606,0.0412725709372313,-0.5952510544770158,0.1691606736477967,-0.9268059748266972,-0.2636961341273343,0.0004334215152838226,0.07046476761619191,0.0005201058183405871,not distinguishable,Switzerland,1800-1899
Ideational,Economic,Ideational + Economic,5606,1163,372,360.7004900638439,0.044440575357917046,0.0057532719401859524,0.08297890354423224,0.020116054761194026,0.02348825587206397,0.31986242476354254,-3.8040639630878155,0.09612544093445546,-3.992469827319348,-3.615658098856283,0.0,0.07046476761619191,0.0,not distinguishable,Switzerland,1800-1899
Ideational,Security,Ideational + Security,5606,1163,49,57.84620595898136,-0.23721032059257458,-0.5610538661290865,0.038780598863338796,0.15490879004108188,0.12543728135932034,0.04213241616509028,-2.7172177361385743,0.16994949910968485,-3.0503187543935564,-2.3841167178835923,1.53975238220104e-57,0.18815592203898052,4.61925714660312e-57,not distinguishable,Switzerland,1800-1899
Economic,Security,Economic + Security,5606,1163,27,29.45330393830056,-0.12328352669757349,-0.6968497259567913,0.25121573585027285,0.2417079618401987,0.6096951524237881,0.023215821152192607,-0.41739567219846635,0.2091775813791897,-0.8273837317016781,-0.0074076126952545285,0.045997850589398516,0.6096951524237881,0.045997850589398516,not distinguishable,Switzerland,1800-1899
Political,Ideational,Political + Ideational,13181,1892,835,834.3930845125393,0.0010483688068953015,-0.012564975173028316,0.0157479164799571,0.007183949841580116,0.8785607196401799,0.4413319238900634,-11.15991280726557,1.4148117755048666,-13.932943887255108,-8.386881727276032,3.072807880629996e-15,0.87856071964018,6.807781998611634e-15,not distinguishable,Switzerland,1900-2020
