domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,cohort
Political,Economic,Political + Economic,1905,527,107,113.10060893920414,-0.07963390840123466,-0.17215129120091477,0.0008481986853203808,0.04366226575361563,0.06796601699150424,0.2030360531309298,-0.9621916318125319,0.13662389223289995,-1.2299744605890157,-0.694408803036048,1.8864360120639998e-12,0.16116941529235382,3.7728720241279996e-12,not distinguishable,Brazil,1875
Political,Security,Political + Security,1905,527,40,34.391634413745685,0.21504072934206475,-0.04859379769552886,0.44251054667524764,0.1297125930568528,0.08695652173913043,0.07590132827324478,-1.0696771778086573,0.20471394850703575,-1.4709165168824474,-0.6684378387348673,1.739400818006516e-07,0.16116941529235382,2.0872809816078191e-07,not distinguishable,Brazil,1875
Ideational,Economic,Ideational + Economic,1905,527,75,69.3916344459308,0.11135685930376295,-0.022669013098919163,0.24649563531887822,0.07010052245894474,0.10344827586206896,0.14231499051233396,-2.0481651239628507,0.14869250252637817,-2.339602428914552,-1.7567278190111495,3.6287840680213285e-43,0.16116941529235382,2.177270440812797e-42,not distinguishable,Brazil,1875
Ideational,Security,Ideational + Security,1905,527,15,21.100608967716205,-0.4788037701447837,-1.1766037928357485,0.005812991690531221,0.30305350240178786,0.10744627686156921,0.028462998102466792,-2.7986328822130644,0.2795895355785656,-3.3466283719470526,-2.250637392479076,1.3804353197054096e-23,0.16116941529235382,4.141305959116229e-23,not distinguishable,Brazil,1875
Economic,Security,Economic + Security,1905,527,9,8.50775661980774,0.07675966561468303,-0.9106110676330677,0.7476348776262601,0.4282929020301486,0.8490754622688655,0.017077798861480076,-0.503197847691858,0.3465550226780911,-1.1824456921409165,0.17604999675720046,0.14650164153562595,0.8490754622688655,0.14650164153562595,not distinguishable,Brazil,1875
Political,Ideational,Political + Ideational,3870,935,521,524.0956096589061,-0.008538480992381248,-0.021945243281452847,0.006615530462486359,0.007435809739481144,0.25037481259370314,0.5572192513368984,-9.562173883528075,1.415277478173515,-12.336117740748165,-6.7882300263079856,1.4146727337721297e-11,0.3004497751124438,2.8293454675442595e-11,not distinguishable,Brazil,1900
Political,Economic,Political + Economic,3870,935,182,193.11276944356308,-0.08527764257325401,-0.14469421673030824,-0.028434416777293588,0.029875184759678895,0.005497251374312844,0.1946524064171123,-0.3891807560902101,0.10225639314038833,-0.5896032866453712,-0.18875822553504895,0.00014127188139164069,0.010994502748625687,0.00021190782208746104,dissociated,Brazil,1900
Political,Security,Political + Security,3870,935,58,43.79162083897243,0.4014028315016913,0.19796224870455517,0.5886680056344876,0.10195764017746546,0.0014992503748125937,0.06203208556149733,-0.4906374168766916,0.16923672352660174,-0.822341394988831,-0.15893343876455218,0.0037421272285846382,0.005997001499250375,0.004490552674301566,associated,Brazil,1900
Ideational,Economic,Ideational + Economic,3870,935,147,132.79162089626533,0.14612886325506624,0.06667736454685427,0.23104214383974367,0.041972560262872556,0.001999000499750125,0.1572192513368984,-2.729701277396542,0.113932490143261,-2.9530089580773335,-2.5063935967157507,7.456785871731158e-127,0.005997001499250375,4.4740715230386943e-126,associated,Brazil,1900
Ideational,Security,Ideational + Security,3870,935,19,30.112769495449086,-0.6506594454443898,-1.2915066115604565,-0.20190243073470213,0.2724567736085266,0.0239880059970015,0.020320855614973262,-3.6577570571013753,0.24660645978930418,-4.1411057182884115,-3.174408395914339,9.048770814539764e-50,0.035982008995502246,2.7146312443619293e-49,dissociated,Brazil,1900
Economic,Security,Economic + Security,3870,935,8,11.095609666843925,-0.4480439287489559,-1.6728547165483285,0.27267191900865184,0.5086051705181225,0.328335832083958,0.008556149732620321,-0.8228423844811559,0.3565327481288944,-1.5216465708137887,-0.1240381981485229,0.02100462806332963,0.328335832083958,0.02100462806332963,not distinguishable,Brazil,1900
Political,Ideational,Political + Ideational,6524,1424,827,831.2436926717218,-0.0073797088988597475,-0.01387340864603484,-7.718533993063055e-05,0.003514677860698565,0.03698150924537731,0.5807584269662921,-10.124449366073753,1.4148795893121724,-12.897613361125611,-7.351285371021895,8.324895540828933e-13,0.07396301849075462,1.6649791081657866e-12,not distinguishable,Brazil,1925
Political,Economic,Political + Economic,6524,1424,282,286.8858665304019,-0.0247382451098642,-0.0615167877491594,0.01106856151855563,0.01856417267108419,0.18790604697651175,0.19803370786516855,-0.18303838459519509,0.08197591745430355,-0.34371118280563007,-0.022365586384760133,0.025560079209040774,0.22548725637181413,0.03834011881356116,not distinguishable,Brazil,1925
Political,Security,Political + Security,6524,1424,37,27.870440707479222,0.4025020339438528,0.09083409548825436,0.6567083432336064,0.14645896380659817,0.009495252373813094,0.02598314606741573,-0.3603166564951372,0.20687768998754913,-0.7657969288707336,0.045163615880459085,0.08156282798922579,0.056971514242878565,0.08156282798922579,not distinguishable,Brazil,1925
Ideational,Economic,Ideational + Economic,6524,1424,255,245.87044079750407,0.05249411740683419,0.010332060351149112,0.09731828419219216,0.02212485609360014,0.020989505247376312,0.17907303370786518,-3.061008509766269,0.09371453430703457,-3.2446889970080566,-2.8773280225244813,5.219666291524522e-234,0.06296851574212894,3.1317997749147136e-233,not distinguishable,Brazil,1925
Ideational,Security,Ideational + Security,6524,1424,19,23.88586661602739,-0.3225711192797278,-0.9373620540444936,0.1338268139380349,0.27615595895237705,0.2303848075962019,0.013342696629213483,-3.4339003601198437,0.2547083676553419,-3.9331287607243137,-2.9346719595153736,2.0045012345988985e-41,0.23038480759620192,6.013503703796695e-41,not distinguishable,Brazil,1925
Economic,Security,Economic + Security,6524,1424,4,8.24369267686563,-0.9583176926423385,-2.7318511071436973,-0.008766361601752627,0.7615671174678376,0.14742628685657172,0.0028089887640449437,-0.9411340605253063,0.48386401227910236,-1.889507524592347,0.007239403541734246,0.05177036272733972,0.22113943028485758,0.062124435272807664,not distinguishable,Brazil,1925
Political,Ideational,Political + Ideational,462,243,18,19.876108934968148,-0.13935330695519457,-0.42603828173010794,0.10128087684185968,0.13660100863753089,0.2913543228385807,0.07407407407407407,-7.494054351480642,1.4426300515627437,-10.32160925254362,-4.666499450417664,2.05031876369893e-07,0.4992503748125937,3.075478145548395e-07,not distinguishable,Canada,1750
Political,Economic,Political + Economic,462,243,187,184.73979884050982,0.01749650013510222,-0.00419781432889903,0.046761252565679715,0.012519542524033936,0.14292853573213393,0.7695473251028807,-5.359036101582743,1.4218281654982179,-8.14581930595925,-2.5722528972062357,0.00016382636589675896,0.4287856071964018,0.00019659163907611075,not distinguishable,Canada,1750
Political,Security,Political + Security,462,243,25,25.384092096939664,-0.021568468440801368,-0.22391029823307385,0.15199972361333688,0.09556034105865618,0.8180909545227386,0.102880658436214,-2.8759083867233675,0.39541638266591483,-3.6509244967485603,-2.1008922766981746,3.5129388940758197e-13,0.8295852073963018,2.107763336445492e-12,not distinguishable,Canada,1750
Ideational,Economic,Ideational + Economic,462,243,5,5.384092213476048,-0.09738823755472278,-1.4631233958386496,0.5838874994471699,0.5320355757722983,0.8295852073963018,0.0205761316872428,-2.9075673241880895,0.4597911772338965,-3.8087580315665264,-2.0063766168096526,2.5542416457813357e-10,0.8295852073963018,7.662724937344008e-10,not distinguishable,Canada,1750
Ideational,Security,Ideational + Security,462,243,3,0.7397988601431921,1.4972488393581587,-1.074781423922599,2.4164857767421433,0.7909071709271701,0.05847076461769116,0.012345679012345678,-0.5663954749208014,0.5754712381882876,-1.6943191017698451,0.5615281519282423,0.3250029354275421,0.35082458770614694,0.3250029354275421,not distinguishable,Canada,1750
Economic,Security,Economic + Security,462,243,5,6.87610905396312,-0.42342836717994314,-1.6298149368048642,0.2670374685727482,0.4905715202990934,0.3328335832083958,0.0205761316872428,-2.4771056687343784,0.4669087644239443,-3.392246847005309,-1.5619644904634478,1.1246855797684831e-07,0.4992503748125937,2.2493711595369662e-07,not distinguishable,Canada,1750
Political,Ideational,Political + Ideational,775,418,54,55.273886575175226,-0.03333357806874902,-0.1586792347122958,0.07972418606989405,0.06059325582659908,0.5807096451774113,0.1291866028708134,-7.979291765837062,1.4239245319183012,-10.770183848396933,-5.188399683277192,2.097847396797668e-08,0.6226886556721639,4.195694793595336e-08,not distinguishable,Canada,1775
Political,Economic,Political + Economic,775,418,306,302.8749573967077,0.01478507313894837,-0.001821623199330299,0.035715709556064866,0.009684701378043373,0.11244377811094453,0.7320574162679426,-5.745191572490884,1.418944963863101,-8.526323701662562,-2.964059443319206,5.1455003856074146e-05,0.3373313343328336,6.174600462728898e-05,not distinguishable,Canada,1775
Political,Security,Political + Security,775,418,21,22.85115599340655,-0.11915731216189605,-0.4973708789605148,0.16596657082471428,0.17312844733698776,0.46976511744127936,0.050239234449760764,-2.240388683454971,0.304629735527912,-2.8374629650896788,-1.6433144018202634,1.9169353350281328e-13,0.6226886556721639,5.750806005084399e-13,not distinguishable,Canada,1775
Ideational,Economic,Ideational + Economic,775,418,23,24.85115602686138,-0.10939077963728734,-0.46056288503206533,0.15085260629178354,0.15520327168097658,0.46476761619190404,0.05502392344497608,-2.8484041217796925,0.2386361786053548,-3.316131031846188,-2.380677211713197,7.666494074198812e-33,0.6226886556721639,4.599896444519287e-32,not distinguishable,Canada,1775
Ideational,Security,Ideational + Security,775,418,5,1.874957401124731,1.2115299821357177,-0.32451269021293966,2.0142051928233933,0.6026018554136774,0.04297851074462768,0.011961722488038277,-1.0143519450503697,0.4595023318336641,-1.9149765154443514,-0.11372737465638805,0.02727906384204392,0.2578710644677661,0.027279063842043916,not distinguishable,Canada,1775
Economic,Security,Economic + Security,775,418,9,10.273886606724371,-0.18153936769988813,-1.0625104519442488,0.3937791431892102,0.3757786131388271,0.6226886556721639,0.0215311004784689,-1.873557567545057,0.36754805283351194,-2.59395175109874,-1.1531633839913737,3.4426056100153637e-07,0.6226886556721639,5.163908415023046e-07,not distinguishable,Canada,1775
Political,Ideational,Political + Ideational,1380,674,114,114.4109129176988,-0.005168216760408914,-0.047837183009055435,0.039026082151319454,0.022387844939912346,0.8085957021489255,0.16913946587537093,-8.553520067444811,1.4189608782247225,-11.334683388765267,-5.7723567461243555,1.659837607832161e-09,0.824087956021989,4.979512823496483e-09,not distinguishable,Canada,1800
Political,Economic,Political + Economic,1380,674,507,504.99932129326544,0.005698667197214373,-0.0020779953865955767,0.01584917073080106,0.004563493641184019,0.19790104947526238,0.7522255192878339,-6.291260754117873,1.4173071718435428,-9.069182810931217,-3.5133386973045293,9.042694128131339e-06,0.5937031484257871,1.3564041192197008e-05,not distinguishable,Canada,1800
Political,Security,Political + Security,1380,674,13,14.5897657301656,-0.1606110008050647,-0.6986805717278287,0.20134443630994464,0.2306855679621033,0.46476761619190404,0.019287833827893175,-2.105517041266736,0.42264516343134917,-2.9339015615921804,-1.2771325209412918,6.300834254029888e-07,0.697151424287856,1.2601668508059775e-06,not distinguishable,Canada,1800
Ideational,Economic,Ideational + Economic,1380,674,33,34.58976578804062,-0.06688922271512464,-0.25399808390406714,0.08535770394994116,0.08862696368061412,0.447776111944028,0.04896142433234421,-2.9537434425578786,0.1927722667602971,-3.331577085408061,-2.5759097997076963,5.413769874412666e-53,0.697151424287856,3.2482619246475998e-52,not distinguishable,Canada,1800
Ideational,Security,Ideational + Security,1380,674,3,0.9993213024849655,1.2230453380847168,-1.3071554474472893,2.1514050648339103,0.7900666152272207,0.09495252373813093,0.004451038575667656,-0.7910474563441383,0.5815498674263327,-1.9308851964997504,0.3487902838114738,0.17375395320692222,0.5697151424287856,0.17375395320692222,not distinguishable,Canada,1800
Economic,Security,Economic + Security,1380,674,4,4.410912968344489,-0.12606625374202124,-1.7899922575777583,0.7456015658995636,0.6871815930021787,0.824087956021989,0.005934718100890208,-1.4884292780381605,0.5257852613181674,-2.5189683902217688,-0.45789016585455244,0.004642170733940029,0.824087956021989,0.005570604880728035,not distinguishable,Canada,1800
Political,Ideational,Political + Ideational,2466,1267,247,241.0208622535963,0.03528071265351515,-0.004199630138475868,0.07592977637362673,0.020547583398568964,0.08745627186406797,0.19494869771112866,-8.97617034278844,1.4165414113553885,-11.752591509045,-6.199749176531878,2.347681096948412e-10,0.08745627186406797,4.695362193896824e-10,not distinguishable,Canada,1825
Political,Economic,Political + Economic,2466,1267,889,883.8235238409378,0.008420338983734055,0.00013521316755286714,0.018335943250821232,0.004608728848634348,0.06646676661669165,0.7016574585635359,-6.645954599347098,1.4162796473940071,-9.421862708239352,-3.8700464904548437,2.698284420528714e-06,0.07976011994002999,4.047426630793071e-06,not distinguishable,Canada,1825
Political,Security,Political + Security,2466,1267,29,40.155613801331185,-0.4627396215442183,-0.8569973783088529,-0.16478587858659055,0.1764965150772511,0.013493253373313344,0.022888713496448304,-3.287122872188164,0.24239479135269942,-3.762216663239455,-2.812029081136873,6.817266567530889e-42,0.040479760119940034,2.0451799702592667e-41,dissociated,Canada,1825
Ideational,Economic,Ideational + Economic,2466,1267,73,84.1556139029558,-0.2038614930851164,-0.3686094389056972,-0.07382076563749673,0.07456812926433462,0.009495252373813094,0.05761641673243883,-2.667321975628861,0.13249596060009164,-2.9270140584050406,-2.4076298928526816,3.9219866453645863e-90,0.040479760119940034,2.3531919872187516e-89,dissociated,Canada,1825
Ideational,Security,Ideational + Security,2466,1267,9,3.823523859622013,1.1357198625230822,0.030526324364636877,1.8187564455435283,0.46201804954446024,0.0239880059970015,0.007103393843725336,-1.246636207912709,0.3471165063917185,-1.9269845604404772,-0.5662878553849406,0.0003288991529011666,0.047976011994003,0.0003288991529011666,associated,Canada,1825
Economic,Security,Economic + Security,2466,1267,20,14.020862341556938,0.4974967774062976,-0.0825646744564146,0.9058741295001175,0.25277229055669453,0.05647176411794103,0.01578531965272297,-1.025236846867925,0.2568444509945441,-1.5286519708172315,-0.5218217229186185,6.561118463870425e-05,0.07976011994002999,7.873342156644509e-05,not distinguishable,Canada,1825
Political,Ideational,Political + Ideational,3267,1314,311,313.68584282038404,-0.012386011167107405,-0.043525942755024416,0.018328604352147747,0.015817035075142483,0.4387806096951524,0.23668188736681886,-9.610604498461115,1.4158651227930927,-12.385700139135576,-6.835508857786653,1.1385899843101842e-11,0.46976511744127936,1.7078849764652765e-11,not distinguishable,Canada,1850
Political,Economic,Political + Economic,3267,1314,846,823.7349317129385,0.03845446067685007,0.022413243299706728,0.05621482773052805,0.008668084734114378,0.0004997501249375312,0.6438356164383562,-0.8232147152276439,0.09833713313203894,-1.0159554961664403,-0.6304739342888476,5.696108116387868e-17,0.0014992503748125937,1.1392216232775736e-16,associated,Canada,1850
Political,Security,Political + Security,3267,1314,41,60.579225358978306,-0.5575704287228893,-0.8797504235008115,-0.29600187990636656,0.1499390508663147,0.0009995002498750624,0.03120243531202435,-2.373058948562423,0.2023985794501416,-2.7697601642847007,-1.9763577328401456,9.525826662318632e-32,0.0014992503748125937,2.85774799869559e-31,dissociated,Canada,1850
Ideational,Economic,Ideational + Economic,3267,1314,72,91.57922546250529,-0.34489470295918434,-0.545042704906418,-0.18741037846534087,0.09180371241613318,0.0009995002498750624,0.0547945205479452,-2.8341197945644914,0.12894369628297098,-3.0868494392791144,-2.5813901498498684,4.522761100119948e-107,0.0014992503748125937,2.7136566600719687e-106,dissociated,Canada,1850
Ideational,Security,Ideational + Security,3267,1314,29,6.7349317406720495,2.027663643919075,1.5777918599582215,2.377644743457882,0.20806343332959448,0.0004997501249375312,0.02207001522070015,-0.5774594443078125,0.21760527508214983,-1.0039657834688263,-0.15095310514679883,0.007961422107581103,0.0014992503748125937,0.007961422107581103,associated,Canada,1850
Economic,Security,Economic + Security,3267,1314,15,17.68584290452168,-0.23054758002133036,-0.9882606040144428,0.29914465720438627,0.3301674631412495,0.46976511744127936,0.01141552511415525,-1.1782560045234616,0.27619676813394534,-1.7196016700659944,-0.6369103389809287,1.99006869252678e-05,0.46976511744127936,2.3880824310321358e-05,not distinguishable,Canada,1850
Political,Ideational,Political + Ideational,3904,1171,270,281.92065569949096,-0.062217014335482115,-0.113382114294902,-0.012829729559189344,0.025613949013934136,0.015992003998001,0.23057216054654142,-10.151217962686136,1.415915221912076,-12.926411797633804,-7.376024127738467,7.534451128654058e-13,0.019190404797601198,9.041341354384871e-13,dissociated,Canada,1875
Political,Economic,Political + Economic,3904,1171,651,610.3627458830196,0.09291691999036983,0.06502290384992047,0.12258489234744388,0.015134534161524557,0.0004997501249375312,0.555935098206661,-0.044115979670957005,0.08184293787892641,-0.20452813791365276,0.11629617857173874,0.5898646296420087,0.0009995002498750624,0.5898646296420087,associated,Canada,1875
Political,Security,Political + Security,3904,1171,79,107.71659833024081,-0.4448950321040812,-0.6581843663221298,-0.2668061062265501,0.10003520956453033,0.0009995002498750624,0.06746370623398805,-2.550604748215684,0.13148917577737454,-2.808323532739338,-2.29288596369203,8.049744918874431e-84,0.0014992503748125937,2.4149234756623293e-83,dissociated,Canada,1875
Ideational,Economic,Ideational + Economic,3904,1171,81,109.71659841076735,-0.43546954295240514,-0.6493591253152247,-0.264252971513664,0.09916132719574583,0.0004997501249375312,0.06917164816396243,-2.4816874178334243,0.12163435195037595,-2.7200907476561613,-2.2432840880106872,1.5774882889873192e-92,0.0009995002498750624,9.464929733923915e-92,dissociated,Canada,1875
Ideational,Security,Ideational + Security,3904,1171,60,19.362745909525128,1.6068700615041223,1.3208798838066182,1.8623388125913334,0.13731915497613406,0.0004997501249375312,0.05123825789923143,-1.5503369964633875,0.14366718622667415,-1.8319246814676688,-1.2687493114591062,3.789352182464192e-27,0.0009995002498750624,7.578704364928384e-27,associated,Canada,1875
Economic,Security,Economic + Security,3904,1171,30,41.92065576695629,-0.4759576805131532,-0.9674188458012212,-0.0915013932642919,0.21817663247023308,0.03698150924537731,0.025619128949615714,-1.4302767478865623,0.19235054301396964,-1.8072838121939427,-1.053269683579182,1.039509759386792e-13,0.03698150924537731,1.5592646390801882e-13,dissociated,Canada,1875
Political,Ideational,Political + Ideational,5177,1266,387,399.7454588859249,-0.046688723885145826,-0.08735664623267918,-0.011621723248955808,0.01943689532242161,0.02048975512243878,0.3056872037914692,-10.52049350420913,1.4153913536057205,-13.294660557276341,-7.746326451141917,1.0622456131993826e-13,0.04097951024487756,1.593368419799074e-13,dissociated,Canada,1900
Political,Economic,Political + Economic,5177,1266,496,473.9564329346182,0.06551810021195291,0.03218516875626298,0.10365336305826031,0.018555760393429443,0.001999000499750125,0.39178515007898895,0.009376674610343841,0.07256763639571691,-0.1328558927252613,0.15160924194594896,0.8971891905234284,0.005997001499250375,0.8971891905234285,associated,Canada,1900
Political,Security,Political + Security,5177,1266,89,98.29810810793984,-0.14259573342672405,-0.34817916493026857,0.040105314361239965,0.09800113252933479,0.14342828585707146,0.0703001579778831,-1.2898667235914352,0.12572299203377577,-1.5362837879776357,-1.0434496592052347,1.0715747199474992e-24,0.14342828585707146,2.1431494398949985e-24,not distinguishable,Canada,1900
Ideational,Economic,Ideational + Economic,5177,1266,193,202.29810817515605,-0.06771062769222384,-0.1595593140702144,0.01862801566066009,0.04541696894755208,0.1359320339830085,0.1524486571879937,-2.4870674318959693,0.08839978373502587,-2.66033100801662,-2.3138038557753187,3.728115007350171e-174,0.14342828585707146,2.2368690044101025e-173,not distinguishable,Canada,1900
Ideational,Security,Ideational + Security,5177,1266,64,41.95643296643762,0.6033159941396344,0.33113948937489374,0.8562689406547418,0.1364665881042729,0.0009995002498750624,0.05055292259083728,-2.3240064196662615,0.14123920644932927,-2.600835264306947,-2.047177575025576,7.799068284223169e-61,0.005997001499250375,2.3397204852669505e-60,associated,Canada,1900
Economic,Security,Economic + Security,5177,1266,37,49.74545892992349,-0.4221026190846366,-0.8695045327896579,-0.0942579408335364,0.200464956780912,0.03948025987006497,0.029225908372827805,-0.6465593688893997,0.17666610730281412,-0.9928249392029154,-0.300293798575884,0.00025243030264084424,0.05922038980509745,0.00030291636316901306,not distinguishable,Canada,1900
Political,Ideational,Political + Ideational,9783,1903,808,819.8942036475321,-0.021069525044105787,-0.0347738820928563,-0.007166563248538181,0.006930722401312368,0.0009995002498750624,0.42459274829217025,-11.001252491993998,1.4148013074662549,-13.774263054627859,-8.228241929360138,7.495513006617375e-15,0.005997001499250375,1.499102601323475e-14,dissociated,Canada,1925
Political,Economic,Political + Economic,9783,1903,546,538.0312527242191,0.02119142440176626,-0.006215680129529469,0.04938497439898719,0.014349031165978812,0.1374312843578211,0.28691539674198635,-0.3255232651521665,0.058750885297592405,-0.4406750003354476,-0.2103715299688854,3.0119950027738706e-08,0.20614692653673164,4.517992504160806e-08,not distinguishable,Canada,1925
Political,Security,Political + Security,9783,1903,61,57.074543525880394,0.09515534265449965,-0.1787350999593544,0.31660484765076913,0.12635827228141625,0.4432783608195902,0.03205465055176038,-0.5213998390451635,0.15720220458267314,-0.8295161600272029,-0.21328351806312418,0.0009107225625342161,0.46526736631684157,0.0010928670750410593,not distinguishable,Canada,1925
Ideational,Economic,Ideational + Economic,9783,1903,419,415.0745436270496,0.013563527231025276,-0.022757783003228314,0.04823813564066546,0.018216775249490006,0.46526736631684157,0.22017866526537047,-2.5972514645662383,0.06566599979108373,-2.7259568241567624,-2.4685461049757143,0.0,0.46526736631684157,0.0,not distinguishable,Canada,1925
Ideational,Security,Ideational + Security,9783,1903,52,44.03125280692563,0.23749922278967256,-0.0826733233714713,0.5068176460143416,0.1499075791598346,0.11094452773613193,0.027325275880189175,-2.1852143305383542,0.16474439896429496,-2.5081133525083725,-1.8623153085683362,3.730314257383043e-40,0.20614692653673164,1.1190942772149128e-39,not distinguishable,Canada,1925
Economic,Security,Economic + Security,9783,1903,17,28.89420366839337,-0.7481767716670477,-1.4505735865927905,-0.21892638563335637,0.3195154120673454,0.01899050474762619,0.008933263268523384,-0.5017868232232559,0.25280647495930053,-0.9972875141434849,-0.006286132303026826,0.047159449620696056,0.056971514242878565,0.04715944962069605,not distinguishable,Canada,1925
Political,Ideational,Political + Ideational,761,129,45,47.39599638539817,-0.07403852116511195,-0.20648441638405404,0.038874186561455304,0.0620744665187572,0.2223888055972014,0.3488372093023256,-8.055816855209464,1.4259192357541892,-10.850618557287675,-5.261015153131254,1.608586548778278e-08,0.26686656671664166,4.825759646334834e-08,not distinguishable,France,1575
Political,Economic,Political + Economic,761,129,13,19.52554198199204,-0.5688818817574293,-1.2089790785508543,-0.17967854163160932,0.2629294224703067,0.034482758620689655,0.10077519379844961,-0.3821022519854536,0.30985038329621417,-0.9894090032460334,0.22520449927512615,0.21750746420591704,0.06521739130434782,0.21750746420591704,not distinguishable,France,1575
Political,Security,Political + Security,761,129,19,10.078461636823807,0.8823442838853166,0.47101228642500376,1.3021280402300546,0.20962915013923888,0.0004997501249375312,0.14728682170542637,0.5819750523833406,0.2854923112369738,0.022410122358871964,1.1415399824078092,0.041500313120878755,0.0029985007496251873,0.06225046968131813,associated,France,1575
Ideational,Economic,Ideational + Economic,761,129,39,30.078461632075744,0.3693368251260819,0.16122695650069577,0.6048752900509959,0.11287780899211979,0.0009995002498750624,0.3023255813953488,-7.5653080746976356,1.4301788535890114,-10.368458627732098,-4.762157521663173,1.2247453789926127e-07,0.0029985007496251873,2.4494907579852254e-07,associated,France,1575
Ideational,Security,Ideational + Security,761,129,9,15.525541976408928,-0.7543737303910961,-1.6719860576785488,-0.23524289730147982,0.36644853955132245,0.043478260869565216,0.06976744186046512,-9.120905006868115,1.4572933734617595,-11.977200018853164,-6.264609994883067,3.879557242947068e-10,0.06521739130434782,2.3277343457682407e-09,not distinguishable,France,1575
Economic,Security,Economic + Security,761,129,4,6.395996387301301,-0.6158340171807741,-2.2648874507104013,0.2539410107401071,0.6784694934002037,0.30484757621189407,0.031007751937984496,-0.7222603327521508,0.5009176512793163,-1.7040589292596109,0.2595382637553091,0.1493378121930536,0.30484757621189407,0.1792053746316643,not distinguishable,France,1575
Political,Ideational,Political + Ideational,986,146,47,47.90481476415411,-0.027223044198643166,-0.17934544539614664,0.10605511764520813,0.07148918011566364,0.6906546726636682,0.3219178082191781,-8.489640228764321,1.4248182779478809,-11.282284053542167,-5.696996403986475,2.5471615361522573e-09,0.7026486756621689,7.641484608456771e-09,not distinguishable,France,1600
Political,Economic,Political + Economic,986,146,13,22.208295489042154,-0.7502600124721395,-1.3822737851095277,-0.32707933174918113,0.2773453964873426,0.012993503248375811,0.08904109589041095,-0.44992395793977746,0.30365230907135865,-1.0450824837196404,0.14523456784008548,0.13841809310514144,0.025987006496751622,0.16610171172616975,dissociated,France,1600
Political,Security,Political + Security,986,146,22,11.886889751095508,0.8611110176737137,0.4746622224772125,1.2461914770277616,0.19793625256498762,0.0004997501249375312,0.1506849315068493,0.060977494892235765,0.24987755321166968,-0.42878250940263685,0.5507374991871083,0.8072079711329063,0.0029985007496251873,0.8072079711329062,associated,France,1600
Ideational,Economic,Ideational + Economic,986,146,46,35.88688974603126,0.3538119774825803,0.16552644839129932,0.5764190208707562,0.10505437507996497,0.0014992503748125937,0.3150684931506849,-7.814864201818868,1.4277921990047702,-10.613336911868217,-5.016391491769519,4.415058327523533e-08,0.004497751124437781,8.830116655047064e-08,associated,France,1600
Ideational,Security,Ideational + Security,986,146,10,19.208295482707126,-0.9084136790844769,-1.81029673949744,-0.40860547205767767,0.3522547122216799,0.02498750624687656,0.0684931506849315,-9.929050866095743,1.450920869844376,-12.77285577099072,-7.085245961200766,7.740272687285873e-12,0.03748125937031484,4.644163612371524e-11,dissociated,France,1600
Economic,Security,Economic + Security,986,146,8,8.904814766969821,-0.14593668810092744,-1.1714758289857186,0.4753578640965998,0.4266218858020365,0.7026486756621689,0.0547945205479452,-0.5714443616280369,0.3709972729110133,-1.298599016533623,0.15571029327754915,0.12348904180297772,0.7026486756621689,0.16610171172616975,not distinguishable,France,1600
Political,Ideational,Political + Ideational,1064,182,44,47.59355538771044,-0.1120382474566145,-0.29926039949550776,0.04553367360858786,0.08789937235717066,0.18940529735132433,0.24175824175824176,-8.586666846184787,1.4253639523941548,-11.38038019287733,-5.792953499492244,1.6995598052929919e-09,0.2272863568215892,5.098679415878975e-09,not distinguishable,France,1625
Political,Economic,Political + Economic,1064,182,14,25.435519097202267,-0.8388763451682869,-1.4897317052122165,-0.41945150628411015,0.28303402154189317,0.009495252373813094,0.07692307692307693,-0.5619051961960417,0.29086569751569996,-1.1320019633268137,0.008191570934730219,0.05337959385558262,0.014242878560719641,0.06405551262669915,dissociated,France,1625
Political,Security,Political + Security,1064,182,26,10.970925518077884,1.208010561480458,0.8220534216702953,1.5900711961718714,0.19486137408167245,0.0004997501249375312,0.14285714285714285,0.13215755142311078,0.23236307863750585,-0.3232740827064007,0.5875891855526223,0.5695227424090109,0.0029985007496251873,0.5695227424090109,associated,France,1625
Ideational,Economic,Ideational + Economic,1064,182,74,58.97092551392998,0.32505589780137123,0.1667548450773059,0.49109165357698087,0.08292272722852498,0.0009995002498750624,0.4065934065934066,-7.458778165251216,1.4244582276608733,-10.250716291466528,-4.666840039035904,1.6389763912003036e-07,0.0029985007496251873,3.277952782400607e-07,associated,France,1625
Ideational,Security,Ideational + Security,1064,182,14,25.43551908939049,-0.8388763447337472,-1.4927894222511617,-0.4065100788247071,0.27546450856178883,0.00849575212393803,0.07692307692307693,-9.86831230063123,1.4412253426268968,-12.693113972179948,-7.043510629082512,7.532614821693157e-12,0.014242878560719641,4.519568893015894e-11,dissociated,France,1625
Economic,Security,Economic + Security,1064,182,10,13.59355539368894,-0.424646279625303,-1.3352088245301261,0.16283060884021666,0.38068604291103747,0.24037981009495252,0.054945054945054944,-0.8428897349646438,0.33322181771508497,-1.4960044976862104,-0.18977497224307727,0.011422014632003458,0.2403798100949525,0.017133021948005187,not distinguishable,France,1625
