domain_a,domain_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,cohort
Economic,Security,Economic + Security,4167,630,6,6.329383368709098,-0.07131560399563158,-1.438716510197094,0.7192531891632433,0.5511211015958478,0.872063968015992,0.009523809523809525,-0.13852277127275045,0.41888348249030155,-0.9595343969537415,0.6824888544082406,0.7408747026451925,0.872063968015992,0.7620997148823201,not distinguishable,Switzerland,1925
Political,Ideational,Political + Ideational,395,173,25,28.99536286054903,-0.2099909106463569,-0.5716503054098541,0.04871192710798714,0.1587872259180237,0.16691654172913542,0.14450867052023122,-7.8246340732078465,1.4322205356574562,-10.63178632309646,-5.017481823319232,4.673938937782144e-08,0.17891054472763615,1.4021816813346433e-07,not distinguishable,US,1700
Political,Economic,Political + Economic,395,173,61,64.92929462789677,-0.08935030710227947,-0.200025301822681,0.003429536431559315,0.0516758141188342,0.08045977011494253,0.35260115606936415,-2.0735475714588163,0.25116428822083114,-2.5658295763716454,-1.5812655665459872,1.5096137008972875e-16,0.16091954022988506,9.057682205383726e-16,not distinguishable,US,1700
Political,Security,Political + Security,395,173,40,32.07534250321589,0.31414156035985025,0.10576654268195027,0.5432175642118391,0.11081766742627622,0.005497251374312844,0.23121387283236994,-0.9098182173685375,0.2708893124831224,-1.4407612698354575,-0.37887516490161754,0.0007832856495131534,0.01649175412293853,0.0009399427794157842,associated,US,1700
Ideational,Economic,Ideational + Economic,395,173,26,18.07534251020453,0.5126035468544792,0.1912468622321901,0.8166547518432907,0.16298744649379532,0.0014992503748125937,0.15028901734104047,-1.2652220804212881,0.24956855181907414,-1.7543764419866734,-0.7760677188559029,3.9857417657222e-07,0.008995502248875561,7.971483531444399e-07,associated,US,1700
Ideational,Security,Ideational + Security,395,173,5,8.92929463041864,-0.7777182337838908,-2.2955463239248677,0.02790672679318582,0.6068726309898331,0.15592203898050974,0.028901734104046242,-2.2325389050120505,0.45757240398977894,-3.1293808168320174,-1.3356969931920837,1.0657410662290105e-06,0.17891054472763615,1.5986115993435158e-06,not distinguishable,US,1700
Economic,Security,Economic + Security,395,173,16,19.99536286771513,-0.31283150845445606,-0.8810760961436861,0.06557032628539639,0.24434389757581926,0.17891054472763618,0.09248554913294797,-0.67089297728113,0.30308160536324286,-1.264932923793086,-0.07685303076917394,0.026858230246249483,0.17891054472763615,0.026858230246249486,not distinguishable,US,1700
Political,Ideational,Political + Ideational,1403,588,84,91.65408718530588,-0.12509681177759568,-0.28155737007901505,0.011239339031548322,0.0740789870828659,0.09695152423788106,0.14285714285714285,-8.875996637716527,1.420085231068678,-11.659363690611137,-6.0926295848219185,4.0959498909445605e-10,0.10144927536231885,8.19189978188912e-10,not distinguishable,US,1725
Political,Economic,Political + Economic,1403,588,120,137.71535787905432,-0.19788478406779,-0.2978633402733802,-0.11461656983976083,0.04788612373693972,0.0009995002498750624,0.20408163265306123,-8.101995815814291,1.4195143969504627,-10.884244033837199,-5.319747597791384,1.1459194648074765e-08,0.001999000499750125,1.3751033577689717e-08,dissociated,US,1725
Political,Security,Political + Security,1403,588,288,262.63055489614146,0.1327925339258366,0.08297739689594881,0.18674181066004655,0.027277555320933507,0.0004997501249375312,0.4897959183673469,-4.469284507052899,0.4852839392241338,-5.420441027932202,-3.518127986173597,3.2725738954655784e-20,0.0014992503748125937,1.2314677998887917e-19,associated,US,1725
Ideational,Economic,Ideational + Economic,1403,588,42,16.630554911707275,1.3108909557127453,0.986662278291904,1.589341826653835,0.1533456257341762,0.0004997501249375312,0.07142857142857142,-0.7379024983443179,0.17938640055127128,-1.0894998434248095,-0.38630515326382614,3.897376218623885e-05,0.0014992503748125937,3.897376218623885e-05,associated,US,1725
Ideational,Security,Ideational + Security,1403,588,14,31.715357908943375,-1.15169572278514,-1.907286623581114,-0.6302944717675302,0.3424722328611453,0.004997501249375313,0.023809523809523808,-2.5342684919079597,0.2759056609423313,-3.075043587354929,-1.9934933964609902,4.104892666295972e-20,0.0074962518740629685,1.2314677998887917e-19,dissociated,US,1725
Economic,Security,Economic + Security,1403,588,40,47.65408721884764,-0.24973634822535443,-0.5756954112096796,0.02252990017206862,0.15240088267134952,0.10144927536231885,0.06802721088435375,-1.0890179913882148,0.18104841721525103,-1.4438728891301067,-0.7341630936463228,1.7981457286428316e-09,0.10144927536231885,2.6972185929642473e-09,not distinguishable,US,1725
Political,Ideational,Political + Ideational,2267,649,147,157.1867115094606,-0.0963461327485946,-0.19364850179654203,-0.01589266265255419,0.04562933128119763,0.03498250874562719,0.22650231124807396,-9.463691256345536,1.4175617614476976,-12.242112308783023,-6.685270203908049,2.4549416433125256e-11,0.041979010494752625,7.364824929937577e-11,dissociated,US,1750
Political,Economic,Political + Economic,2267,649,159,174.74650984711656,-0.13582928828343413,-0.22081403248886614,-0.06214834175100183,0.04107426130907015,0.0034982508745627187,0.24499229583975346,-8.847939707735534,1.4179348997720256,-11.627092111288704,-6.068787304182364,4.3751973461296846e-10,0.0069965017491254375,8.750394692259369e-10,dissociated,US,1750
Political,Security,Political + Security,2267,649,224,198.06677860457458,0.17709117331642718,0.10704590180959836,0.2568716230967209,0.038041569679558275,0.0004997501249375312,0.34514637904468415,-7.92129720908669,1.4182894059236952,-10.701144444697132,-5.141449973476248,2.3355720506042213e-08,0.0014992503748125937,2.8026864607250658e-08,associated,US,1750
Ideational,Economic,Ideational + Economic,2267,649,61,35.06677862834587,0.7900560986152231,0.5415681755515656,1.0121648039461018,0.12374205163792566,0.0004997501249375312,0.09399075500770417,-0.8736297979445187,0.14717271290565587,-1.1620883152396042,-0.5851712806494331,2.919077234124337e-09,0.0014992503748125937,4.378615851186506e-09,associated,US,1750
Ideational,Security,Ideational + Security,2267,649,24,39.74650987326037,-0.7160819307234922,-1.2847790966277874,-0.30064578330758307,0.2505831898609095,0.00849575212393803,0.03697996918335902,-1.82527834289056,0.21486687477254598,-2.24641741744475,-1.4041392683363698,1.9805793410211795e-17,0.012743628185907047,1.1883476046127077e-16,dissociated,US,1750
Economic,Security,Economic + Security,2267,649,34,44.18671153724199,-0.37324951986445304,-0.8203505557199681,-0.05869283525451002,0.1941073492485767,0.050974512743628186,0.05238828967642527,-0.9384656287111328,0.18748984014014286,-1.3059457153858127,-0.5709855420364528,5.573999970141002e-07,0.050974512743628186,5.573999970141002e-07,not distinguishable,US,1750
Political,Ideational,Political + Ideational,4217,968,294,298.98614615024957,-0.024221633256792715,-0.08037104572176186,0.029565078137571667,0.02786910764926702,0.38780609695152424,0.3037190082644628,-10.22159172418649,1.4158428630478437,-12.996643735760264,-7.446539712612717,5.220233163374514e-13,0.4107946026986507,1.0440466326749029e-12,not distinguishable,US,1775
Political,Economic,Political + Economic,4217,968,286,308.3471923350674,-0.1083580765312695,-0.16087594452578743,-0.05699787948732528,0.026310762753144982,0.0004997501249375312,0.29545454545454547,-9.632291866343428,1.416165837341116,-12.407976907532014,-6.856606825154841,1.0341368828463697e-11,0.0009995002498750624,1.5512053242695544e-11,dissociated,US,1775
Political,Security,Political + Security,4217,968,149,121.66666145859409,0.2912948482888105,0.16390850836688153,0.4135481479253995,0.06228906445580057,0.0004997501249375312,0.15392561983471073,-9.588974479091398,1.4179636560031887,-12.368183244857647,-6.809765713325148,1.3563381265498413e-11,0.0009995002498750624,1.6276057518598096e-11,associated,US,1775
Ideational,Economic,Ideational + Economic,4217,968,160,132.66666150816837,0.26934035080139035,0.15106063758490346,0.3858318823714652,0.059508321194778946,0.0004997501249375312,0.1652892561983471,-0.835877578115961,0.09480404611326032,-1.0216935084979513,-0.6500616477339707,1.1767464252853943e-18,0.0009995002498750624,3.530239275856183e-18,associated,US,1775
Ideational,Security,Ideational + Security,4217,968,30,52.34719236559929,-0.7930175843189526,-1.30607739714429,-0.3910700983407801,0.23408430257820778,0.0024987506246876563,0.030991735537190084,-1.9065008415543379,0.1910853883724487,-2.2810282027643374,-1.5319734803443383,1.9176546314406927e-23,0.0037481259370314842,1.1505927788644156e-22,dissociated,US,1775
Economic,Security,Economic + Security,4217,968,49,53.98614618232118,-0.13846092717796427,-0.5031951865235337,0.1594881232200288,0.16928121645653257,0.4107946026986507,0.0506198347107438,-0.6936952842486137,0.15645476044006681,-1.0003466147111446,-0.38704395378608275,9.256958533162093e-06,0.4107946026986507,9.256958533162093e-06,not distinguishable,US,1775
Political,Ideational,Political + Ideational,9440,2717,760,761.7040258829015,-0.0032289803865571073,-0.03947565262774794,0.033066469437840924,0.018225086948745563,0.8680659670164917,0.27972027972027974,-10.948407845386074,1.4148482878257624,-13.721510489524569,-8.175305201247578,1.0081799219569114e-14,0.8680659670164917,1.5122698829353672e-14,not distinguishable,US,1800
Political,Economic,Political + Economic,9440,2717,847,875.2596091251067,-0.047321544594038825,-0.07765909191935186,-0.015555912861875857,0.015942576832485306,0.00399800099950025,0.3117408906882591,-10.091046476542221,1.4149351552615272,-12.864319380854814,-7.317773572229628,9.905867951785913e-13,0.008995502248875561,9.905867951785913e-13,dissociated,US,1800
Political,Security,Political + Security,9440,2717,406,376.0363648372907,0.11046614919072996,0.03420598895082251,0.17935771126738093,0.037191425470329234,0.004497751124437781,0.1494295178505705,-3.738646366823734,0.08107167757139572,-3.89754685486367,-3.5797458787837986,0.0,0.008995502248875561,0.0,associated,US,1800
Ideational,Economic,Ideational + Economic,9440,2717,396,366.03636497168355,0.11336452715623922,0.03610180227692474,0.18633491749992184,0.038339579126298935,0.0029985007496251873,0.145748987854251,-1.3217436188045424,0.06024567011895944,-1.439825132237703,-1.2036621053713819,1.097436192068474e-106,0.008995502248875561,3.292308576205422e-106,associated,US,1800
Ideational,Security,Ideational + Security,9440,2717,129,157.25960920302614,-0.28477578512381796,-0.49581831206206955,-0.08945127763904126,0.10449994919445146,0.0069965017491254375,0.04747883695252116,-1.814020272070599,0.09566009344742266,-2.001514055227547,-1.6265264889136506,3.43672113909406e-80,0.010494752623688156,6.87344227818812e-80,dissociated,US,1800
Economic,Security,Economic + Security,9440,2717,179,180.70402597999114,-0.013631165402287483,-0.1748263483552499,0.13054563811886719,0.07779028522378577,0.8680659670164917,0.06588148693411851,-0.6305100874880263,0.08485142115426496,-0.7968188729503856,-0.464201302025667,1.0797988440327483e-13,0.8680659670164917,1.295758612839298e-13,not distinguishable,US,1800
Political,Ideational,Political + Ideational,13695,3853,860,819.831459389721,0.0689682359540462,0.02200017572752272,0.11409817223625363,0.023312407156706325,0.0029985007496251873,0.22320269919543212,-11.446561688130995,1.4147402901932233,-14.219452656909713,-8.673670719352277,5.921189816589914e-16,0.008995502248875561,5.921189816589914e-16,associated,US,1825
Political,Economic,Political + Economic,13695,3853,1109,1128.4619857537616,-0.02508724117310814,-0.05805582507123078,0.007112609853508333,0.016811891678540768,0.1409295352323838,0.28782766675317933,-2.177717247463408,0.04402490272452779,-2.2640060568034825,-2.0914284381233332,0.0,0.15442278860569716,0.0,not distinguishable,US,1825
Political,Security,Political + Security,13695,3853,580,600.7065546941443,-0.05056467132708622,-0.11646667027711549,0.012820349313437186,0.033101066295364724,0.12843578210894552,0.15053205294575656,-2.664496027707615,0.05239429289980756,-2.767188841791238,-2.561803213623992,0.0,0.15442278860569716,0.0,not distinguishable,US,1825
Ideational,Economic,Ideational + Economic,13695,3853,555,575.7065548347477,-0.05279916084765711,-0.12438762997708558,0.013752133527386853,0.034742534853522064,0.12693653173413294,0.1440436023877498,-1.6679654569997016,0.05031057271496518,-1.7665741795210332,-1.5693567344783699,5.062763806347752e-241,0.15442278860569716,1.0125527612695506e-240,not distinguishable,US,1825
Ideational,Security,Ideational + Security,13695,3853,287,306.46198581391957,-0.09449804718184983,-0.22751693517803703,0.026560225185899847,0.06544472089843346,0.15442278860569716,0.07448741240591747,-2.0951447663232607,0.06520486852330444,-2.2229463086289374,-1.967343224017584,1.5901395254914766e-226,0.15442278860569716,2.3852092882372148e-226,not distinguishable,US,1825
Economic,Security,Economic + Security,13695,3853,462,421.83145951370506,0.1310776479854792,0.041578755918080176,0.21202991959352102,0.043233636501852725,0.0024987506246876563,0.1199065663119647,-0.6396556219049713,0.05528251169621343,-0.7480093448295496,-0.5313018989803929,5.802869772160569e-31,0.008995502248875561,6.963443726592683e-31,associated,US,1825
Political,Ideational,Political + Ideational,17300,3617,1051,1030.985011365131,0.027725992671087482,-0.0027567946421823697,0.057332025065733185,0.015142048845874124,0.06696651674162919,0.29057229748410285,-11.932057917721641,1.4146289818407527,-14.704730722129517,-9.159385113313766,3.3187921339578627e-17,0.1004497751124438,3.982550560749435e-17,not distinguishable,US,1850
Political,Economic,Political + Economic,17300,3617,1024,1016.7440662932722,0.010254119326317276,-0.018755901231161408,0.03961815716627734,0.014949046835704187,0.5067466266866567,0.283107547691457,-1.6122923277014893,0.04043985629997718,-1.6915544460494445,-1.5330302093535342,0.0,0.5067466266866567,0.0,not distinguishable,US,1850
Political,Security,Political + Security,17300,3617,184,211.27092220477923,-0.19888369338975875,-0.3729448868759141,-0.04239446981733319,0.08333504964431446,0.014992503748125937,0.05087088747580868,-2.1053725563461363,0.08112140282320092,-2.26437050587961,-1.9463746068126624,1.6664697340424672e-148,0.04497751124437781,2.499704601063701e-148,dissociated,US,1850
Ideational,Economic,Ideational + Economic,17300,3617,934,961.2709223406247,-0.04149864524471773,-0.07318744129386981,-0.00920440143282917,0.016544561771046074,0.009995002498750625,0.25822504838263755,-2.1607154471547965,0.04211177407104535,-2.2432545243340454,-2.0781763699755476,0.0,0.04497751124437781,0.0,dissociated,US,1850
Ideational,Security,Ideational + Security,17300,3617,207,199.74406636267804,0.051351843168742965,-0.09788627091045621,0.1892842698781998,0.07374179929776072,0.49825087456271866,0.05722974841028477,-2.261533524866744,0.07756813939630305,-2.413567078083498,-2.10949997164999,7.126757217066468e-187,0.5067466266866567,1.4253514434132935e-186,not distinguishable,US,1850
Economic,Security,Economic + Security,17300,3617,217,196.9850114335146,0.1392722400823396,-0.014658853689674203,0.2769870754848486,0.0732440248381349,0.05847076461769116,0.05999447055570915,-0.4234669755251107,0.07665503544040815,-0.5737108449883107,-0.2732231060619107,3.3076339714302835e-08,0.1004497751124438,3.3076339714302835e-08,not distinguishable,US,1850
Political,Ideational,Political + Ideational,23697,4279,1030,1085.2691050297572,-0.07537283358278324,-0.112997225579508,-0.0394046731212466,0.018423325127753104,0.0004997501249375312,0.24071044636597336,-12.36230498128739,1.414626013456367,-15.13497196766187,-9.589637994912911,2.353473595242297e-18,0.0007496251874062968,2.353473595242297e-18,dissociated,US,1875
Political,Economic,Political + Economic,23697,4279,864,862.6358964152772,0.0022782414859420044,-0.04084057154088264,0.047637451184577066,0.02287526734778393,0.9170414792603698,0.20191633559242814,-0.9515736663613545,0.040759033277266626,-1.0314613715847971,-0.871685961137912,1.5018412436090568e-120,0.9170414792603698,3.0036824872181136e-120,not distinguishable,US,1875
Political,Security,Political + Security,23697,4279,355,301.09499861491463,0.2372370554201007,0.12555703971820412,0.34162946557557217,0.05538128150528333,0.0004997501249375312,0.08296330918438888,-1.3041233397407501,0.05902185159600103,-1.419806168868912,-1.1884405106125882,3.483958874434578e-108,0.0007496251874062968,5.225938311651867e-108,associated,US,1875
Ideational,Economic,Ideational + Economic,23697,4279,1302,1248.0949985448742,0.0609777805403258,0.03067238280366347,0.09098390732689994,0.01526312871653785,0.0004997501249375312,0.3042767001635896,-2.3939794182858196,0.038133246350318034,-2.468720581132443,-2.3192382554391964,0.0,0.0007496251874062968,0.0,associated,US,1875
Ideational,Security,Ideational + Security,23697,4279,437,435.63589623360764,0.0045052803961832975,-0.0823852016855774,0.09077095520699875,0.045160074884052916,0.9160419790104948,0.10212666510867024,-2.883766428257918,0.05534153792582559,-2.992235842592536,-2.7752970139233,0.0,0.9170414792603698,0.0,not distinguishable,US,1875
Economic,Security,Economic + Security,23697,4279,291,346.269105161569,-0.2504794862537499,-0.3881198249984965,-0.13000222687332041,0.06435430210776075,0.0004997501249375312,0.06800654358494976,-0.5702647519049758,0.06475317227082303,-0.6971809695557889,-0.4433485342541627,1.288309809511575e-18,0.0007496251874062968,1.54597177141389e-18,dissociated,US,1875
Political,Ideational,Political + Ideational,41095,7317,1684,1867.5475709870516,-0.14921076617743564,-0.17641728199122894,-0.12092408733063492,0.01444040792076316,0.0004997501249375312,0.23014896815634822,-12.805098102080867,1.4144714073501965,-15.577462060487253,-10.032734143674482,1.391938210722411e-19,0.0007496251874062968,1.391938210722411e-19,dissociated,US,1900
Political,Economic,Political + Economic,41095,7317,1133,1159.285853006943,-0.033074054510481676,-0.08015734041820564,0.01119797611313991,0.023167923055755064,0.15592203898050974,0.15484488178215117,-0.6939080769909496,0.03471351238293941,-0.7619465612615108,-0.6258695927203883,6.788245554971166e-89,0.15892053973013492,1.357649110994233e-88,not distinguishable,US,1900
Political,Security,Political + Security,41095,7317,689,479.1665761254087,0.5235186378161094,0.44495920631500374,0.6003889837157063,0.03951611802189003,0.0004997501249375312,0.0941642749760831,-0.7759102148668183,0.04304703737918346,-0.8602824081300179,-0.6915380216036188,1.2467185409709605e-72,0.0007496251874062968,1.8700778114564407e-72,associated,US,1900
Ideational,Economic,Ideational + Economic,41095,7317,2492,2282.166575967002,0.126873360929732,0.10511947235181802,0.15026439126724073,0.011463212309209773,0.0004997501249375312,0.34057673910072433,-2.7593623604155906,0.031361238630343916,-2.8208303881310646,-2.6978943327001166,0.0,0.0007496251874062968,0.0,associated,US,1900
Ideational,Security,Ideational + Security,41095,7317,917,943.2858526803798,-0.040751387728661936,-0.0990723054891347,0.014543525332883337,0.028676650891173223,0.15892053973013492,0.12532458657919912,-3.465777604007547,0.040805740775765806,-3.5457568559280483,-3.385798352087046,0.0,0.15892053973013492,0.0,not distinguishable,US,1900
Economic,Security,Economic + Security,41095,7317,402,585.5475712332136,-0.542028994042603,-0.6561956701858308,-0.43359733093440117,0.05775037869167101,0.0004997501249375312,0.05494054940549405,-0.7008386243077455,0.054120628548349176,-0.8069150562625098,-0.5947621923529811,2.362876363454097e-38,0.0007496251874062968,2.8354516361449167e-38,dissociated,US,1900
Political,Ideational,Political + Ideational,64097,11723,3756,3939.38450954708,-0.06876423809002703,-0.08145798676385572,-0.05587855457688526,0.0063580918614954286,0.0004997501249375312,0.3203958031220677,-12.982995838580875,1.4143368604088506,-15.755096084982222,-10.210895592179527,4.32840062147276e-20,0.0007496251874062968,6.49260093220914e-20,dissociated,US,1925
Political,Economic,Political + Economic,64097,11723,2125,2175.7854496462655,-0.03406553923809648,-0.05837004818426489,-0.00878882380943936,0.01293564863296449,0.005497251374312844,0.18126759361938072,-0.5426376138796125,0.026165763481932024,-0.5939225103041993,-0.49135271745502573,1.5583840339110025e-95,0.005497251374312844,3.116768067822005e-95,dissociated,US,1925
Political,Security,Political + Security,64097,11723,774,539.8300411390694,0.5194243442093602,0.44775182828054505,0.5902226953617224,0.03574222261945954,0.0004997501249375312,0.06602405527595326,-0.33411055692308506,0.042204378197115686,-0.4168311381894318,-0.2513899756567383,2.4430849521169754e-15,0.0007496251874062968,2.443084952116975e-15,associated,US,1925
Ideational,Economic,Ideational + Economic,64097,11723,3893,3658.8300407728934,0.08948808577159983,0.07521363998368899,0.10381813757657957,0.00749742747033714,0.0004997501249375312,0.33208223151070543,-3.336595241388845,0.028332035363529,-3.3921260307013616,-3.281064452076328,0.0,0.0007496251874062968,0.0,associated,US,1925
Ideational,Security,Ideational + Security,64097,11723,857,907.7854490443482,-0.08300909671833887,-0.14415904048757155,-0.021153460493312393,0.03208970523948579,0.005497251374312844,0.07310415422673378,-3.1455781168763757,0.04205584320661301,-3.228007569561337,-3.0631486641914143,0.0,0.005497251374312844,0.0,dissociated,US,1925
Economic,Security,Economic + Security,64097,11723,318,501.38450985034234,-0.6560620470030598,-0.7999313210984167,-0.5221479480373566,0.0704324532585666,0.0004997501249375312,0.02712616224515909,-0.5142147172460163,0.060099196598324856,-0.632009142578733,-0.3964202919132996,1.1675035027674662e-17,0.0007496251874062968,1.4010042033209596e-17,dissociated,US,1925
Political,Ideational,Political + Ideational,715,137,47,45.99732057016628,0.030779930803774072,-0.08041756102690667,0.15069429260859565,0.0594534677676481,0.5827086456771614,0.34306569343065696,-8.489670525368075,1.423818462180292,-11.280354711241447,-5.698986339494702,2.482443500487114e-09,0.5827086456771614,7.447330501461342e-09,not distinguishable,United Kingdom,1500
Political,Economic,Political + Economic,715,137,47,50.5474745896781,-0.10391207670809414,-0.2061373797309028,-0.029258152882443385,0.0447064090729943,0.029985007496251874,0.34306569343065696,-1.4354644645036194,0.21790655656924318,-1.8625613153793361,-1.0083676136279027,4.472245672584719e-11,0.17991004497751123,2.6833474035508316e-10,not distinguishable,United Kingdom,1500
Political,Security,Political + Security,715,137,15,12.455204831613889,0.2587363896984143,-0.17800312470426674,0.6011203523139631,0.1942678303933123,0.17041479260369816,0.10948905109489052,-1.215909946733048,0.3551824665403342,-1.912067581152103,-0.5197523123139931,0.0006185690996134598,0.2848575712143928,0.0009278536494201897,not distinguishable,United Kingdom,1500
Ideational,Economic,Ideational + Economic,715,137,21,18.455204839479794,0.1817426127335119,-0.10286219743492679,0.4499193214595755,0.14130670317485985,0.18990504747626186,0.15328467153284672,-1.1385555719264802,0.2549110877678565,-1.638181303951479,-0.6389298399014814,7.951665984714919e-06,0.2848575712143928,1.5903331969429837e-05,not distinguishable,United Kingdom,1500
Ideational,Security,Ideational + Security,715,137,1,4.547474593954321,-1.7505992431677655,-3.641724836505236,-0.41326688813713003,0.9849102296029821,0.06596701649175413,0.0072992700729927005,-2.7748420202970303,0.8387049594036468,-4.418703740728178,-1.1309802998658827,0.0009380251202022653,0.19790104947526238,0.0011256301442427185,not distinguishable,United Kingdom,1500
Economic,Security,Economic + Security,715,137,6,4.997320575107617,0.24171110585061642,-0.955421640052267,0.9318387863779923,0.49639874116002236,0.559720139930035,0.043795620437956206,0.32650297979112936,0.4494149947702465,-0.5543504099585537,1.2073563695408125,0.4675282357243562,0.5827086456771614,0.4675282357243562,not distinguishable,United Kingdom,1500
Political,Ideational,Political + Ideational,842,167,46,49.83946177816083,-0.11445907528558714,-0.2662760742667699,0.00504135640364096,0.06758056785433804,0.08495752123938032,0.2754491017964072,-8.963965337682293,1.4234636312428457,-11.753954054918271,-6.173976620446315,3.0289148305197557e-10,0.10194902548725637,9.086744491559267e-10,not distinguishable,United Kingdom,1525
Political,Economic,Political + Economic,842,167,42,48.149677439707126,-0.19496739833615784,-0.36093873117925424,-0.07415174615477027,0.07362167446254592,0.01699150424787606,0.25149700598802394,-1.7465911527534193,0.2012453378072513,-2.141032014855632,-1.3521502906512066,3.995626586800566e-18,0.03398300849575212,2.3973759520803398e-17,dissociated,United Kingdom,1525
Political,Security,Political + Security,842,167,21,11.010860775548942,0.9013409384051738,0.5452849771807925,1.2671896157353817,0.1825604321375103,0.0004997501249375312,0.12574850299401197,-0.839747787435452,0.29964819590115405,-1.4270582514017138,-0.25243732346919,0.005071675886132679,0.0029985007496251873,0.006086011063359214,associated,United Kingdom,1525
Ideational,Economic,Ideational + Economic,842,167,50,40.01086078198332,0.3179746478732833,0.15639685178893334,0.509584685612281,0.09150498784684283,0.0024987506246876563,0.2994011976047904,-0.6656208406214059,0.19088264282644893,-1.0397508205612458,-0.29149086068156604,0.000488346359162043,0.0074962518740629685,0.0007325195387430644,associated,United Kingdom,1525
Ideational,Security,Ideational + Security,842,167,3,9.14967744346678,-1.463125796645564,-4.090960782404554,-0.49360600502050683,0.8324642711327483,0.063968015992004,0.017964071856287425,-2.6055609565659252,0.5596572907970222,-3.7024892465280885,-1.5086326666037617,3.229812082904308e-06,0.095952023988006,6.459624165808615e-06,not distinguishable,United Kingdom,1525
Economic,Security,Economic + Security,842,167,5,8.83946178113296,-0.7639077933893099,-2.332267547829423,0.024989279666198287,0.597328267126839,0.15142428785607195,0.029940119760479042,-0.469598626159591,0.4628065482859335,-1.3766994608000207,0.43750220848083854,0.31026037133290074,0.15142428785607195,0.31026037133290074,not distinguishable,United Kingdom,1525
Political,Ideational,Political + Ideational,1309,307,91,95.42787549221589,-0.06817836267775963,-0.1659346370781342,0.021114508761845844,0.047821193522705044,0.14642678660669664,0.2964169381107492,-9.162542256547242,1.4191438344485774,-11.944064172066454,-6.38102034102803,1.0723195628691029e-10,0.17571214392803597,1.6084793443036543e-10,not distinguishable,United Kingdom,1550
Political,Economic,Political + Economic,1309,307,61,71.31918356952687,-0.2237828422876795,-0.3964409508305,-0.09582721332954748,0.07659810710515269,0.004997501249375313,0.1986970684039088,-1.439600338282007,0.1604038602147067,-1.7539919043028322,-1.1252087722611819,2.837420997151131e-19,0.009995002498750625,1.7024525982906785e-18,dissociated,United Kingdom,1550
Political,Security,Political + Security,1309,307,36,21.25294094846351,0.7466860007353716,0.4460992499004724,1.0399029807948021,0.15144287436945733,0.0009995002498750624,0.11726384364820847,-0.5432395912923864,0.22222982065135072,-0.9788100397690338,-0.10766914281573903,0.014505526177221765,0.0029985007496251873,0.01740663141266612,associated,United Kingdom,1550
Ideational,Economic,Ideational + Economic,1309,307,93,78.25294093803042,0.24763256470685463,0.1278299943569683,0.3754161762164452,0.06358618774012985,0.0009995002498750624,0.30293159609120524,-1.1654108072391836,0.14749891528761394,-1.4545086812029069,-0.8763129332754602,2.7634557101703716e-15,0.0029985007496251873,6.429242877960308e-15,associated,United Kingdom,1550
Ideational,Security,Ideational + Security,1309,307,13,23.319183557089563,-0.8191645559542704,-1.5960645056143574,-0.33045028237059554,0.33061124611453474,0.020989505247376312,0.04234527687296417,-2.374767810220205,0.3012793230181984,-2.965275283335874,-1.7842603371045362,3.2146214389801542e-15,0.03148425787106447,6.429242877960308e-15,dissociated,United Kingdom,1550
Economic,Security,Economic + Security,1309,307,13,17.42787549467371,-0.4092451275058706,-1.2122921716852222,0.11837875018580848,0.3388071524657671,0.2028985507246377,0.04234527687296417,-0.25510590201716826,0.3042474502008741,-0.8514309044108814,0.34121910037654496,0.4017602531235305,0.2028985507246377,0.4017602531235305,not distinguishable,United Kingdom,1550
Political,Ideational,Political + Ideational,1528,290,96,98.98524064626166,-0.04395356492511264,-0.13446319394752473,0.04022736200203759,0.04365769694831034,0.30184907546226886,0.3310344827586207,-9.441424540952154,1.4187789469278365,-12.222231276930714,-6.660617804973594,2.8404683740308808e-11,0.35132433783108447,4.260702561046321e-11,not distinguishable,United Kingdom,1575
Political,Economic,Political + Economic,1528,290,65,74.03528091907961,-0.18642857340189384,-0.3351327799431176,-0.06098079503232689,0.06908308358981428,0.010494752623688156,0.22413793103448276,-1.6349730727166962,0.15719485815827755,-1.9430749947069201,-1.3268711507264723,2.455192256155385e-25,0.020989505247376316,1.473115353693231e-24,dissociated,United Kingdom,1575
Political,Security,Political + Security,1528,290,39,26.97947842000461,0.5234980322492311,0.26844238621828703,0.7774098104842746,0.13248889896663107,0.0009995002498750624,0.13448275862068965,-0.9844437814069614,0.20988950858957256,-1.3958272182425238,-0.5730603445713992,2.728109995573771e-06,0.004497751124437781,3.273731994688525e-06,associated,United Kingdom,1575
Ideational,Economic,Ideational + Economic,1528,290,67,54.97947843389665,0.28293327730598594,0.12321144777557744,0.44905784409249416,0.08253474519744493,0.0014992503748125937,0.23103448275862068,-1.2362243496239684,0.1550187440897134,-1.5400610880398067,-0.9323876112081302,1.5278035385110906e-15,0.004497751124437781,4.5834106155332715e-15,associated,United Kingdom,1575
