country,cohort,n_classified,log_n_classified,crossing_rate,share_political,share_ideational,share_economic,share_security,n_crossings,usable
Switzerland,1550,95,4.553876891600541,0.23157894736842105,0.21052631578947367,0.7578947368421053,0.23157894736842105,0.031578947368421054,22,False
Switzerland,1575,110,4.700480365792417,0.3090909090909091,0.38181818181818183,0.7272727272727273,0.10909090909090909,0.09090909090909091,34,False
Switzerland,1600,94,4.543294782270004,0.2127659574468085,0.2765957446808511,0.7553191489361702,0.11702127659574468,0.06382978723404255,20,False
Switzerland,1625,133,4.890349128221754,0.24060150375939848,0.2932330827067669,0.7293233082706767,0.16541353383458646,0.05263157894736842,32,False
Switzerland,1650,156,5.049856007249537,0.25,0.27564102564102566,0.7435897435897436,0.1282051282051282,0.10256410256410256,39,False
Switzerland,1675,135,4.90527477843843,0.25925925925925924,0.21481481481481482,0.7407407407407407,0.23703703703703705,0.06666666666666667,35,False
Switzerland,1700,225,5.41610040220442,0.30666666666666664,0.2088888888888889,0.7733333333333333,0.19555555555555557,0.1288888888888889,69,False
Switzerland,1725,331,5.802118375377063,0.2537764350453172,0.26586102719033233,0.7552870090634441,0.15709969788519637,0.0755287009063444,84,False
Switzerland,1750,481,6.175867270105761,0.33264033264033266,0.40540540540540543,0.6216216216216216,0.20374220374220375,0.10187110187110188,160,True
Switzerland,1775,524,6.261491684321042,0.2729007633587786,0.4064885496183206,0.5992366412213741,0.20229007633587787,0.0648854961832061,143,True
Switzerland,1800,988,6.895682697747868,0.2560728744939271,0.4848178137651822,0.5394736842105263,0.1862348178137652,0.04554655870445344,253,True
Switzerland,1825,1097,7.00033446027523,0.2397447584320875,0.381950774840474,0.6061987237921604,0.22060164083865086,0.03099361896080219,263,True
Switzerland,1850,1382,7.231287004327616,0.19175108538350216,0.27496382054992763,0.6924746743849494,0.19681620839363242,0.027496382054992764,265,True
Switzerland,1875,2139,7.668093709082406,0.17858812529219262,0.22767648433847593,0.7685834502103787,0.15007012622720897,0.03225806451612903,382,True
Switzerland,1900,2684,7.895063498091573,0.1497764530551416,0.23137108792846497,0.7876304023845008,0.10767511177347243,0.023099850968703428,402,True
Switzerland,1925,4167,8.334951631422454,0.1511879049676026,0.21382289416846653,0.8039356851451884,0.11975041996640269,0.013678905687544997,630,True
US,1500,1,0.0,0.0,0.0,1.0,0.0,0.0,0,False
US,1525,1,0.0,0.0,1.0,0.0,0.0,0.0,0,False
US,1550,3,1.0986122886681098,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1,False
US,1575,61,4.110873864173311,0.4098360655737705,0.4426229508196721,0.3442622950819672,0.5409836065573771,0.08196721311475409,25,False
US,1600,143,4.962844630259907,0.3916083916083916,0.5804195804195804,0.20279720279720279,0.48951048951048953,0.11888111888111888,56,False
US,1625,133,4.890349128221754,0.3533834586466165,0.6015037593984962,0.2706766917293233,0.3684210526315789,0.11278195488721804,47,False
US,1650,137,4.919980925828125,0.3357664233576642,0.6715328467153284,0.24817518248175183,0.27007299270072993,0.145985401459854,46,False
US,1675,183,5.209486152841421,0.29508196721311475,0.639344262295082,0.273224043715847,0.28415300546448086,0.09836065573770492,54,False
US,1700,395,5.978885764901122,0.4379746835443038,0.6253164556962025,0.3037974683544304,0.3291139240506329,0.17974683544303796,173,True
US,1725,1403,7.246368080102461,0.41910192444761224,0.7312900926585887,0.20955096222380612,0.1924447612259444,0.285816108339273,588,True
US,1750,2267,7.726212650507529,0.286281429201588,0.7247463608292898,0.22761358623731803,0.16850463167181298,0.16541685046316718,649,True
US,1775,4217,8.34687925374656,0.2295470713777567,0.6805786103865307,0.2698600901114536,0.1795115010671093,0.09959686981266302,968,True
US,1800,9440,9.152711259139547,0.2878177966101695,0.6261652542372881,0.32277542372881357,0.21165254237288136,0.12722457627118644,2717,True
US,1825,13695,9.524786081697178,0.28134355604235123,0.5074844833880978,0.34545454545454546,0.22862358525009127,0.19978094194961665,3853,True
US,1850,17300,9.75846178048587,0.2090751445086705,0.41572254335260117,0.5134682080924855,0.2053757225433526,0.07450867052023122,3617,True
US,1875,23697,10.073103736832529,0.1805713803435034,0.2825674135966578,0.6256066168713339,0.16782715111617505,0.10457019875933662,4279,True
US,1900,41095,10.6236417385826,0.17805085776858498,0.2282029443971286,0.693709697043436,0.14919089913614794,0.10694731719187249,7317,True
US,1925,64097,11.068152839941444,0.1828946752578124,0.2685773125107259,0.720876172051734,0.14361046538839572,0.04983072530695665,11723,True
United Kingdom,1500,715,6.5722825426940075,0.1916083916083916,0.6643356643356644,0.33706293706293705,0.14405594405594405,0.046153846153846156,137,True
United Kingdom,1525,842,6.7357800142423265,0.19833729216152018,0.5771971496437055,0.4002375296912114,0.16508313539192399,0.055819477434679333,167,True
United Kingdom,1550,1309,7.1770187659099,0.2345301757066463,0.48128342245989303,0.5095492742551566,0.17570664629488159,0.06799083269671505,307,True
United Kingdom,1575,1528,7.331714969726466,0.18979057591623036,0.5490837696335078,0.43455497382198954,0.1393979057591623,0.06675392670157068,290,True
United Kingdom,1600,1944,7.572502985020384,0.2222222222222222,0.5864197530864198,0.4017489711934156,0.12397119341563786,0.11008230452674897,432,True
United Kingdom,1625,1481,7.300472814267799,0.19716407832545577,0.5651586765698852,0.4287643484132343,0.13436866981769074,0.0688723835246455,292,True
United Kingdom,1650,1511,7.32052696227274,0.2369291859695566,0.57114493712773,0.4228987425545996,0.14295168762409,0.099933818663137,358,True
United Kingdom,1675,1634,7.3987862754199485,0.21236230110159118,0.5116279069767442,0.4455324357405141,0.1499388004895961,0.10526315789473684,347,True
United Kingdom,1700,1913,7.556427969440253,0.2456874019864088,0.4495556717198118,0.501829587036069,0.18295870360690017,0.1113434396236278,470,True
United Kingdom,1725,2659,7.88570539124302,0.26927416321925535,0.4223392252726589,0.5235050770966528,0.19706656637833772,0.12636329447160588,716,True
United Kingdom,1750,3775,8.236155661683124,0.2733774834437086,0.38728476821192054,0.5266225165562914,0.19788079470198675,0.16158940397350993,1032,True
United Kingdom,1775,5120,8.540909718033554,0.276171875,0.3509765625,0.566796875,0.2162109375,0.1421875,1414,True
United Kingdom,1800,7074,8.864181369765426,0.25925925925925924,0.35877862595419846,0.5961266610121572,0.2216567712750919,0.08269720101781171,1834,True
United Kingdom,1825,7684,8.946895523888447,0.25117126496616343,0.3532014575741801,0.568974492451848,0.22527329515877148,0.10372201978136388,1930,True
United Kingdom,1850,10349,9.244645175668174,0.2280413566528167,0.3183882500724708,0.6103971398202724,0.18407575611170163,0.11518021064837182,2360,True
United Kingdom,1875,12268,9.414749525234143,0.21209651124877732,0.250733615911314,0.5568144766873167,0.14704923377893708,0.25749918487120965,2602,True
United Kingdom,1900,15811,9.668461179310146,0.207387262032762,0.21586237429637595,0.6769337802795522,0.14704952248434633,0.1675415849724875,3279,True
United Kingdom,1925,21302,9.966556244003112,0.16866960848746596,0.202844803304854,0.7744812693643789,0.14838982255187305,0.042953713266359966,3593,True
