country,cohort,n_classified,n_crossings,usable,country_in_panel
Holy Roman Empire,1675,14,0,False,False
Holy Roman Empire,1700,22,5,False,False
Holy Roman Empire,1725,27,6,False,False
Holy Roman Empire,1750,36,8,False,False
Holy Roman Empire,1775,421,89,False,False
Holy Roman Empire,1800,378,67,False,False
Honduras,1750,1,1,False,False
Honduras,1775,22,11,False,False
Honduras,1800,20,8,False,False
Honduras,1825,15,6,False,False
Honduras,1850,27,9,False,False
Honduras,1875,36,13,False,False
Honduras,1900,31,8,False,False
Honduras,1925,100,26,False,False
Hong Kong,1800,13,9,False,False
Hong Kong,1825,19,12,False,False
Hong Kong,1850,46,24,False,False
Hong Kong,1875,52,21,False,False
Hong Kong,1900,120,43,False,False
Hong Kong,1925,262,67,False,False
Hungary,1500,23,4,False,False
Hungary,1525,21,3,False,False
Hungary,1550,30,9,False,False
Hungary,1575,18,1,False,False
Hungary,1600,15,5,False,False
Hungary,1625,21,4,False,False
Hungary,1650,23,2,False,False
Hungary,1675,19,2,False,False
Hungary,1700,50,10,False,False
Hungary,1725,57,13,False,False
Hungary,1750,80,15,False,False
Hungary,1775,108,28,False,False
Hungary,1800,261,74,False,False
Hungary,1825,350,88,False,False
Hungary,1850,557,99,False,False
Hungary,1875,953,195,True,False
Hungary,1900,1044,206,True,False
Hungary,1925,1129,198,True,False
Iceland,1500,3,1,False,False
Iceland,1525,5,0,False,False
Iceland,1550,5,0,False,False
Iceland,1575,5,2,False,False
Iceland,1600,7,1,False,False
Iceland,1625,8,2,False,False
Iceland,1650,7,1,False,False
Iceland,1675,3,0,False,False
Iceland,1700,11,1,False,False
Iceland,1725,13,3,False,False
Iceland,1750,12,2,False,False
Iceland,1775,17,5,False,False
Iceland,1800,22,9,False,False
Iceland,1825,30,8,False,False
Iceland,1850,53,15,False,False
Iceland,1875,83,15,False,False
Iceland,1900,128,20,False,False
Iceland,1925,222,36,False,False
India,1500,27,2,False,False
India,1525,29,5,False,False
India,1550,32,4,False,False
India,1575,22,2,False,False
India,1600,45,4,False,False
India,1625,31,4,False,False
India,1650,38,8,False,False
India,1675,37,6,False,False
India,1700,77,18,False,False
India,1725,90,25,False,False
India,1750,92,33,False,False
India,1775,145,36,False,False
India,1800,226,63,False,False
India,1825,394,97,False,False
India,1850,787,186,True,False
India,1875,1747,433,True,False
India,1900,4098,774,True,False
India,1925,7197,1259,True,False
Indonesia,1575,4,0,False,False
Indonesia,1600,4,0,False,False
Indonesia,1625,3,0,False,False
Indonesia,1650,1,0,False,False
Indonesia,1700,4,2,False,False
Indonesia,1725,2,1,False,False
Indonesia,1750,6,0,False,False
Indonesia,1775,6,1,False,False
Indonesia,1800,15,3,False,False
Indonesia,1825,11,2,False,False
Indonesia,1850,19,7,False,False
Indonesia,1875,80,19,False,False
Indonesia,1900,312,81,False,False
Indonesia,1925,521,110,False,False
Iran,1500,10,2,False,False
Iran,1525,16,2,False,False
Iran,1550,15,2,False,False
Iran,1575,12,0,False,False
Iran,1600,8,1,False,False
Iran,1625,7,0,False,False
Iran,1650,5,0,False,False
Iran,1675,4,2,False,False
Iran,1700,10,1,False,False
Iran,1725,11,3,False,False
Iran,1750,16,1,False,False
Iran,1775,21,3,False,False
Iran,1800,39,4,False,False
Iran,1825,41,18,False,False
Iran,1850,74,19,False,False
Iran,1875,192,44,False,False
Iran,1900,369,99,False,False
Iran,1925,1010,292,True,False
Iraq,1500,1,0,False,False
Iraq,1575,1,0,False,False
Iraq,1650,1,0,False,False
Iraq,1725,1,0,False,False
Iraq,1750,3,0,False,False
Iraq,1775,4,1,False,False
Iraq,1800,6,1,False,False
Iraq,1825,13,1,False,False
Iraq,1850,17,2,False,False
Iraq,1875,67,19,False,False
Iraq,1900,105,25,False,False
Iraq,1925,306,75,False,False
Ireland,1500,29,3,False,False
Ireland,1525,45,6,False,False
Ireland,1550,73,11,False,False
Ireland,1575,96,15,False,False
Ireland,1600,104,17,False,False
Ireland,1625,132,21,False,False
Ireland,1650,192,37,False,False
Ireland,1675,223,27,False,False
Ireland,1700,264,34,False,False
Ireland,1725,370,45,False,False
Ireland,1750,408,86,False,False
Ireland,1775,402,77,False,False
Ireland,1800,629,106,False,False
Ireland,1825,878,186,True,False
Ireland,1850,890,209,True,False
Ireland,1875,1225,365,True,False
Ireland,1900,1138,246,True,False
Ireland,1925,1734,313,True,False
Israel,1500,2,0,False,False
Israel,1550,1,0,False,False
Israel,1575,1,0,False,False
Israel,1600,1,0,False,False
Israel,1625,2,0,False,False
Israel,1650,1,0,False,False
Israel,1700,1,0,False,False
Israel,1725,1,0,False,False
Israel,1750,2,0,False,False
Israel,1775,4,0,False,False
Israel,1800,7,1,False,False
Israel,1825,13,2,False,False
Israel,1850,27,8,False,False
Israel,1875,313,97,False,False
Israel,1900,1016,288,True,False
Israel,1925,1902,488,True,False
Italy,1500,777,111,False,True
Italy,1525,808,101,False,True
Italy,1550,907,74,False,True
Italy,1575,936,70,False,True
Italy,1600,936,74,False,True
Italy,1625,771,66,False,True
Italy,1650,906,89,False,True
Italy,1675,922,80,False,True
Italy,1700,981,91,False,True
Italy,1725,1108,153,True,True
Italy,1750,1194,167,True,True
Italy,1775,1004,180,True,True
Italy,1800,2483,489,True,True
Italy,1825,3284,682,True,True
Italy,1850,4278,984,True,True
Italy,1875,7067,1436,True,True
Italy,1900,10237,2069,True,True
Italy,1925,13796,1893,True,True
Ivory Coast,1700,1,0,False,False
Ivory Coast,1825,1,0,False,False
Ivory Coast,1850,1,0,False,False
Ivory Coast,1875,3,1,False,False
Ivory Coast,1900,22,7,False,False
Ivory Coast,1925,113,28,False,False
Jamaica,1600,1,0,False,False
Jamaica,1625,3,2,False,False
Jamaica,1650,1,1,False,False
Jamaica,1675,1,0,False,False
Jamaica,1700,4,1,False,False
Jamaica,1725,5,1,False,False
Jamaica,1750,4,2,False,False
Jamaica,1775,12,2,False,False
Jamaica,1800,6,1,False,False
Jamaica,1825,8,3,False,False
Jamaica,1850,15,2,False,False
Jamaica,1875,37,15,False,False
Jamaica,1900,105,17,False,False
Jamaica,1925,368,27,False,False
Japan,1500,118,7,False,False
Japan,1525,237,19,False,False
Japan,1550,194,18,False,False
Japan,1575,102,9,False,False
Japan,1600,78,12,False,False
Japan,1625,70,6,False,False
Japan,1650,67,6,False,False
Japan,1675,45,1,False,False
Japan,1700,60,5,False,False
Japan,1725,105,12,False,False
Japan,1750,91,12,False,False
Japan,1775,117,14,False,False
Japan,1800,131,18,False,False
Japan,1825,414,110,False,False
Japan,1850,734,158,True,False
Japan,1875,1454,247,True,False
Japan,1900,1851,280,True,False
Japan,1925,3691,456,True,False
Jordan,1525,1,0,False,False
Jordan,1550,1,0,False,False
Jordan,1750,2,0,False,False
Jordan,1775,2,1,False,False
Jordan,1800,1,0,False,False
Jordan,1825,3,1,False,False
Jordan,1850,4,1,False,False
Jordan,1875,15,4,False,False
Jordan,1900,41,9,False,False
Jordan,1925,139,46,False,False
Kazakhstan,1650,1,0,False,False
Kazakhstan,1675,3,3,False,False
Kazakhstan,1700,5,1,False,False
Kazakhstan,1775,1,0,False,False
Kazakhstan,1800,2,0,False,False
Kazakhstan,1825,3,0,False,False
Kazakhstan,1850,4,2,False,False
Kazakhstan,1875,12,3,False,False
Kazakhstan,1900,21,3,False,False
Kazakhstan,1925,86,28,False,False
Kenya,1800,1,0,False,False
Kenya,1825,2,0,False,False
Kenya,1850,8,1,False,False
Kenya,1875,10,3,False,False
Kenya,1900,61,9,False,False
Kenya,1925,224,50,False,False
Kiribati,1900,1,0,False,False
Kiribati,1925,5,0,False,False
Korean Peninsula,1500,8,1,False,False
Korean Peninsula,1525,23,9,False,False
Korean Peninsula,1550,18,8,False,False
Korean Peninsula,1575,6,3,False,False
Korean Peninsula,1600,9,5,False,False
Korean Peninsula,1625,7,5,False,False
Korean Peninsula,1650,2,0,False,False
Korean Peninsula,1675,3,1,False,False
Korean Peninsula,1700,4,2,False,False
Korean Peninsula,1725,8,0,False,False
Korean Peninsula,1750,6,1,False,False
Korean Peninsula,1775,4,0,False,False
Korean Peninsula,1800,6,1,False,False
Korean Peninsula,1825,7,3,False,False
Korean Peninsula,1850,11,7,False,False
Korean Peninsula,1875,13,6,False,False
Korean Peninsula,1900,2,2,False,False
Kosovo,1800,1,1,False,False
Kosovo,1850,1,0,False,False
Kosovo,1875,8,3,False,False
Kosovo,1900,12,3,False,False
Kosovo,1925,55,18,False,False
Kurdistan,1575,1,0,False,False
Kurdistan,1650,1,0,False,False
Kurdistan,1700,2,0,False,False
Kurdistan,1725,1,0,False,False
Kurdistan,1775,3,0,False,False
Kurdistan,1800,2,0,False,False
Kurdistan,1825,2,0,False,False
Kurdistan,1850,6,1,False,False
Kurdistan,1875,11,2,False,False
Kurdistan,1900,11,2,False,False
Kurdistan,1925,30,3,False,False
Kuwait,1700,1,0,False,False
Kuwait,1725,1,0,False,False
Kuwait,1750,2,2,False,False
Kuwait,1775,1,0,False,False
Kuwait,1800,1,0,False,False
Kuwait,1825,2,0,False,False
Kuwait,1850,4,2,False,False
Kuwait,1875,5,1,False,False
Kuwait,1900,7,2,False,False
Kuwait,1925,73,26,False,False
Kyrgyzstan,1725,1,1,False,False
Kyrgyzstan,1825,1,0,False,False
Kyrgyzstan,1850,1,0,False,False
Kyrgyzstan,1875,2,0,False,False
Kyrgyzstan,1900,9,2,False,False
Kyrgyzstan,1925,31,9,False,False
Laos,1525,1,0,False,False
Laos,1725,1,0,False,False
Laos,1750,1,0,False,False
Laos,1775,2,1,False,False
Laos,1800,2,0,False,False
Laos,1825,2,0,False,False
Laos,1850,1,1,False,False
Laos,1875,6,0,False,False
Laos,1900,16,4,False,False
Laos,1925,20,4,False,False
Latvia,1500,3,1,False,False
Latvia,1525,2,0,False,False
Latvia,1550,2,1,False,False
Latvia,1575,3,0,False,False
Latvia,1600,2,0,False,False
Latvia,1625,2,1,False,False
Latvia,1650,5,0,False,False
Latvia,1675,5,2,False,False
Latvia,1700,12,4,False,False
Latvia,1725,15,1,False,False
Latvia,1750,9,0,False,False
Latvia,1775,16,5,False,False
Latvia,1800,24,4,False,False
Latvia,1825,37,5,False,False
Latvia,1850,116,15,False,False
Latvia,1875,212,49,False,False
Latvia,1900,167,26,False,False
Latvia,1925,171,34,False,False
Lebanon,1500,1,0,False,False
Lebanon,1550,2,1,False,False
Lebanon,1575,3,1,False,False
Lebanon,1600,1,0,False,False
Lebanon,1625,2,0,False,False
Lebanon,1650,2,1,False,False
Lebanon,1675,3,1,False,False
Lebanon,1700,4,0,False,False
Lebanon,1725,2,0,False,False
Lebanon,1750,5,1,False,False
Lebanon,1775,5,0,False,False
Lebanon,1800,18,5,False,False
Lebanon,1825,17,2,False,False
Lebanon,1850,38,17,False,False
Lebanon,1875,74,14,False,False
Lebanon,1900,164,33,False,False
Lebanon,1925,393,92,False,False
Lesotho,1775,1,0,False,False
Lesotho,1875,1,0,False,False
Lesotho,1900,4,0,False,False
Lesotho,1925,15,4,False,False
Liberia,1775,10,4,False,False
Liberia,1800,20,5,False,False
Liberia,1825,16,7,False,False
Liberia,1850,15,4,False,False
Liberia,1875,18,1,False,False
Liberia,1900,22,6,False,False
Liberia,1925,58,18,False,False
Libya,1675,1,1,False,False
Libya,1725,2,0,False,False
Libya,1800,2,1,False,False
Libya,1825,1,0,False,False
Libya,1850,4,1,False,False
Libya,1875,7,2,False,False
Libya,1900,14,1,False,False
Libya,1925,63,20,False,False
Liechtenstein,1575,3,0,False,False
Liechtenstein,1600,1,0,False,False
Liechtenstein,1625,1,0,False,False
Liechtenstein,1700,2,1,False,False
Liechtenstein,1725,2,0,False,False
Liechtenstein,1775,3,1,False,False
Liechtenstein,1800,6,4,False,False
Liechtenstein,1825,11,4,False,False
Liechtenstein,1850,22,6,False,False
Liechtenstein,1875,39,7,False,False
Liechtenstein,1900,34,10,False,False
Liechtenstein,1925,43,11,False,False
Lithuania,1500,16,4,False,False
Lithuania,1525,24,7,False,False
Lithuania,1550,21,2,False,False
Lithuania,1575,49,13,False,False
Lithuania,1600,31,7,False,False
Lithuania,1625,23,4,False,False
Lithuania,1650,19,4,False,False
Lithuania,1675,18,8,False,False
Lithuania,1700,28,5,False,False
Lithuania,1725,38,8,False,False
Lithuania,1750,16,2,False,False
Lithuania,1775,16,3,False,False
Lithuania,1800,18,3,False,False
Lithuania,1825,29,9,False,False
Lithuania,1850,95,30,False,False
Lithuania,1875,217,80,False,False
Lithuania,1900,229,55,False,False
Lithuania,1925,750,285,True,False
Luxembourg,1500,4,2,False,False
Luxembourg,1525,1,0,False,False
Luxembourg,1575,4,3,False,False
Luxembourg,1600,2,0,False,False
Luxembourg,1625,5,1,False,False
Luxembourg,1650,4,0,False,False
Luxembourg,1675,4,0,False,False
Luxembourg,1700,3,2,False,False
Luxembourg,1725,5,1,False,False
Luxembourg,1750,12,4,False,False
Luxembourg,1775,19,3,False,False
Luxembourg,1800,38,10,False,False
Luxembourg,1825,32,8,False,False
Luxembourg,1850,54,9,False,False
Luxembourg,1875,89,17,False,False
Luxembourg,1900,109,18,False,False
Luxembourg,1925,152,30,False,False
Macedonia,1650,1,0,False,False
Macedonia,1700,1,0,False,False
Macedonia,1725,1,0,False,False
Macedonia,1750,3,0,False,False
Macedonia,1775,1,0,False,False
Macedonia,1825,5,2,False,False
Macedonia,1850,18,9,False,False
Macedonia,1875,38,18,False,False
Macedonia,1900,73,17,False,False
Macedonia,1925,108,26,False,False
Madagascar,1650,1,0,False,False
Madagascar,1725,1,0,False,False
Madagascar,1775,1,0,False,False
Madagascar,1800,2,0,False,False
Madagascar,1825,2,0,False,False
Madagascar,1850,2,0,False,False
Madagascar,1875,4,1,False,False
Madagascar,1900,18,4,False,False
Madagascar,1925,59,17,False,False
Malawi,1850,7,3,False,False
Malawi,1875,3,0,False,False
Malawi,1900,11,3,False,False
Malawi,1925,64,14,False,False
Malaysia,1550,1,0,False,False
Malaysia,1575,1,0,False,False
Malaysia,1625,1,0,False,False
Malaysia,1675,2,0,False,False
Malaysia,1725,1,0,False,False
Malaysia,1750,1,0,False,False
Malaysia,1775,4,2,False,False
Malaysia,1800,16,2,False,False
Malaysia,1825,17,5,False,False
Malaysia,1850,20,7,False,False
Malaysia,1875,45,9,False,False
Malaysia,1900,159,35,False,False
Malaysia,1925,397,104,False,False
Maldives,1575,1,0,False,False
Maldives,1850,2,0,False,False
Maldives,1875,2,0,False,False
Maldives,1900,10,3,False,False
Maldives,1925,12,1,False,False
Mali,1500,1,0,False,False
Mali,1550,2,1,False,False
Mali,1725,1,0,False,False
Mali,1750,1,0,False,False
Mali,1775,1,0,False,False
Mali,1800,1,0,False,False
Mali,1825,5,1,False,False
Mali,1850,2,0,False,False
Mali,1875,5,1,False,False
Mali,1900,17,6,False,False
Mali,1925,108,20,False,False
Malta,1500,1,0,False,False
Malta,1525,1,1,False,False
Malta,1550,3,2,False,False
Malta,1575,8,0,False,False
Malta,1600,3,1,False,False
Malta,1625,7,1,False,False
Malta,1650,8,0,False,False
Malta,1675,11,2,False,False
Malta,1700,11,4,False,False
Malta,1725,11,4,False,False
Malta,1750,18,6,False,False
Malta,1775,12,2,False,False
Malta,1800,17,2,False,False
Malta,1825,20,5,False,False
Malta,1850,34,8,False,False
Malta,1875,42,7,False,False
Malta,1900,66,17,False,False
Malta,1925,123,22,False,False
Marshall Islands,1850,1,0,False,False
Marshall Islands,1925,7,5,False,False
Mauritania,1775,1,0,False,False
Mauritania,1850,1,0,False,False
Mauritania,1875,2,1,False,False
Mauritania,1900,6,2,False,False
Mauritania,1925,33,13,False,False
Mauritius,1600,1,1,False,False
Mauritius,1650,1,0,False,False
Mauritius,1700,2,2,False,False
Mauritius,1750,3,1,False,False
Mauritius,1775,3,0,False,False
Mauritius,1800,11,1,False,False
Mauritius,1825,9,1,False,False
Mauritius,1850,12,2,False,False
Mauritius,1875,10,2,False,False
Mauritius,1900,43,9,False,False
Mauritius,1925,52,10,False,False
Mexico,1500,10,4,False,False
Mexico,1525,18,1,False,False
Mexico,1550,25,4,False,False
Mexico,1575,8,0,False,False
Mexico,1600,9,0,False,False
Mexico,1625,16,1,False,False
Mexico,1650,9,2,False,False
Mexico,1675,15,3,False,False
Mexico,1700,20,5,False,False
Mexico,1725,26,9,False,False
Mexico,1750,104,48,False,False
Mexico,1775,250,117,False,False
Mexico,1800,307,113,False,False
Mexico,1825,400,166,True,False
Mexico,1850,507,192,True,False
Mexico,1875,1210,464,True,False
Mexico,1900,1593,343,True,False
Mexico,1925,2773,515,True,False
Moldova,1550,1,0,False,False
Moldova,1575,2,0,False,False
Moldova,1600,1,0,False,False
Moldova,1625,1,1,False,False
Moldova,1675,1,0,False,False
Moldova,1700,4,0,False,False
Moldova,1725,3,0,False,False
Moldova,1750,4,1,False,False
Moldova,1775,3,1,False,False
Moldova,1800,10,4,False,False
Moldova,1825,10,4,False,False
Moldova,1850,8,3,False,False
Moldova,1875,26,3,False,False
Moldova,1900,23,5,False,False
Moldova,1925,126,50,False,False
Monaco,1500,3,0,False,False
Monaco,1550,2,0,False,False
Monaco,1575,2,0,False,False
Monaco,1600,3,0,False,False
Monaco,1650,2,1,False,False
Monaco,1675,3,1,False,False
Monaco,1700,5,0,False,False
Monaco,1725,2,0,False,False
Monaco,1750,3,0,False,False
Monaco,1775,1,0,False,False
Monaco,1800,5,1,False,False
Monaco,1850,9,1,False,False
Monaco,1875,8,1,False,False
Monaco,1900,20,2,False,False
Monaco,1925,22,8,False,False
Mongolia,1525,2,1,False,False
Mongolia,1550,1,0,False,False
Mongolia,1575,3,0,False,False
Mongolia,1625,1,0,False,False
Mongolia,1700,3,1,False,False
Mongolia,1725,1,0,False,False
Mongolia,1750,1,1,False,False
Mongolia,1775,2,0,False,False
Mongolia,1800,2,0,False,False
Mongolia,1825,2,0,False,False
Mongolia,1850,10,5,False,False
Mongolia,1875,30,5,False,False
Mongolia,1900,41,10,False,False
Mongolia,1925,53,6,False,False
Montenegro,1650,3,2,False,False
Montenegro,1675,2,2,False,False
Montenegro,1700,2,0,False,False
Montenegro,1725,2,0,False,False
Montenegro,1750,3,1,False,False
Montenegro,1775,1,1,False,False
Montenegro,1800,5,2,False,False
Montenegro,1825,11,2,False,False
Montenegro,1850,15,7,False,False
Montenegro,1875,24,9,False,False
Montenegro,1900,36,11,False,False
Montenegro,1925,53,12,False,False
Morocco,1500,3,1,False,False
Morocco,1525,6,1,False,False
Morocco,1550,9,5,False,False
Morocco,1575,8,1,False,False
Morocco,1600,2,0,False,False
Morocco,1625,7,1,False,False
Morocco,1650,5,1,False,False
Morocco,1675,8,0,False,False
Morocco,1700,4,0,False,False
Morocco,1725,11,3,False,False
Morocco,1750,8,0,False,False
Morocco,1775,7,3,False,False
Morocco,1800,5,0,False,False
Morocco,1825,16,6,False,False
Morocco,1850,18,8,False,False
Morocco,1875,31,10,False,False
Morocco,1900,123,39,False,False
Morocco,1925,365,82,False,False
Mozambique,1725,1,0,False,False
Mozambique,1825,1,0,False,False
Mozambique,1850,3,0,False,False
Mozambique,1875,2,0,False,False
Mozambique,1900,9,1,False,False
Mozambique,1925,64,12,False,False
Myanmar,1500,4,0,False,False
Myanmar,1525,3,0,False,False
Myanmar,1550,3,0,False,False
Myanmar,1575,2,0,False,False
Myanmar,1650,1,0,False,False
Myanmar,1675,2,1,False,False
Myanmar,1700,4,0,False,False
Myanmar,1725,2,0,False,False
Myanmar,1750,3,1,False,False
Myanmar,1775,5,2,False,False
Myanmar,1800,9,0,False,False
Myanmar,1825,6,0,False,False
Myanmar,1850,30,8,False,False
Myanmar,1875,49,13,False,False
Myanmar,1900,132,41,False,False
Myanmar,1925,225,70,False,False
Namibia,1750,2,0,False,False
Namibia,1775,1,0,False,False
Namibia,1800,3,0,False,False
Namibia,1825,2,0,False,False
Namibia,1850,2,0,False,False
Namibia,1875,6,4,False,False
Namibia,1900,22,9,False,False
Namibia,1925,133,53,False,False
Nauru,1900,2,1,False,False
Nauru,1925,12,0,False,False
Nepal,1700,5,2,False,False
Nepal,1725,4,2,False,False
Nepal,1750,6,3,False,False
Nepal,1775,13,3,False,False
Nepal,1800,6,3,False,False
Nepal,1825,5,4,False,False
Nepal,1850,9,3,False,False
Nepal,1875,28,8,False,False
Nepal,1900,93,24,False,False
Nepal,1925,160,36,False,False
Netherlands,1500,156,18,False,False
Netherlands,1525,223,38,False,False
Netherlands,1550,317,62,False,False
Netherlands,1575,513,85,False,False
Netherlands,1600,727,102,False,False
Netherlands,1625,632,85,False,False
Netherlands,1650,352,44,False,False
Netherlands,1675,203,24,False,False
Netherlands,1700,206,34,False,False
Netherlands,1725,304,66,False,False
Netherlands,1750,338,82,False,False
Netherlands,1775,261,57,False,False
Netherlands,1800,416,74,False,False
Netherlands,1825,412,94,False,False
Netherlands,1850,678,130,True,False
Netherlands,1875,1001,180,True,False
Netherlands,1900,1433,274,True,False
Netherlands,1925,2414,390,True,False
New Zealand,1750,3,1,False,True
New Zealand,1775,46,20,False,True
New Zealand,1800,431,147,True,True
New Zealand,1825,808,268,True,True
New Zealand,1850,902,237,True,True
New Zealand,1875,1174,366,True,True
New Zealand,1900,1207,290,True,True
New Zealand,1925,1524,255,True,True
Nicaragua,1525,2,0,False,False
Nicaragua,1600,1,0,False,False
Nicaragua,1750,1,1,False,False
Nicaragua,1775,17,4,False,False
Nicaragua,1800,30,7,False,False
Nicaragua,1825,8,6,False,False
Nicaragua,1850,28,9,False,False
Nicaragua,1875,27,7,False,False
Nicaragua,1900,50,14,False,False
Nicaragua,1925,118,38,False,False
Niger,1825,2,0,False,False
Niger,1850,2,0,False,False
Niger,1875,2,0,False,False
Niger,1900,29,8,False,False
Niger,1925,87,38,False,False
Nigeria,1525,1,0,False,False
Nigeria,1550,1,0,False,False
Nigeria,1575,1,0,False,False
Nigeria,1700,1,0,False,False
Nigeria,1725,1,0,False,False
Nigeria,1750,3,0,False,False
Nigeria,1775,11,3,False,False
Nigeria,1800,12,3,False,False
Nigeria,1825,16,8,False,False
Nigeria,1850,44,17,False,False
Nigeria,1875,52,14,False,False
Nigeria,1900,247,72,False,False
Nigeria,1925,929,306,True,False
North Korea,1875,2,1,False,False
North Korea,1900,44,21,False,False
North Korea,1925,102,37,False,False
Northern Cyprus,1900,3,1,False,False
Northern Cyprus,1925,21,3,False,False
Norway,1500,9,2,False,True
Norway,1525,10,1,False,True
Norway,1550,6,1,False,True
Norway,1575,9,0,False,True
Norway,1600,23,7,False,True
Norway,1625,33,3,False,True
Norway,1650,34,7,False,True
Norway,1675,31,7,False,True
Norway,1700,40,8,False,True
Norway,1725,83,20,False,True
Norway,1750,195,96,False,True
Norway,1775,321,142,True,True
Norway,1800,457,144,True,True
Norway,1825,711,195,True,True
Norway,1850,1247,343,True,True
Norway,1875,1794,491,True,True
Norway,1900,2374,561,True,True
Norway,1925,2916,573,True,True
Oman,1700,2,0,False,False
Oman,1775,1,0,False,False
Oman,1800,1,0,False,False
Oman,1825,2,0,False,False
Oman,1850,2,0,False,False
Oman,1875,1,0,False,False
Oman,1900,3,1,False,False
Oman,1925,3,2,False,False
Overseas Territories of France,1900,1,0,False,False
Overseas Territories of France,1925,1,0,False,False
Overseas Territories of Netherlands,1825,1,0,False,False
Overseas Territories of Netherlands,1875,3,0,False,False
Overseas Territories of Netherlands,1900,1,0,False,False
Overseas Territories of Netherlands,1925,1,0,False,False
Overseas Territories of New Zealand,1900,4,0,False,False
Overseas Territories of New Zealand,1925,6,2,False,False
Overseas Territories of US,1775,1,0,False,False
Overseas Territories of US,1800,1,1,False,False
Overseas Territories of US,1825,2,0,False,False
Overseas Territories of US,1850,3,2,False,False
Overseas Territories of US,1875,1,1,False,False
Overseas Territories of US,1900,12,1,False,False
Overseas Territories of US,1925,22,1,False,False
Overseas Territories of United Kingdom,1650,1,0,False,False
Overseas Territories of United Kingdom,1850,1,0,False,False
Overseas Territories of United Kingdom,1875,1,1,False,False
Overseas Territories of United Kingdom,1900,3,2,False,False
Overseas Territories of United Kingdom,1925,5,2,False,False
Pakistan,1525,3,0,False,False
Pakistan,1550,2,0,False,False
Pakistan,1600,3,0,False,False
Pakistan,1625,1,0,False,False
Pakistan,1675,1,0,False,False
Pakistan,1700,3,0,False,False
Pakistan,1725,3,0,False,False
Pakistan,1750,2,0,False,False
Pakistan,1775,2,0,False,False
Pakistan,1800,3,1,False,False
Pakistan,1825,10,0,False,False
Pakistan,1850,18,6,False,False
Pakistan,1875,110,26,False,False
Pakistan,1900,450,125,True,False
Pakistan,1925,1185,273,True,False
Palau,1900,2,1,False,False
Palau,1925,16,4,False,False
Palestine,1500,4,0,False,False
Palestine,1525,1,0,False,False
Palestine,1550,3,0,False,False
Palestine,1575,1,1,False,False
Palestine,1600,4,0,False,False
Palestine,1625,1,0,False,False
Palestine,1650,6,1,False,False
Palestine,1700,1,0,False,False
Palestine,1725,1,0,False,False
Palestine,1775,3,2,False,False
Palestine,1800,7,1,False,False
Palestine,1825,8,1,False,False
Palestine,1850,26,10,False,False
Palestine,1875,51,20,False,False
Palestine,1900,76,25,False,False
Palestine,1925,224,79,False,False
Panama,1575,1,0,False,False
Panama,1600,1,0,False,False
Panama,1650,1,0,False,False
Panama,1750,2,2,False,False
Panama,1775,2,1,False,False
Panama,1800,6,0,False,False
Panama,1825,13,5,False,False
Panama,1850,38,17,False,False
Panama,1875,47,19,False,False
Panama,1900,84,26,False,False
Panama,1925,133,38,False,False
Papua New Guinea,1900,2,0,False,False
Papua New Guinea,1925,17,2,False,False
Paraguay,1500,4,4,False,False
Paraguay,1525,5,1,False,False
Paraguay,1550,10,5,False,False
Paraguay,1575,1,0,False,False
Paraguay,1600,1,1,False,False
Paraguay,1625,2,1,False,False
Paraguay,1675,2,1,False,False
Paraguay,1700,2,0,False,False
Paraguay,1725,3,1,False,False
Paraguay,1750,3,2,False,False
Paraguay,1775,11,7,False,False
Paraguay,1800,5,2,False,False
Paraguay,1825,28,11,False,False
Paraguay,1850,26,10,False,False
Paraguay,1875,77,25,False,False
Paraguay,1900,104,21,False,False
Paraguay,1925,139,27,False,False
Peru,1500,4,1,False,False
Peru,1525,4,0,False,False
Peru,1550,11,2,False,False
Peru,1575,11,1,False,False
Peru,1600,10,0,False,False
Peru,1625,10,0,False,False
Peru,1650,10,2,False,False
Peru,1675,4,2,False,False
Peru,1700,19,3,False,False
Peru,1725,17,4,False,False
Peru,1750,36,9,False,False
Peru,1775,85,43,False,False
Peru,1800,97,50,False,False
Peru,1825,180,79,False,False
Peru,1850,187,72,False,False
Peru,1875,273,107,False,False
Peru,1900,420,114,False,False
Peru,1925,789,231,True,False
Philippines,1500,2,0,False,False
Philippines,1525,1,1,False,False
Philippines,1550,4,0,False,False
Philippines,1575,7,1,False,False
Philippines,1600,7,2,False,False
Philippines,1625,6,0,False,False
Philippines,1650,4,0,False,False
Philippines,1675,3,0,False,False
Philippines,1700,5,2,False,False
Philippines,1725,6,1,False,False
Philippines,1750,4,0,False,False
Philippines,1775,9,1,False,False
Philippines,1800,15,3,False,False
Philippines,1825,27,7,False,False
Philippines,1850,145,43,False,False
Philippines,1875,234,67,False,False
Philippines,1900,449,90,False,False
Philippines,1925,1018,202,True,False
Poland,1500,45,9,False,False
Poland,1525,66,12,False,False
Poland,1550,84,15,False,False
Poland,1575,75,13,False,False
Poland,1600,83,21,False,False
Poland,1625,53,16,False,False
Poland,1650,47,8,False,False
Poland,1675,42,8,False,False
Poland,1700,59,15,False,False
Poland,1725,110,19,False,False
Poland,1750,179,46,False,False
Poland,1775,240,59,False,False
Poland,1800,344,88,False,False
Poland,1825,375,88,False,False
Poland,1850,706,182,True,False
Poland,1875,1540,393,True,False
Poland,1900,1985,476,True,False
Poland,1925,2051,359,True,False
