shock_type,outcome,dropped,event_time,att,n_groups,n_treated_cells,min_controls
state creation,Economic + Security,Spain,3,0.38517757188781054,2.0,3.0,4.0
state creation,Ideational + Economic,Spain,-3,-0.2174396698729076,2.0,5.0,5.0
state creation,Ideational + Economic,Spain,-2,-0.1654490052743999,3.0,6.0,4.0
state creation,Ideational + Economic,Spain,0,-0.17555902479644006,3.0,6.0,5.0
state creation,Ideational + Economic,Spain,1,-0.23007877213311898,3.0,6.0,5.0
state creation,Ideational + Economic,Spain,2,-0.26263901918707505,3.0,6.0,5.0
state creation,Ideational + Economic,Spain,3,-0.6723465306278484,2.0,3.0,4.0
state creation,Ideational + Security,Spain,-3,0.03279161442359313,2.0,5.0,5.0
state creation,Ideational + Security,Spain,-2,0.11418605052433506,3.0,6.0,4.0
state creation,Ideational + Security,Spain,0,-0.11323867910275842,3.0,6.0,5.0
state creation,Ideational + Security,Spain,1,-0.22506589813783587,3.0,6.0,5.0
state creation,Ideational + Security,Spain,2,-0.05200458497392472,3.0,6.0,5.0
state creation,Ideational + Security,Spain,3,0.6714630068013253,2.0,3.0,4.0
state creation,Political + Economic,Spain,-3,0.13521961752579473,2.0,5.0,5.0
state creation,Political + Economic,Spain,-2,0.04660493555298468,3.0,6.0,4.0
state creation,Political + Economic,Spain,0,0.11301649603593938,3.0,6.0,5.0
state creation,Political + Economic,Spain,1,0.14562946499393445,3.0,6.0,5.0
state creation,Political + Economic,Spain,2,0.052638522037667564,3.0,6.0,5.0
state creation,Political + Economic,Spain,3,0.20218156455562777,2.0,3.0,4.0
state creation,Political + Ideational,Spain,-3,0.057375271991827514,2.0,5.0,5.0
state creation,Political + Ideational,Spain,-2,0.04983357332304115,3.0,6.0,4.0
state creation,Political + Ideational,Spain,0,0.026467636135973152,3.0,6.0,5.0
state creation,Political + Ideational,Spain,1,0.016793589832909524,3.0,6.0,5.0
state creation,Political + Ideational,Spain,2,0.027457425711613758,3.0,6.0,5.0
state creation,Political + Ideational,Spain,3,0.05296183663028883,2.0,3.0,4.0
state creation,Political + Security,Spain,-3,0.21328095926288934,2.0,5.0,5.0
state creation,Political + Security,Spain,-2,0.025423142391898676,3.0,6.0,4.0
state creation,Political + Security,Spain,0,-0.02211485320148512,3.0,6.0,5.0
state creation,Political + Security,Spain,1,0.020932496932178708,3.0,6.0,5.0
state creation,Political + Security,Spain,2,-0.09615395224993266,3.0,6.0,5.0
state creation,Political + Security,Spain,3,-0.47286899748929745,2.0,3.0,4.0
state creation,Economic + Security,Sweden,-3,0.303275854124318,2.0,5.0,5.0
state creation,Economic + Security,Sweden,-2,-0.31791530742733937,3.0,6.0,3.0
state creation,Economic + Security,Sweden,0,0.06326017920376602,3.0,6.0,5.0
state creation,Economic + Security,Sweden,1,0.26000192361839836,3.0,6.0,5.0
state creation,Economic + Security,Sweden,2,0.24659062827638226,3.0,6.0,5.0
state creation,Economic + Security,Sweden,3,0.48165019188308605,2.0,3.0,4.0
state creation,Ideational + Economic,Sweden,-3,-0.22630522305681383,2.0,5.0,5.0
state creation,Ideational + Economic,Sweden,-2,-0.16396606700292568,3.0,6.0,3.0
state creation,Ideational + Economic,Sweden,0,-0.19105531038465884,3.0,6.0,5.0
state creation,Ideational + Economic,Sweden,1,-0.24980936140136475,3.0,6.0,5.0
state creation,Ideational + Economic,Sweden,2,-0.2598275261109856,3.0,6.0,5.0
state creation,Ideational + Economic,Sweden,3,-0.6737115784006239,2.0,3.0,4.0
state creation,Ideational + Security,Sweden,-3,0.03696765298812412,2.0,5.0,5.0
state creation,Ideational + Security,Sweden,-2,0.04835084035851889,3.0,6.0,3.0
state creation,Ideational + Security,Sweden,0,-0.14497542202944821,3.0,6.0,5.0
state creation,Ideational + Security,Sweden,1,-0.27446233585399943,3.0,6.0,5.0
state creation,Ideational + Security,Sweden,2,-0.12395930635438601,3.0,6.0,5.0
state creation,Ideational + Security,Sweden,3,0.6139961572836126,2.0,3.0,4.0
state creation,Political + Economic,Sweden,-3,0.13489449194351136,2.0,5.0,5.0
state creation,Political + Economic,Sweden,-2,0.032387797839859865,3.0,6.0,3.0
state creation,Political + Economic,Sweden,0,0.11775980259934477,3.0,6.0,5.0
state creation,Political + Economic,Sweden,1,0.15856394255664077,3.0,6.0,5.0
state creation,Political + Economic,Sweden,2,0.030818418214616613,3.0,6.0,5.0
state creation,Political + Economic,Sweden,3,0.20557143985849324,2.0,3.0,4.0
state creation,Political + Ideational,Sweden,-3,0.05358405549862919,2.0,5.0,5.0
state creation,Political + Ideational,Sweden,-2,0.04470816261216685,3.0,6.0,3.0
state creation,Political + Ideational,Sweden,0,0.028283682536222144,3.0,6.0,5.0
state creation,Political + Ideational,Sweden,1,0.024989749947765833,3.0,6.0,5.0
state creation,Political + Ideational,Sweden,2,0.03198499478219867,3.0,6.0,5.0
state creation,Political + Ideational,Sweden,3,0.06220918534037884,2.0,3.0,4.0
state creation,Political + Security,Sweden,-3,0.2601445059500521,2.0,5.0,5.0
state creation,Political + Security,Sweden,-2,0.0694878589450707,3.0,6.0,3.0
state creation,Political + Security,Sweden,0,-0.007672336075366433,3.0,6.0,5.0
state creation,Political + Security,Sweden,1,0.048415628061935,3.0,6.0,5.0
state creation,Political + Security,Sweden,2,-0.03464626698287377,3.0,6.0,5.0
state creation,Political + Security,Sweden,3,-0.4923306319792519,2.0,3.0,4.0
state creation,Economic + Security,Switzerland,-3,0.2902562303913113,2.0,5.0,5.0
state creation,Economic + Security,Switzerland,-2,-0.3219698801224879,3.0,6.0,4.0
state creation,Economic + Security,Switzerland,0,0.04980646068838553,3.0,6.0,6.0
state creation,Economic + Security,Switzerland,1,0.2377386121822073,3.0,6.0,6.0
state creation,Economic + Security,Switzerland,2,0.20898605355121044,3.0,6.0,6.0
state creation,Economic + Security,Switzerland,3,0.44938095653442073,2.0,3.0,5.0
state creation,Ideational + Economic,Switzerland,-3,-0.21923242632429857,2.0,5.0,5.0
state creation,Ideational + Economic,Switzerland,-2,-0.17156260181672925,3.0,6.0,4.0
state creation,Ideational + Economic,Switzerland,0,-0.17848875108572282,3.0,6.0,6.0
state creation,Ideational + Economic,Switzerland,1,-0.2319303673633951,3.0,6.0,6.0
state creation,Ideational + Economic,Switzerland,2,-0.26037620098206393,3.0,6.0,6.0
state creation,Ideational + Economic,Switzerland,3,-0.6720333215814054,2.0,3.0,5.0
state creation,Ideational + Security,Switzerland,-3,0.024715431131895248,2.0,5.0,5.0
state creation,Ideational + Security,Switzerland,-2,0.11011708946481802,3.0,6.0,4.0
state creation,Ideational + Security,Switzerland,0,-0.1214281177749093,3.0,6.0,6.0
state creation,Ideational + Security,Switzerland,1,-0.23708800463670976,3.0,6.0,6.0
state creation,Ideational + Security,Switzerland,2,-0.06250761012777468,3.0,6.0,6.0
state creation,Ideational + Security,Switzerland,3,0.6867632389585802,2.0,3.0,5.0
state creation,Political + Economic,Switzerland,-3,0.139239318687345,2.0,5.0,5.0
state creation,Political + Economic,Switzerland,-2,0.04682997214194707,3.0,6.0,4.0
state creation,Political + Economic,Switzerland,0,0.10848835283382426,3.0,6.0,6.0
state creation,Political + Economic,Switzerland,1,0.1424310226214193,3.0,6.0,6.0
state creation,Political + Economic,Switzerland,2,0.04472932800130852,3.0,6.0,6.0
state creation,Political + Economic,Switzerland,3,0.19998141980658854,2.0,3.0,5.0
state creation,Political + Ideational,Switzerland,-3,0.055606591666533034,2.0,5.0,5.0
state creation,Political + Ideational,Switzerland,-2,0.053178517143704196,3.0,6.0,4.0
state creation,Political + Ideational,Switzerland,0,0.02905913051982854,3.0,6.0,6.0
state creation,Political + Ideational,Switzerland,1,0.020010816463221743,3.0,6.0,6.0
state creation,Political + Ideational,Switzerland,2,0.029185236866957426,3.0,6.0,6.0
state creation,Political + Ideational,Switzerland,3,0.05469696627831094,2.0,3.0,5.0
state creation,Political + Security,Switzerland,-3,0.24841369947878666,2.0,5.0,5.0
state creation,Political + Security,Switzerland,-2,0.05202221805313482,3.0,6.0,4.0
state creation,Political + Security,Switzerland,0,-0.025374171793620278,3.0,6.0,6.0
state creation,Political + Security,Switzerland,1,0.02215398467954578,3.0,6.0,6.0
state creation,Political + Security,Switzerland,2,-0.08296285490471476,3.0,6.0,6.0
state creation,Political + Security,Switzerland,3,-0.5184822871943412,2.0,3.0,5.0
state creation,Economic + Security,US,-3,0.2918874726658592,2.0,5.0,6.0
state creation,Economic + Security,US,-2,-0.39092858919088186,2.0,5.0,8.0
state creation,Economic + Security,US,0,0.07026532209116701,2.0,5.0,8.0
state creation,Economic + Security,US,1,0.2079488049260652,2.0,5.0,8.0
state creation,Economic + Security,US,2,0.20920982908513897,2.0,5.0,8.0
state creation,Economic + Security,US,3,0.5144170084970909,1.0,2.0,8.0
state creation,Ideational + Economic,US,-3,-0.21869811365536038,2.0,5.0,6.0
state creation,Ideational + Economic,US,-2,-0.06197224252769453,2.0,5.0,8.0
state creation,Ideational + Economic,US,0,-0.08631995010145468,2.0,5.0,8.0
state creation,Ideational + Economic,US,1,-0.0798645171512569,2.0,5.0,8.0
state creation,Ideational + Economic,US,2,-0.12246207869176384,2.0,5.0,8.0
state creation,Ideational + Economic,US,3,-0.4868079347279175,1.0,2.0,8.0
state creation,Ideational + Security,US,-3,0.02553606756097184,2.0,5.0,6.0
state creation,Ideational + Security,US,-2,0.060385120973807015,2.0,5.0,8.0
state creation,Ideational + Security,US,0,-0.22471111384857587,2.0,5.0,8.0
state creation,Ideational + Security,US,1,-0.293709188670359,2.0,5.0,8.0
state creation,Ideational + Security,US,2,-0.12374194859415985,2.0,5.0,8.0
state creation,Ideational + Security,US,3,0.91637280037696,1.0,2.0,8.0
state creation,Political + Economic,US,-3,0.1352909129293033,2.0,5.0,6.0
state creation,Political + Economic,US,-2,0.016564948611202578,2.0,5.0,8.0
state creation,Political + Economic,US,0,0.12018628242395912,2.0,5.0,8.0
state creation,Political + Economic,US,1,0.18919947776314858,2.0,5.0,8.0
state creation,Political + Economic,US,2,0.10733240585270017,2.0,5.0,8.0
state creation,Political + Economic,US,3,0.4430645261638053,1.0,2.0,8.0
state creation,Political + Ideational,US,-3,0.05438021642312071,2.0,5.0,6.0
state creation,Political + Ideational,US,-2,0.06615303458215427,2.0,5.0,8.0
state creation,Political + Ideational,US,0,0.016051886677051302,2.0,5.0,8.0
state creation,Political + Ideational,US,1,-0.00984785011663733,2.0,5.0,8.0
state creation,Political + Ideational,US,2,0.012038704943376824,2.0,5.0,8.0
state creation,Political + Ideational,US,3,-0.005122273579999212,1.0,2.0,8.0
state creation,Political + Security,US,-3,0.2445315267185432,2.0,5.0,6.0
state creation,Political + Security,US,-2,0.10319531729365206,2.0,5.0,8.0
state creation,Political + Security,US,0,-0.05567836384293068,2.0,5.0,8.0
state creation,Political + Security,US,1,0.006884078852622944,2.0,5.0,8.0
state creation,Political + Security,US,2,-0.09755202601589438,2.0,5.0,8.0
state creation,Political + Security,US,3,-0.7655918939241919,1.0,2.0,8.0
state creation,Economic + Security,United Kingdom,-3,0.2553303528325213,2.0,5.0,5.0
state creation,Economic + Security,United Kingdom,-2,-0.255520880879756,3.0,6.0,3.0
state creation,Economic + Security,United Kingdom,0,0.1557076099131793,3.0,6.0,5.0
state creation,Economic + Security,United Kingdom,1,0.29877010313602315,3.0,6.0,5.0
state creation,Economic + Security,United Kingdom,2,0.29101148683472133,3.0,6.0,5.0
state creation,Economic + Security,United Kingdom,3,0.5430800939259858,2.0,3.0,4.0
state creation,Ideational + Economic,United Kingdom,-3,-0.20787876833309618,2.0,5.0,5.0
state creation,Ideational + Economic,United Kingdom,-2,-0.16943306798073524,3.0,6.0,3.0
state creation,Ideational + Economic,United Kingdom,0,-0.1776302460261244,3.0,6.0,5.0
state creation,Ideational + Economic,United Kingdom,1,-0.2459732911860808,3.0,6.0,5.0
state creation,Ideational + Economic,United Kingdom,2,-0.2791392992214173,3.0,6.0,5.0
state creation,Ideational + Economic,United Kingdom,3,-0.7025984998584512,2.0,3.0,4.0
state creation,Ideational + Security,United Kingdom,-3,0.017320643554533798,2.0,5.0,5.0
state creation,Ideational + Security,United Kingdom,-2,0.1017137387748522,3.0,6.0,3.0
state creation,Ideational + Security,United Kingdom,0,-0.0642216180227791,3.0,6.0,5.0
state creation,Ideational + Security,United Kingdom,1,-0.13726369772925642,3.0,6.0,5.0
state creation,Ideational + Security,United Kingdom,2,0.035396914050552786,3.0,6.0,5.0
state creation,Ideational + Security,United Kingdom,3,0.7883797165018267,2.0,3.0,4.0
state creation,Political + Economic,United Kingdom,-3,0.12328279617203537,2.0,5.0,5.0
state creation,Political + Economic,United Kingdom,-2,0.042068166312004864,3.0,6.0,3.0
state creation,Political + Economic,United Kingdom,0,0.10479323866483788,3.0,6.0,5.0
state creation,Political + Economic,United Kingdom,1,0.1361099092949312,3.0,6.0,5.0
state creation,Political + Economic,United Kingdom,2,0.05188761784277331,3.0,6.0,5.0
state creation,Political + Economic,United Kingdom,3,0.19717916706849756,2.0,3.0,4.0
state creation,Political + Ideational,United Kingdom,-3,0.045466759161444624,2.0,5.0,5.0
state creation,Political + Ideational,United Kingdom,-2,0.04975411422693621,3.0,6.0,3.0
state creation,Political + Ideational,United Kingdom,0,0.02761543505700916,3.0,6.0,5.0
state creation,Political + Ideational,United Kingdom,1,0.024568990935837327,3.0,6.0,5.0
state creation,Political + Ideational,United Kingdom,2,0.033495715030043345,3.0,6.0,5.0
state creation,Political + Ideational,United Kingdom,3,0.06255592454213664,2.0,3.0,4.0
state creation,Political + Security,United Kingdom,-3,0.27058413605687553,2.0,5.0,5.0
state creation,Political + Security,United Kingdom,-2,0.023546769898374825,3.0,6.0,3.0
state creation,Political + Security,United Kingdom,0,-0.10102083227792391,3.0,6.0,5.0
state creation,Political + Security,United Kingdom,1,-0.028228005222780888,3.0,6.0,5.0
state creation,Political + Security,United Kingdom,2,-0.18795965529951028,3.0,6.0,5.0
state creation,Political + Security,United Kingdom,3,-0.5879192797948244,2.0,3.0,4.0
