group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Military,Learning & Culture,Military + Learning & Culture,502,183,2,5.171330730374352,-1.1817591963396186,-3.6033187577991947,-0.10649763479823553,0.8913051520638753,0.1504247876061969,0.01092896174863388,-2.961573354742672,0.7018007205255787,-4.337102766972807,-1.5860439425125379,2.4434198366724485e-05,0.21059470264867566,0.00010262363314024283,not distinguishable,Belgium,1400-1599
Business,Nobility & Kinship,Business + Nobility & Kinship,502,183,3,1.724427982369297,0.6539205311908219,-1.8865547850696263,1.6294540280656284,0.7922592446436928,0.32283858070964516,0.01639344262295082,0.30132484885556754,0.5923103195070814,-0.8596033773783118,1.462253075089447,0.6109428877233598,0.3494752623688156,0.6414900321095278,not distinguishable,Belgium,1400-1599
Business,Religion,Business + Religion,502,183,3,6.21801950617328,-0.9406810624726226,-3.416921522808971,-0.007617143769250925,0.7765400511333868,0.1729135432283858,0.01639344262295082,-1.0141266690863622,0.5804255457588791,-2.151760738773765,0.12350740060104082,0.08060051405369534,0.22694902548725637,0.12651407350464358,not distinguishable,Belgium,1400-1599
Business,Learning & Culture,Business + Learning & Culture,502,183,15,12.766344486604918,0.22449732162420918,-0.22832974109883614,0.5779058529473633,0.20270630742605167,0.24387806096951525,0.08196721311475409,-1.1029893640881137,0.3963956276676324,-1.8799247943166733,-0.32605393385955417,0.005393409495440593,0.30126113413881295,0.014157699925531557,not distinguishable,Belgium,1400-1599
Nobility & Kinship,Religion,Nobility & Kinship + Religion,502,183,4,9.288567571743325,-1.121172754368098,-2.7641496555319933,-0.25967073493705084,0.680276303511676,0.08445777111444278,0.02185792349726776,-1.4125157265585506,0.5052674429897389,-2.402839914818439,-0.4221915382986624,0.0051806624667837895,0.16123756303666348,0.014157699925531557,not distinguishable,Belgium,1400-1599
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,502,183,13,19.070550243571088,-0.5357249119237416,-1.2435207926664897,-0.09294725723017826,0.2951906341055745,0.06446776611694154,0.07103825136612021,-2.5501356433667643,0.3432132290392509,-3.222833572283696,-1.8774377144498327,1.0845101588316412e-13,0.13538230884557723,2.2774713335464466e-12,not distinguishable,Belgium,1400-1599
Religion,Learning & Culture,Religion + Learning & Culture,502,183,88,68.76544258175217,0.35354170241059907,0.2271391887704494,0.5097124584409904,0.07469588664762287,0.0004997501249375312,0.4808743169398907,-0.980011489133011,0.22484499516399897,-1.4207076796544489,-0.539315298611573,1.308915413420938e-05,0.002623688155922039,6.871805920459925e-05,associated,Belgium,1400-1599
Politics,Administration & Law,Politics + Administration & Law,963,405,81,36.06807307590931,1.15621545227265,0.9573295441598494,1.38271867719683,0.11040722312426487,0.0004997501249375312,0.2,1.6863206170462741,0.2025929423981547,1.2892384499458909,2.0834027841466574,8.526724856545451e-17,0.0034982508745627187,5.968707399581816e-16,associated,Belgium,1600-1799
Politics,Military,Politics + Military,963,405,24,18.971008482826534,0.3314541401828095,-0.14124835413344153,0.6902986536879099,0.2158278301465415,0.11244377811094453,0.05925925925925926,0.027962348136830083,0.25396374847444353,-0.46980659887307924,0.5257312951467394,0.9123271345624214,0.1686656671664168,0.9123271345624214,not distinguishable,Belgium,1600-1799
Politics,Business,Politics + Business,963,405,27,18.00133822710941,0.5718019920152104,0.14127695078682828,0.9131981032959874,0.19696549829043236,0.0074962518740629685,0.06666666666666667,0.21614265446613298,0.2472805336284825,-0.2685271914456927,0.7008125003779587,0.3820753806538215,0.019677661169415293,0.4011791496865126,associated,Belgium,1600-1799
Politics,Nobility & Kinship,Politics + Nobility & Kinship,963,405,27,26.67771326792016,0.017007545748285214,-0.45000678379985204,0.3852749007115487,0.2070461019269603,0.9365317341329336,0.06666666666666667,-0.20591950639299786,0.23460664060738765,-0.6657485219834777,0.2539095091974819,0.38009437901396836,0.9365317341329336,0.4011791496865126,not distinguishable,Belgium,1600-1799
Politics,Religion,Politics + Religion,963,405,8,27.721533449596304,-1.7312616342023563,-2.871075740854427,-1.003180537110581,0.47200342844769316,0.004997501249375313,0.019753086419753086,-2.176537269079212,0.3608318335732089,-2.8837676628827014,-1.4693068752757226,1.6194375371382561e-09,0.019677661169415293,6.801637655980675e-09,dissociated,Belgium,1600-1799
Politics,Learning & Culture,Politics + Learning & Culture,963,405,36,75.56033348406932,-1.0592478004394084,-1.458982879499754,-0.7643771545946042,0.18069895200387773,0.0004997501249375312,0.08888888888888889,-3.1026321695154135,0.19858352001558965,-3.491855868745969,-2.713408470284858,5.011524067243865e-55,0.0034982508745627187,1.0524200541212117e-53,dissociated,Belgium,1600-1799
Administration & Law,Military,Administration & Law + Military,963,405,7,8.62929732170592,-0.2836132252249449,-1.6008290528558697,0.4364370365738895,0.52263119117588,0.5617191404297851,0.01728395061728395,-0.3865689102715309,0.3963093456894997,-1.1633352278229503,0.39019740727988855,0.32935090555808133,0.5898050974512744,0.38424272315109487,not distinguishable,Belgium,1600-1799
Administration & Law,Business,Administration & Law + Business,963,405,2,8.188225728270474,-1.7971334913149866,-4.2195845913594745,-0.6112160264956467,0.9684150758601706,0.12993503248375812,0.0049382716049382715,-1.6006386565448003,0.6499850281557072,-2.8746093117299862,-0.32666800135961416,0.013794226824273932,0.18190904547726136,0.020691340236410897,not distinguishable,Belgium,1600-1799
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,963,405,2,12.134827722021155,-2.3374059930298032,-4.742326346627937,-1.2057261551661638,0.9657396264714555,0.04147926036981509,0.0049382716049382715,-1.9054870497215728,0.6476121608562858,-3.174806884999893,-0.6361672144432526,0.0032575525041724793,0.0734632683658171,0.0076009558430691175,not distinguishable,Belgium,1600-1799
Administration & Law,Religion,Administration & Law + Religion,963,405,3,12.609627715191497,-1.9051998895814095,-4.549988288217865,-0.8951772999539579,0.816982114370941,0.041979010494752625,0.007407407407407408,-1.9854354068475022,0.5497616311225593,-3.0629682038477184,-0.907902609847286,0.0003044924340482698,0.0734632683658171,0.0007992926393767082,not distinguishable,Belgium,1600-1799
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,963,405,17,34.369948437455854,-0.9946293087308953,-1.7128270592444037,-0.5155439489534285,0.307373262436632,0.0069965017491254375,0.04197530864197531,-2.3564081959878047,0.2673428632082484,-2.8804002078759714,-1.8324161840996378,1.2056390480758554e-18,0.019677661169415293,1.2659210004796482e-17,dissociated,Belgium,1600-1799
Military,Business,Military + Business,963,405,1,4.306825580157539,-1.6801219542613952,-3.501206440692101,-0.3825838018471139,1.0039500832668842,0.09045477261369315,0.0024691358024691358,-1.5999100855932766,0.8328925360809073,-3.232379456311855,0.032559285125301596,0.05474328433188438,0.14611924806827356,0.075110624463813,not distinguishable,Belgium,1600-1799
Military,Nobility & Kinship,Military + Nobility & Kinship,963,405,13,6.382650915883399,0.9719231630223241,0.24345020104568355,1.505632579317544,0.3206965511058001,0.0074962518740629685,0.03209876543209877,0.6066280468724711,0.3190139915192617,-0.0186393765052818,1.2318954702502238,0.057227142448619435,0.019677661169415293,0.075110624463813,associated,Belgium,1600-1799
Military,Religion,Military + Religion,963,405,3,6.632385208012711,-1.0270297005186175,-3.71115186933164,0.055294111414262374,0.8417223220047085,0.18840579710144928,0.007407407407407408,-1.4359740337341111,0.5542818341950901,-2.522366428756488,-0.34958163871173453,0.009578291315100088,0.23273657289002558,0.016762009801425153,not distinguishable,Belgium,1600-1799
Military,Learning & Culture,Military + Learning & Culture,963,405,15,18.077832491605793,-0.2613139742714439,-0.9725339522203593,0.24527572207241014,0.312360682256246,0.383808095952024,0.037037037037037035,-1.8104945907841872,0.29148261386869606,-2.3818005139668315,-1.239188667601543,5.253813876207524e-10,0.4335989899786949,2.75825228500895e-09,not distinguishable,Belgium,1600-1799
Business,Nobility & Kinship,Business + Nobility & Kinship,963,405,4,6.056412764055022,-0.5429816818403909,-2.4195043999790804,0.37459675275150317,0.7585704157048169,0.392303848075962,0.009876543209876543,-0.7279149060874949,0.4970585142093124,-1.7021495939377473,0.24631978176275748,0.14307237275351375,0.4335989899786949,0.17673646046022287,not distinguishable,Belgium,1600-1799
Business,Religion,Business + Religion,963,405,1,6.29338232018574,-2.179167548211911,-4.005567776809119,-0.8458747417919659,1.003496561151816,0.0009995002498750624,0.0024691358024691358,-2.3258639745574046,0.8293057916616884,-3.9513033262143136,-0.7004246229004953,0.005038038562294906,0.005247376311844078,0.009618073618926639,dissociated,Belgium,1600-1799
Business,Learning & Culture,Business + Learning & Culture,963,405,25,17.153815380400808,0.530517231546553,0.07726816286577783,0.8904631480069038,0.20824870211913823,0.013993003498250875,0.06172839506172839,-1.0945268106027708,0.2501289322702739,-1.5847795178525077,-0.604274103353034,1.2095990718941198e-05,0.029385307346326838,3.6287972156823595e-05,associated,Belgium,1600-1799
Nobility & Kinship,Religion,Nobility & Kinship + Religion,963,405,5,9.32669821016262,-0.8372751309902644,-2.504605353290416,0.0281235840476957,0.6579719759361762,0.1619190404797601,0.012345679012345678,-1.2558897591466591,0.44775215242315064,-2.1334839778960344,-0.37829554039728386,0.005033576840357532,0.21251874062968515,0.009618073618926639,not distinguishable,Belgium,1600-1799
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,963,405,35,25.42169712027322,0.4536588485687907,0.09702277117761274,0.7776796847852854,0.1732110964093046,0.009495252373813094,0.08641975308641975,-1.0157758277511146,0.21860384939807195,-1.4442393725713356,-0.5873122829308937,3.3736696720494215e-06,0.022155588872230556,1.1807843852172975e-05,associated,Belgium,1600-1799
Religion,Learning & Culture,Religion + Learning & Culture,963,405,69,26.416373097187194,1.3685289537430056,1.1407194134805558,1.611103877503992,0.11791354348354181,0.0004997501249375312,0.17037037037037037,-0.457824469722306,0.1793400015637886,-0.8093308727873316,-0.10631806665728039,0.010685174848905798,0.0034982508745627187,0.01726066706361706,associated,Belgium,1600-1799
Politics,Administration & Law,Politics + Administration & Law,4102,1394,376,206.7274057930498,0.8614350530544513,0.7696192263455237,0.9569355712392723,0.048383077974441524,0.0004997501249375312,0.2697274031563845,1.5738602016233212,0.09866445286058285,1.3804778740165788,1.7672425292300635,2.774959112869737e-57,0.0011660836248542396,1.9424713790088159e-56,associated,Belgium,1800-1899
Politics,Military,Politics + Military,4102,1394,52,56.09711742971022,-0.10841115367479802,-0.4178260635153419,0.1700929944781867,0.15169426412464942,0.4662668665667166,0.03730272596843615,-0.5839116297795248,0.16219917708148435,-0.9018220168592341,-0.2660012426998155,0.0003182579843335462,0.5153475893632131,0.0005141090516157285,not distinguishable,Belgium,1800-1899
Politics,Business,Politics + Business,4102,1394,145,134.10063756086947,0.11233390957666482,-0.06013343533801481,0.2550027750084782,0.07905414524112495,0.15292353823088456,0.10401721664275466,0.12529260033543907,0.11125995241032537,-0.09277690638879865,0.3433621070596768,0.2601126650981759,0.1889055472263868,0.28749294563482597,not distinguishable,Belgium,1800-1899
Politics,Nobility & Kinship,Politics + Nobility & Kinship,4102,1394,36,54.90099890752029,-0.6020155250242945,-1.0407088772022104,-0.2625226530815419,0.19785979097733317,0.004997501249375313,0.02582496413199426,-0.7659552120313269,0.18939974145094277,-1.1371787052751747,-0.3947317187874791,5.2520099034010754e-05,0.010494752623688156,0.00010026564361038416,dissociated,Belgium,1800-1899
Politics,Religion,Politics + Religion,4102,1394,9,56.49634323013834,-2.5848699433004985,-3.7197740767661363,-1.865068241640422,0.4799383353991554,0.0004997501249375312,0.006456241032998565,-2.7700369739258868,0.3323209857643041,-3.421386106023923,-2.1186878418278505,7.721968170541945e-17,0.0011660836248542396,2.702688859689681e-16,dissociated,Belgium,1800-1899
Politics,Learning & Culture,Politics + Learning & Culture,4102,1394,230,339.67749701679,-0.5615209582007468,-0.6691579602448406,-0.46438070180082197,0.05407750760562649,0.0004997501249375312,0.1649928263988522,-3.4069703705327044,0.08995455567139742,-3.583281299648643,-3.2306594414167655,0.0,0.0011660836248542396,0.0,dissociated,Belgium,1800-1899
Administration & Law,Military,Administration & Law + Military,4102,1394,4,23.73033045888173,-2.428817174178959,-4.146367797585664,-1.4647246176212554,0.7690427348882012,0.02048975512243878,0.0028694404591104736,-2.0323376201252543,0.47864922897357753,-2.9704901089134665,-1.0941851313370423,2.176348386499347e-05,0.035857071464267865,4.570331611648629e-05,dissociated,Belgium,1800-1899
Administration & Law,Business,Administration & Law + Business,4102,1394,14,56.72755731261109,-1.9806571283102878,-2.8699953045945596,-1.3815390616877994,0.3736332422576701,0.0004997501249375312,0.010043041606886656,-1.4307546941533997,0.27186838128941676,-1.9636167214806566,-0.8978926668261429,1.4197509865917267e-07,0.0011660836248542396,3.7268463398032824e-07,dissociated,Belgium,1800-1899
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,4102,1394,13,23.224345675704207,-0.8134088905736792,-1.6990908733801928,-0.2312108095441996,0.375830777300032,0.041979010494752625,0.009325681492109038,-0.6179251653898585,0.2873006485787784,-1.1810344366042642,-0.05481589417545285,0.03149228308375384,0.0678122477222927,0.04133362154742692,not distinguishable,Belgium,1800-1899
Administration & Law,Religion,Administration & Law + Religion,4102,1394,3,23.899211866803302,-2.8014077200352037,-5.5532903374697975,-1.7981263751847176,0.8510905871486085,0.01899050474762619,0.002152080344332855,-2.4757792922645385,0.5402064937876586,-3.5345840200883494,-1.4169745644407277,4.5829955225367195e-06,0.035857071464267865,1.0693656219252346e-05,dissociated,Belgium,1800-1899
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,4102,1394,68,143.69114890358244,-1.0738067150488113,-1.3830335342955153,-0.8197993756171668,0.14725349453965597,0.0004997501249375312,0.04878048780487805,-2.6663114668634016,0.13398319609369247,-2.9289185312070387,-2.4037044025197645,4.0415908644073493e-88,0.0011660836248542396,4.243670407627717e-87,dissociated,Belgium,1800-1899
Military,Business,Military + Business,4102,1394,13,15.393471571214135,-0.23547487609797396,-1.1349697634831917,0.3745825723071363,0.38192501342037694,0.5152423788105946,0.009325681492109038,-0.4280630135888495,0.2864943999389746,-0.9895920374692397,0.13346601029154065,0.1351387839169853,0.5410044977511244,0.15766191456981618,not distinguishable,Belgium,1800-1899
Military,Nobility & Kinship,Military + Nobility & Kinship,4102,1394,11,6.302109977147318,0.757579624194969,-0.24829438468299317,1.357590604005199,0.4077721899913629,0.06346826586706647,0.007890961262553802,0.2721483749003336,0.3136387422176702,-0.34258355984629996,0.8868803096469672,0.38555153547935983,0.08885557221389306,0.40482911225332785,not distinguishable,Belgium,1800-1899
