group_a,group_b,pair,n_elites_period,n_diversified_period,n_pair,expected_qi,assoc_log2,assoc_ci_low,assoc_ci_high,assoc_boot_se,p_value,share_of_diversified,log_or_uncond,se_uncond,ci_low_uncond,ci_high_uncond,p_value_uncond,q_value,q_value_uncond,direction,country,era
Business,Learning & Culture,Business + Learning & Culture,54050,9635,2077,1703.970118899785,0.28552516921208115,0.25469879731100176,0.3167320043019868,0.015629140657326526,0.0004997501249375312,0.21556824078879086,-1.4322751929338629,0.03296961082084289,-1.496895630142715,-1.3676547557250107,0.0,0.0006559220389805098,0.0,associated,France,1900-2020
Nobility & Kinship,Religion,Nobility & Kinship + Religion,54050,9635,22,37.90245091369839,-0.7712733878426993,-1.46334703601367,-0.28079566504409975,0.30216085607853915,0.015992003998001,0.002283341982355994,-0.35213628657963,0.21457385231630108,-0.7727010371195802,0.06842846396032015,0.10077749297791803,0.01679160419790105,0.11757374180757105,dissociated,France,1900-2020
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,54050,9635,744,514.3802023447383,0.5320350506630295,0.47466264711687306,0.5834618753125036,0.028118054061718942,0.0004997501249375312,0.0772184743124027,-0.6087878116218557,0.06417258930832255,-0.7345660866661679,-0.48300953657754353,2.3840304941888665e-21,0.0006559220389805098,5.5627378197740214e-21,associated,France,1900-2020
Religion,Learning & Culture,Religion + Learning & Culture,54050,9635,700,448.80822085729693,0.6406795919962727,0.587558887078005,0.6939666499560436,0.027051830114637562,0.0004997501249375312,0.07265179034769072,-1.4935597117253174,0.05253767739911867,-1.59653355942759,-1.3905858640230448,9.025627683963722e-178,0.0006559220389805098,3.7907636272647634e-177,associated,France,1900-2020
Politics,Administration & Law,Politics + Administration & Law,5586,2065,89,50.27957516785794,0.8176393572179501,0.5677640769660053,1.047285043469458,0.12103771408774902,0.0004997501249375312,0.043099273607748186,0.3255431729450493,0.12303411656866818,0.08439630447045968,0.566690041419639,0.00814597968933725,0.0008072886633606274,0.009503642970893459,associated,Germany,1400-1599
Politics,Military,Politics + Military,5586,2065,16,14.121949891584991,0.17433031158409368,-0.5920957290001189,0.7478943985424992,0.3364669769027457,0.5772113943028486,0.00774818401937046,-0.3457861169605363,0.2606391854470398,-0.8566389204367343,0.1650666865156617,0.1846128805318994,0.6379704884399906,0.19384352455849435,not distinguishable,Germany,1400-1599
Politics,Business,Politics + Business,5586,2065,56,42.63698308170227,0.38932558683997975,0.0440562129010355,0.6831062131531882,0.16391434683410944,0.01899050474762619,0.02711864406779661,-0.21075907738313898,0.14672532479706676,-0.4983407139853898,0.07682255921911185,0.1508830857681291,0.024925037481259373,0.16676551584898477,associated,Germany,1400-1599
Politics,Nobility & Kinship,Politics + Nobility & Kinship,5586,2065,124,70.48243446435124,0.81061178223216,0.6058998600553063,1.0063306233658025,0.10150666679329204,0.0004997501249375312,0.06004842615012106,-0.32788016667398145,0.10526529605670781,-0.5342001469451287,-0.12156018640283414,0.0018407072237776186,0.0008072886633606274,0.002273814805842941,associated,Germany,1400-1599
Politics,Religion,Politics + Religion,5586,2065,30,70.48243446435124,-1.218652812273035,-1.7847470483924117,-0.7828021234720832,0.2522409833661195,0.0004997501249375312,0.014527845036319613,-1.5582106535214577,0.18906433581467597,-1.9287767517182226,-1.1876445553246928,1.6978746466418675e-16,0.0008072886633606274,5.093623939925603e-16,dissociated,Germany,1400-1599
Politics,Learning & Culture,Politics + Learning & Culture,5586,2065,115,181.99662294075083,-0.659976915848804,-0.8940711572530583,-0.47396768470767037,0.10565853158523707,0.0004997501249375312,0.05569007263922518,-2.0013760646916263,0.10711497435524182,-2.2113214144279003,-1.7914307149553523,6.635468091812708e-78,0.0008072886633606274,6.967241496403344e-77,dissociated,Germany,1400-1599
Administration & Law,Military,Administration & Law + Military,5586,2065,18,16.911228983825367,0.08750723051576889,-0.6058157383613605,0.6176970825920453,0.3094731808812845,0.7806096951524237,0.008716707021791767,-0.20736029459028146,0.2479116489155849,-0.6932671264648279,0.27854653728426493,0.4029140528697125,0.7806096951524237,0.40291405286971244,not distinguishable,Germany,1400-1599
Administration & Law,Business,Administration & Law + Business,5586,2065,19,51.05837293076729,-1.4027326121499755,-2.1819260327001238,-0.8547841284787944,0.3322990030381169,0.0004997501249375312,0.009200968523002421,-1.4026388801588852,0.2343102053755332,-1.8618868826949302,-0.9433908776228401,2.1473753553364596e-09,0.0008072886633606274,3.2210630330046894e-09,dissociated,Germany,1400-1599
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,5586,2065,81,84.40368346543747,-0.05902708574254088,-0.3452409242635395,0.19170439491621338,0.13839274099222482,0.664167916041979,0.03922518159806295,-0.8681397200669523,0.12310845752254093,-1.1094322968111325,-0.626847143322772,1.7658186008148664e-12,0.697376311844078,3.7082190617112195e-12,not distinguishable,Germany,1400-1599
Administration & Law,Religion,Administration & Law + Religion,5586,2065,27,84.40368346543747,-1.6263955264489587,-2.243597564828844,-1.180433503335029,0.26956874270530495,0.0004997501249375312,0.013075060532687652,-1.6609814685934685,0.1983038242097304,-2.04965696404454,-1.272305973142397,5.47835637692483e-17,0.0008072886633606274,1.9174247319236903e-16,dissociated,Germany,1400-1599
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,5586,2065,271,217.94345600021978,0.3136923110043981,0.20607373899657894,0.4098494594478442,0.0520708321462508,0.0004997501249375312,0.13123486682808716,-0.6340012592191852,0.08585450632789285,-0.8022760916218552,-0.46572642681651516,1.5291143174705688e-13,0.0008072886633606274,3.567933407431327e-13,associated,Germany,1400-1599
Military,Business,Military + Business,5586,2065,5,14.340689667065732,-1.432054613770521,-3.21729817762702,-0.5565017298264093,0.6634314354610006,0.03798100949525238,0.002421307506053269,-1.4673408757679978,0.43460924914981536,-2.319175004101636,-0.6155067474343596,0.00073486403900491,0.04691771761178235,0.0009645090511939444,dissociated,Germany,1400-1599
Military,Nobility & Kinship,Military + Nobility & Kinship,5586,2065,92,23.706337704421955,1.9340685421920425,1.7295495389466982,2.124686556424599,0.1013233246090987,0.0004997501249375312,0.04455205811138015,1.0034797501397885,0.14564846277446847,0.7180087631018304,1.2889507371777467,5.589523232969825e-12,0.0008072886633606274,1.0670907990215122e-11,associated,Germany,1400-1599
Military,Religion,Military + Religion,5586,2065,4,23.706337704421955,-2.4273879168819574,-4.102820111832504,-1.4840590238502243,0.7437873619181326,0.01649175412293853,0.001937046004842615,-2.28171843485058,0.47811686825122546,-3.218827496622982,-1.3446093730781783,1.8213146935169314e-06,0.023088455772113943,2.549840570923704e-06,dissociated,Germany,1400-1599
Military,Learning & Culture,Military + Learning & Culture,5586,2065,19,61.21345605166307,-1.6621109660876459,-2.3812841063211008,-1.161989507867995,0.3147503311394007,0.0009995002498750624,0.009200968523002421,-2.599082082696694,0.24004657056125508,-3.069573360996754,-2.128590804396634,2.552801930456253e-27,0.0014992503748125937,1.7869613513193773e-26,dissociated,Germany,1400-1599
Business,Nobility & Kinship,Business + Nobility & Kinship,5586,2065,64,71.57416131570163,-0.1601829834948287,-0.48838792818369803,0.11869699002115704,0.15728458646000312,0.3118440779610195,0.03099273607748184,-1.0978477059638034,0.1356727121454709,-1.3637662217689264,-0.8319291901586805,5.874935435226964e-16,0.3638180909545227,1.542170551747078e-15,not distinguishable,Germany,1400-1599
Business,Religion,Business + Religion,5586,2065,20,71.57416131570163,-1.8138582342999994,-2.50938402135302,-1.327219194623054,0.3052043878179093,0.0004997501249375312,0.009685230024213076,-1.926672175755636,0.22756384936555374,-2.3726973205121213,-1.4806470309991506,2.5284970268812393e-17,0.0008072886633606274,1.0619687512901205e-16,dissociated,Germany,1400-1599
Business,Learning & Culture,Business + Learning & Culture,5586,2065,272,184.81563169987658,0.5562716495242512,0.4557335358086247,0.6543442424653325,0.050321217908496495,0.0004997501249375312,0.13171912832929783,-0.540111686514117,0.0870625736161806,-0.7107543308018309,-0.36946904222640303,5.514443575087052e-10,0.0008072886633606274,8.907947313602161e-10,associated,Germany,1400-1599
Nobility & Kinship,Religion,Nobility & Kinship + Religion,5586,2065,163,118.31796646136988,0.4605376332132044,0.28016167495448535,0.6228730671363735,0.08499499731973459,0.0004997501249375312,0.07893462469733656,-0.6286374715232885,0.09177245579140589,-0.8085114848744441,-0.448763458172133,7.38716522385808e-12,0.0008072886633606274,1.2927539141751638e-11,associated,Germany,1400-1599
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,5586,2065,150,305.51541661174576,-1.0238408486422865,-1.2062785030064742,-0.8611208807352033,0.08834616157273038,0.0004997501249375312,0.07263922518159806,-3.1146836405368936,0.09307570117850408,-3.2971120148467614,-2.932255266227026,1.6114453258483936e-245,0.0008072886633606274,3.384035184281627e-244,dissociated,Germany,1400-1599
Religion,Learning & Culture,Religion + Learning & Culture,5586,2065,430,305.51541661174576,0.49240890199485526,0.41804713930105497,0.568915561450343,0.038771430817752466,0.0004997501249375312,0.20823244552058112,-0.7178064273299744,0.0706620993561011,-0.8563041420679325,-0.5793087125920162,3.0435313930990296e-24,0.0008072886633606274,1.5978539813769906e-23,associated,Germany,1400-1599
Politics,Administration & Law,Politics + Administration & Law,21094,7924,906,357.0801748398363,1.3420402679367736,1.2785666615754776,1.407248861092074,0.03254095240965535,0.0004997501249375312,0.1143361938414942,1.2386900044859828,0.04628556568929631,1.147970295734962,1.3294097132370035,8.975056679587844e-158,0.0005830418124271198,3.7695238054268944e-157,associated,Germany,1600-1799
Politics,Military,Politics + Military,21094,7924,233,169.03476626692964,0.46184139469891494,0.29574714374217737,0.6220559474890491,0.08130962999287272,0.0004997501249375312,0.029404341241797072,-0.2601101713101032,0.07265226217380202,-0.40250860517075515,-0.11771173744945126,0.00034332151347640755,0.0005830418124271198,0.0003604875891502279,associated,Germany,1600-1799
Politics,Business,Politics + Business,21094,7924,416,329.8457552153216,0.3343396886965819,0.22288693233422055,0.43745685858113276,0.055780254683871204,0.0004997501249375312,0.0524987380111055,-0.113659720062935,0.05669306389321654,-0.2247781252936394,-0.002541314832230579,0.04498166789241053,0.0005830418124271198,0.04498166789241053,associated,Germany,1600-1799
Politics,Nobility & Kinship,Politics + Nobility & Kinship,21094,7924,407,347.9208813957501,0.22596896989791274,0.10806596156227154,0.33316074550518077,0.05818164348021305,0.0009995002498750624,0.05136294800605755,-0.3022226900459065,0.05673280021119959,-0.4134189784598577,-0.19102640163195533,9.977977275341096e-08,0.0011047108024934901,1.1028290672745421e-07,associated,Germany,1600-1799
Politics,Religion,Politics + Religion,21094,7924,82,210.57605754410096,-1.355296917921431,-1.681133505796987,-1.0740997501553478,0.15235085866097245,0.0004997501249375312,0.010348308934881372,-1.4833190932200433,0.11416901253989367,-1.7070903577982348,-1.2595478286418518,1.3528299838217769e-38,0.0005830418124271198,2.1853407430967165e-38,dissociated,Germany,1600-1799
Politics,Learning & Culture,Politics + Learning & Culture,21094,7924,305,934.5423647964545,-1.6138593519050768,-1.7515326858846854,-1.4728195100371924,0.0703507836856851,0.0004997501249375312,0.03849066128218072,-3.0303587907265133,0.062343693732964285,-3.1525524304431234,-2.908165151009903,0.0,0.0005830418124271198,0.0,dissociated,Germany,1600-1799
Administration & Law,Military,Administration & Law + Military,21094,7924,77,159.70014142164197,-1.0476072058314516,-1.3627833782129124,-0.7638125799544004,0.154654007223422,0.0004997501249375312,0.009717314487632508,-1.3727183914580863,0.11778056857140179,-1.6035683058580337,-1.1418684770581389,2.166855004592992e-31,0.0005830418124271198,3.250282506889488e-31,dissociated,Germany,1600-1799
Administration & Law,Business,Administration & Law + Business,21094,7924,93,311.63064805279,-1.7391117520686954,-2.059859762057683,-1.4873921255115055,0.1461207499848291,0.0004997501249375312,0.011736496718828874,-1.7144587308871047,0.10709528416804187,-1.9243654878564667,-1.5045519739177426,1.1106613997177788e-57,0.0005830418124271198,3.331984199153336e-57,dissociated,Germany,1600-1799
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,21094,7924,248,328.70760962098063,-0.4057518321966692,-0.5674150267456745,-0.25519187024859774,0.07770733582155757,0.0004997501249375312,0.031297324583543666,-0.7658118267713319,0.0692669129059722,-0.9015749760670374,-0.6300486774756263,2.051433424339085e-28,0.0005830418124271198,2.8720067940747186e-28,dissociated,Germany,1600-1799
Administration & Law,Religion,Administration & Law + Religion,21094,7924,37,198.94739355985377,-2.4110457692426834,-2.921916551575723,-2.0095373395312577,0.23223708956970252,0.0004997501249375312,0.004669358909641595,-2.1737102280998037,0.16613927716443283,-2.499343211342092,-1.8480772448575153,4.082837291190946e-39,0.0005830418124271198,7.144965259584155e-39,dissociated,Germany,1600-1799
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,21094,7924,878,882.9340325577061,-0.008080124202492187,-0.07343190586542676,0.051368080600705905,0.03174087713138088,0.7916041979010495,0.11080262493690056,-1.3831874813252154,0.043575774505237384,-1.4685959993554807,-1.2977789632949501,4.0786887824032255e-221,0.7916041979010495,2.1413116107616933e-220,not distinguishable,Germany,1600-1799
Military,Business,Military + Business,21094,7924,35,147.51984978959555,-2.059899727697044,-2.5809847331099607,-1.6431598828896905,0.23987498721818015,0.0004997501249375312,0.00441696113074205,-2.2946604644885724,0.17056317604156856,-2.628964289530047,-1.960356639447098,2.938991717581689e-41,0.0005830418124271198,5.610802369928678e-41,dissociated,Germany,1600-1799
Military,Nobility & Kinship,Military + Nobility & Kinship,21094,7924,556,155.60374917864226,1.8338765003059905,1.7477109410722926,1.9206182181257618,0.043134872076271334,0.0004997501249375312,0.07016658253407371,0.8365824756135067,0.05418849882911878,0.7303730179084339,0.9427919333185796,9.034513555288618e-54,0.0005830418124271198,2.1080531629006776e-53,associated,Germany,1600-1799
Military,Religion,Military + Religion,21094,7924,19,94.17780246379853,-2.279552096552933,-3.0433009702755833,-1.7447372890554165,0.32952155367685093,0.0004997501249375312,0.002397778899545684,-2.4177472062103815,0.22884798962318995,-2.866289265871834,-1.9692051465489293,4.336104618362397e-26,0.0005830418124271198,5.691137311600646e-26,dissociated,Germany,1600-1799
Military,Learning & Culture,Military + Learning & Culture,21094,7924,224,417.96369089785543,-0.8983870040120403,-1.0675460729614001,-0.7484637056394897,0.08077669966918646,0.0004997501249375312,0.028268551236749116,-2.650491843937888,0.07260184157029112,-2.7927914534156586,-2.5081922344601177,8.516612722713497e-292,0.0005830418124271198,5.961628905899448e-291,dissociated,Germany,1600-1799
Business,Nobility & Kinship,Business + Nobility & Kinship,21094,7924,178,303.6371587671792,-0.768798017991036,-0.957665079008133,-0.5932375233443733,0.09515890094219033,0.0004997501249375312,0.022463402322059567,-1.2569446195624348,0.07954354223301638,-1.4128499623391468,-1.1010392767857227,3.015469462614612e-56,0.0005830418124271198,7.915607339363356e-56,dissociated,Germany,1600-1799
Business,Religion,Business + Religion,21094,7924,51,183.77372338384134,-1.8392060263081904,-2.2689999036064794,-1.4912194581132134,0.19859186350394636,0.0004997501249375312,0.006436143361938415,-1.944721183103636,0.14258124966598693,-2.2241804324489705,-1.6652619337583014,2.335075626310062e-42,0.0005830418124271198,4.90365881525113e-42,dissociated,Germany,1600-1799
Business,Learning & Culture,Business + Learning & Culture,21094,7924,1319,815.5928648375237,0.6931861168626143,0.6466989088825961,0.7382862011408359,0.02353019939845787,0.0004997501249375312,0.16645633518425038,-0.8021998689260914,0.039697478153327664,-0.8800069261066137,-0.7243928117455691,8.354179928511594e-91,0.0005830418124271198,2.9239629749790577e-90,associated,Germany,1600-1799
Nobility & Kinship,Religion,Nobility & Kinship + Religion,21094,7924,154,193.84428875049787,-0.3310078732912092,-0.5363714060488921,-0.1292269010076785,0.10443835106644393,0.001999000499750125,0.019434628975265017,-0.8970673897909044,0.08594295541617496,-1.0655155824066074,-0.7286191971752015,1.6638245763981983e-25,0.0020989505247376314,2.0553127120213035e-25,dissociated,Germany,1600-1799
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,21094,7924,647,860.2863123374678,-0.41077494448212704,-0.4972401029773772,-0.33331357706041165,0.0406615509104494,0.0004997501249375312,0.08165068147400303,-2.219085215053766,0.04653825957817494,-2.310300203826989,-2.1278702262805433,0.0,0.0005830418124271198,0.0,dissociated,Germany,1600-1799
Religion,Learning & Culture,Religion + Learning & Culture,21094,7924,1059,520.6807343222312,1.0235279275699243,0.9720583726543975,1.0721872723102355,0.02558390050399203,0.0004997501249375312,0.13364462392730944,-0.31667526378984856,0.04730016977849011,-0.4093835965556892,-0.22396693102400794,2.1565207921092656e-11,0.0005830418124271198,2.5159409241274767e-11,associated,Germany,1600-1799
Politics,Administration & Law,Politics + Administration & Law,67632,21621,4003,2108.9367647673416,0.9244039661071298,0.8952236626353888,0.9546633601609111,0.014753889737578593,0.0004997501249375312,0.18514407289209564,1.0237701824985121,0.023566190499236406,0.9775804491200087,1.0699599158770154,0.0,0.0005247376311844079,0.0,associated,Germany,1800-1899
Politics,Military,Politics + Military,67632,21621,894,755.4360186865024,0.24281735025131732,0.17124860683214574,0.3125196391678184,0.0370407705642965,0.0004997501249375312,0.04134868877480227,-0.6374385022231085,0.03765792908674273,-0.7112480432331243,-0.5636289612130927,2.841652088376559e-64,0.0005247376311844079,4.9728911546589785e-64,associated,Germany,1800-1899
Politics,Business,Politics + Business,67632,21621,2426,2279.6700026916933,0.08973546865200091,0.049943549346813755,0.1265719120793172,0.01954707271183477,0.0004997501249375312,0.11220572591462004,-0.07420835055433202,0.02525791565342383,-0.12371386523504273,-0.024702835873621307,0.0033031195108661577,0.0005247376311844079,0.0033031195108661573,associated,Germany,1800-1899
Politics,Nobility & Kinship,Politics + Nobility & Kinship,67632,21621,550,721.8592486136986,-0.3919739427040373,-0.5065791184823377,-0.29519001812630163,0.052249302854403254,0.0004997501249375312,0.025438231349151286,-0.4504383041159417,0.04809234299542184,-0.5446992963869686,-0.3561773118449149,7.525314048830202e-21,0.0005247376311844079,8.779533056968569e-21,dissociated,Germany,1800-1899
Politics,Religion,Politics + Religion,67632,21621,369,691.8098876946408,-0.9058435887610384,-1.0359233731381523,-0.7803653446107391,0.0662756196381584,0.0004997501249375312,0.01706674066879423,-1.0639328855771113,0.05593726404320719,-1.1735699231017973,-0.9542958480524252,1.1624057259371936e-80,0.0005247376311844079,2.712280027186785e-80,dissociated,Germany,1800-1899
Politics,Learning & Culture,Politics + Learning & Culture,67632,21621,2758,4442.288078140145,-0.6875813456826612,-0.7224750109821476,-0.6543019970102293,0.017491020751683347,0.0004997501249375312,0.12756116738356227,-2.9150403706397703,0.023318142906456982,-2.960743930736426,-2.8693368105431145,0.0,0.0005247376311844079,0.0,dissociated,Germany,1800-1899
Administration & Law,Military,Administration & Law + Military,67632,21621,242,375.80896594905823,-0.6339329162121824,-0.8095010110300852,-0.464977067941929,0.0892321210083651,0.0004997501249375312,0.011192821793626568,-1.230121243529633,0.0667164158014775,-1.3608854185005288,-1.099357068558737,6.50336457695161e-76,0.0005247376311844079,1.3657065611598382e-75,dissociated,Germany,1800-1899
Administration & Law,Business,Administration & Law + Business,67632,21621,469,1134.0741045234454,-1.272953778488368,-1.3942003735515567,-1.159315314939881,0.06087852986635491,0.0004997501249375312,0.02169187364136719,-1.193051312163178,0.04877149602959003,-1.2886434443811745,-1.0974591799451816,3.7450632903279525e-132,0.0005247376311844079,1.1235189870983858e-131,dissociated,Germany,1800-1899
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,67632,21621,282,359.105431925211,-0.34816394573937687,-0.5115503396965015,-0.19529933457208687,0.07993270382743814,0.0004997501249375312,0.013042874982655751,-0.352937346270519,0.06364451409364923,-0.47768059389407147,-0.2281940986469665,2.9320239058307353e-08,0.0005247376311844079,3.078625101122272e-08,dissociated,Germany,1800-1899
Administration & Law,Religion,Administration & Law + Religion,67632,21621,69,344.1566884511359,-2.3100751297606634,-2.6597866373852193,-1.9947238968544128,0.17044629667511935,0.0004997501249375312,0.0031913417510753433,-1.9754949613983392,0.12179091216214032,-2.2142051492361343,-1.7367847735605442,3.6194431034146147e-59,0.0005247376311844079,5.846792705515917e-59,dissociated,Germany,1800-1899
Administration & Law,Learning & Culture,Administration & Law + Learning & Culture,67632,21621,1467,2209.91804441149,-0.5909587411973112,-0.6494304287106112,-0.5386669033290218,0.028434498601179123,0.0004997501249375312,0.06785070070764535,-2.3480411320564722,0.0299400601269488,-2.4067236499052918,-2.2893586142076527,0.0,0.0005247376311844079,0.0,dissociated,Germany,1800-1899
Military,Business,Military + Business,67632,21621,177,406.2333402922897,-1.1962642300206894,-1.4220365456260684,-1.0057937421067196,0.10577934236461334,0.0004997501249375312,0.008186485361454141,-1.6895618944284854,0.07711282882325733,-1.8407030389220698,-1.538420749934901,2.0740874202593576e-106,0.0005247376311844079,5.444479478180814e-106,dissociated,Germany,1800-1899
Military,Nobility & Kinship,Military + Nobility & Kinship,67632,21621,398,128.63409767158478,1.6257097317308309,1.5026752353541388,1.742950266703023,0.06114988535983588,0.0004997501249375312,0.018408029230840388,0.6079082275222613,0.05581617434175345,0.4985085258124245,0.7173079292320981,1.2687863660783164e-27,0.0005247376311844079,1.776300912509643e-27,associated,Germany,1800-1899
Military,Religion,Military + Religion,67632,21621,31,123.27935235959482,-1.9743469448595372,-2.563599510732077,-1.555223979176394,0.25562847928686827,0.0004997501249375312,0.001433791221497618,-2.2533601581084537,0.1795959738500599,-2.6053682668545712,-1.9013520493623361,4.137441402411974e-36,0.0005247376311844079,6.206162103617962e-36,dissociated,Germany,1800-1899
Military,Learning & Culture,Military + Learning & Culture,67632,21621,839,791.6082250469238,0.08383276724167901,0.0016198333133872742,0.15743293262202362,0.03903537390793741,0.037481259370314844,0.038804865639887144,-2.336914576329258,0.038445729920712345,-2.412268206973854,-2.2615609456846615,0.0,0.037481259370314844,0.0,associated,Germany,1800-1899
Business,Nobility & Kinship,Business + Nobility & Kinship,67632,21621,240,388.17753791392613,-0.6925368412183106,-0.8777384846074975,-0.5312320158051189,0.08786295559557518,0.0004997501249375312,0.011100319134175108,-0.6613520121128516,0.06819571395704199,-0.7950156114686538,-0.5276884127570493,3.0790938951099373e-22,0.0005247376311844079,4.0413107373317927e-22,dissociated,Germany,1800-1899
Business,Religion,Business + Religion,67632,21621,82,372.01858870069935,-2.174846393472027,-2.519829751196214,-1.8921862609017943,0.15761130969867182,0.0004997501249375312,0.0037926090375098283,-1.9226520579131923,0.11205283392517182,-2.142275612406529,-1.7030285034198556,5.435216705653465e-66,0.0005247376311844079,1.0376322801702069e-65,dissociated,Germany,1800-1899
Business,Learning & Culture,Business + Learning & Culture,67632,21621,3575,2388.8264259112307,0.5815410373905175,0.5508726370653524,0.6113544896780483,0.015295624289224399,0.0004997501249375312,0.16534850376948337,-1.1767110679770472,0.022765506901622698,-1.2213314615042277,-1.1320906744498667,0.0,0.0005247376311844079,0.0,associated,Germany,1800-1899
Nobility & Kinship,Religion,Nobility & Kinship + Religion,67632,21621,75,117.79997043112995,-0.6479011635282981,-0.9927387797998145,-0.34629674011366024,0.16000505115173455,0.0004997501249375312,0.003468849729429721,-0.6849894422915472,0.11798884376345731,-0.9162475760679236,-0.4537313085151709,6.415729364149114e-09,0.0005247376311844079,7.0910692972174415e-09,dissociated,Germany,1800-1899
Nobility & Kinship,Learning & Culture,Nobility & Kinship + Learning & Culture,67632,21621,927,756.4237134500904,0.293199376202967,0.22221366671441353,0.3642273330952227,0.03576561000620449,0.0004997501249375312,0.042874982655751355,-1.292261959293201,0.040482694427092465,-1.3716080403703022,-1.2129158782160998,1.3503623903881675e-223,0.0005247376311844079,4.726268366358586e-223,associated,Germany,1800-1899
Religion,Learning & Culture,Religion + Learning & Culture,67632,21621,1748,724.9355123681651,1.2691985193900954,1.231587680496539,1.3087360772854375,0.020005898015319195,0.0004997501249375312,0.08084732436057537,-0.3401224225245368,0.03592444639408293,-0.41053433745693935,-0.2697105075921342,2.860318280275531e-21,0.0005247376311844079,3.533334346222715e-21,associated,Germany,1800-1899
Politics,Administration & Law,Politics + Administration & Law,123083,25364,3084,1520.8243386844388,1.0197088851003226,0.9864509071098624,1.0538765590631856,0.017308960214140048,0.0004997501249375312,0.12158965462860748,0.7607360971287996,0.02355956569149419,0.714559348373471,0.8069128458841283,9.694484602873459e-229,0.0005523554012467451,4.071683533206853e-228,associated,Germany,1900-2020
Politics,Military,Politics + Military,123083,25364,1148,679.3336706056194,0.7564971345709346,0.6939164413688529,0.8173065084789868,0.03169175097543524,0.0004997501249375312,0.045260999842296167,0.15711564613185422,0.034588997138368396,0.08932121174065216,0.22491008052305628,5.5628174707278024e-06,0.0005523554012467451,6.148377204488624e-06,associated,Germany,1900-2020
Politics,Business,Politics + Business,123083,25364,2115,2286.246380145,-0.11229768163081698,-0.15625469723996674,-0.06971726324870449,0.02254373098644934,0.0004997501249375312,0.08338590127740104,-0.18210721932191448,0.02518499059108027,-0.23146980088043181,-0.13274463776339715,4.80214698533744e-13,0.0005523554012467451,6.30281791825539e-13,dissociated,Germany,1900-2020
Politics,Nobility & Kinship,Politics + Nobility & Kinship,123083,25364,128,224.78735102165373,-0.8099979549060023,-1.0550404687519759,-0.5928671265246356,0.11896260123763094,0.0004997501249375312,0.005046522630499921,-0.80750580721404,0.09370144767043957,-0.9911606446481015,-0.6238509697799784,6.821797264252149e-18,0.0005523554012467451,9.550516169953009e-18,dissociated,Germany,1900-2020
Politics,Religion,Politics + Religion,123083,25364,214,707.0987834053119,-1.7219539198391185,-1.9055802623706795,-1.549923917018637,0.09203469324447779,0.0004997501249375312,0.008437155022867055,-1.5560914799738699,0.07061573999004454,-1.6944983303543573,-1.4176846295933825,1.3001643322522983e-107,0.0005523554012467451,3.900492996756895e-107,dissociated,Germany,1900-2020
Politics,Learning & Culture,Politics + Learning & Culture,123083,25364,5223,6493.709476650581,-0.3141371139124388,-0.3337568899849121,-0.2962229920194646,0.00960772447649478,0.0004997501249375312,0.20592177889922725,-3.5893288112970807,0.01879833238868457,-3.6261735427789024,-3.552484079815259,0.0,0.0005523554012467451,0.0,dissociated,Germany,1900-2020
Administration & Law,Military,Administration & Law + Military,123083,25364,228,304.85984857381794,-0.41831621095881794,-0.5992618924976312,-0.24784168079419408,0.08814703831079929,0.0004997501249375312,0.008989118435577984,-0.43495031434630255,0.06872099519396185,-0.5696434649264678,-0.3002571637661373,2.4640318547398123e-10,0.0005523554012467451,3.0438040558550623e-10,dissociated,Germany,1900-2020
Administration & Law,Business,Administration & Law + Business,123083,25364,364,1025.9828938437408,-1.4937188657237614,-1.637760775557299,-1.3622722377699368,0.07040724603013272,0.0004997501249375312,0.01435104873048415,-0.8882614449162155,0.05444228690580562,-0.9949683272515946,-0.7815545625808364,7.638536171995181e-60,0.0005523554012467451,2.005115745148735e-59,dissociated,Germany,1900-2020
Administration & Law,Nobility & Kinship,Administration & Law + Nobility & Kinship,123083,25364,31,100.87625677773103,-1.6862960661502646,-2.2706255987947137,-1.2412656392791734,0.2574512647751465,0.0004997501249375312,0.0012222046995741997,-1.0331563458172572,0.1809388950600857,-1.3877965801350252,-0.6785161114994893,1.1299358293089517e-08,0.0005523554012467451,1.3182584675271103e-08,dissociated,Germany,1900-2020
Administration & Law,Religion,Administration & Law + Religion,123083,25364,69,317.31980521957524,-2.1931241473442387,-2.5580908312562185,-1.8870541926184154,0.16741739208068906,0.0004997501249375312,0.002720391105503864,-1.4489695826990656,0.12156398548812702,-1.6872349942557945,-1.2107041711423367,9.378320057617458e-33,0.0005523554012467451,1.6412060100830552e-32,dissociated,Germany,1900-2020
